dominio,categoria,entita,prompt,is_prompt_missing,is_prompt_vuoto,ha_markup,ha_tab,ha_newline,ha_carriage_return,ha_unicode_invisibile
race,African_Americans,Paul_Laurence_Dunbar,"Paul Laurence Dunbar: Profile and Poems
Paul Laurence Dunbar ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"ISBN 0-394-54050-6
The Collected Essays of Ralph ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"ISBN 0-679-60176-7
Living with Music: Ralph Ellison's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"Books and Writers
Ralph Ellison, American Masters, PBS.org
Notes ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"FBI file on Ralph Ellison
The Ralph Ellison ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ishmael_Reed,"""Releases produced by Ishmael Reed

His Bassist, featuring ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Margaret_Walker,"Margaret Walker at Smithsonian Folkways
""Margaret Walker: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Dorothy_West,"ISBN 0-452-00981-2
Sherrard-Johnson, Cherene, Dorothy West's Paradise: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,John_Edgar_Wideman,"""Salon Interview"", LAURA MILLER
""John Edgar Wideman"", The New ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Miles_Davis,"Music writer Christopher Smith wrote,

Miles Davis' artistic ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Duke_Ellington,"ISBN 0-306-80614-2
Lawrence, A. H. Duke Ellington ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Jimi_Hendrix,"Rolling Stone's Alex Vadukul wrote:

When Jimi Hendrix ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Smokey_Robinson,"Smokey Robinson's page at soulwalking.co.uk
Smokey Robinson Biography ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ike_Turner,"The Best of Ike Turner, Rhino R2-71819
2001: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Barry_White,"(1976)
Barry White Sings for Someone You Love
The ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Barry_White,"(1981)
Change
Dedicated
The Right Night & Barry White
The ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Kim_Burrell,"Kim Burrell on IMDb
Kim Burrell at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Lavern_Baker,"LaVern Baker at AllMovie
Biography of Lavern ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Bobby_Bland,"Bobby Bland discography
Bobby Bland at Wenig-Lamonica ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Buddy_Bolden,"on IMDb
The Real Buddy Bolden The Syncopated ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"2001)
Clifford Brown And Art Farmer With The ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"Clifford Brown Quartet In Paris
Clifford Brown Sextet ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"1956)
Clifford Brown Ensemble / Arranged by Montrose ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"2001)
Clifford Brown & Max Roach (EmArcy ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Peabo_Bryson,"AllMusic entry
Peabo Bryson at Wenig-LaMonica Associates
Fan ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Jerry_Butler,"Erica Covin
Jerry Butler Biography on VH1.com
Jerry Butler ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Donald_Byrd,"(Funking Up My Life)
Chant
Donald Byrd and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Betty_Carter,"Betty Carter profile at MTV
Martin Weil, Betty ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Charlie_Christian,"Charlie Christian, Style Analysis and Solo Examples
Deep ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,James_Cleveland,"James Cleveland at jcchorus.com
James Cleveland on ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Daryl_Coley,"Patrick Henderson, Daryl Coley)
""The Comforter Has Come""
""By ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Daryl_Coley,"Patrick Henderson, Daryl Coley)
""Medley: He'll Never Let ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Alice_Coltrane,"Alice Coltrane at NPR Music
Alice Coltrane in ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,James_Cotton,"2
1967: The James Cotton Blues Band
1968: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Edmond_Hall,"2, August 9, 1940
Interviews with Edmond Hall ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Damon_Harris,"Damon Harris biography
Damon Harris Cancer Foundation ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Coleman_Hawkins,"At the Village Gate
Coleman Hawkins Plays Make ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Earl_Hines,"See also jazzonfilm.com/documentaries

Earl Hines at Music of ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Thelma_Houston,"50 R&BMoWest release

1973: Thelma HoustonSheffield Lab release

1975: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Thelma_Houston,"20
1978: Two to One – Thelma Houston ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Thelma_Houston,"51MCA releases

1983: Thelma Houston
1984: Qualifying Heat ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Chuck_Jackson,"(Wand WDM-655)
1964: Chuck Jackson on Tour
1965: Mr. ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Milt_Jackson,"Milt Jackson Meets the Clayton-Hamilton Jazz Orchestra
2002: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Robert_Johnson,"Robert Johnson at Find a Grave
Bluesman's Son ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Eddie_Kendricks,"Hold On
1973: Eddie Kendricks
1974: Boogie ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Eddie_Kendricks,"Retrieved 1/30/09
Eddie Kendricks at Find a ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Oliver_Nelson,"Records
Oliver Nelson: A Discography – Douglas Payne's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Bobby_Womack,"Bobby Womack at AllMusic
Bobby Womack on IMDb
Bobby Womack ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Willie_Mays,"– slideshow by Life magazine
Willie Mays Biography ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Curt_Flood,"Curt Flood at Find a Grave
Curt Flood ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Joe_Louis,"In his autobiography, Joe Louis said:

I made ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Jerry_Rice,"Sports · SI.com · Pro-Football-Reference
Jerry Rice ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Serena_Williams,"ISBN 978-0-8225-3684-0.CS1 maint: ref=harv
Williams, Venus; Serena ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Otis_Davis,"For the baseball player, see Otis Davis

Otis ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Ralph_Metcalfe,"U.S. House of Representatives history: Ralph Metcalfe
Ralph Metcalfe ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Wilma_Rudolph,"(subscription required)
Haney, James E., ""Wilma Rudolph"" ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Edwin_Moses,"Edwin Moses at World Athletics
IOC 1984 Summer ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,George_Washington_Carver,"1943, Liberty ship SS George Washington Carver launched
1947, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,George_Washington_Carver,"1950, George Washington Carver State Park named
1951-1954, U.S. ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,George_Washington_Carver,"2004, George Washington Carver Bridge, Des Moines, Iowa
2007, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,George_Washington_Carver,"George Washington Carver
Mary Bagley, George Washington Carver: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Emmett_Till,"Poem: ""Emmett Till"" by James Emanuel
Wolf Whistle ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,African_Americans,Emmett_Till,"Retrieved February 25, 2019.Emmett Till at Curlie
The ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Herb_Kelleher,"ISBN 0767901843
Herb Kelleher leadership
How I Built This ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,John_Huston,"Literature on John Huston
John Huston papers, Margaret ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,William_Desmond_Taylor,"William Desmond Taylor on IMDb
William Desmond Taylor at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Anthony_Kennedy,"Anthony Kennedy at Ballotpedia
Appearances on C-SPAN
Issue positions ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Philip_Barry,"Philip Barry on IMDb
Philip Barry at the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,L._Frank_Baum,"ISBN 0-7006-0832-X
Rogers, Katharine M. L. Frank Baum, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Louise_Bogan,"– Louise Bogan

Though open to interpretation, ""Medusa"" ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Bill_Bryson,"His biography at the Society reads:

Bill Bryson ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jack_Kerouac,"Jack Kerouac on IMDb
Jack Kerouac at the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Billy_Collins,"New Yorker: Collins' ""Catholicism""
Billy Collins at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Pat_Conroy,"Pat Conroy Literary Center
Edwin C. Epps ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Pat_Conroy,"Pat Conroy on IMDb
Excerpts from 1991 interview
Entry ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Robert_Fitzgerald,"Interview from The Poet's Other Voice
Robert Fitzgerald ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Fanny_Howe,"Joshua Glenn:

Fanny Howe isn't part of the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Susan_Howe,"Susan Howe audio at PennSound
Susan Howe Page @ ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Frank_McCourt,"bartender of renown, dies
Reviews of Frank McCourt's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"New York: Viking, 1975 ISBN 0-670-52400-X
Charles Olson ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"Retrieved 2010-12-12
Works by or about Charles ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"Retrieved 2010-12-12
The Charles Olson Research Collection at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"Retrieved 2010-12-12
""Charles Olson in the Tradition of ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"Retrieved 2010-12-12
""Charles Olson"", Pennsound, a page ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"Retrieved 2010-12-12
Records of Charles Olson are held ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,John_Kennedy_Toole,"John Kennedy Toole at Find a Grave
John Kennedy ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jimmy_Breslin,"ASIN: B00704TRH6
1969 World of Jimmy Breslin ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Neil_Cavuto,"2004-08-31
Neil Cavuto on The Daily Show
Neil Cavuto ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Tim_Russert,"Remembering Tim Russert
Print media's reaction to Russert's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Tim_Russert,"Tim Russert at Find a Grave
A Tribute ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Ed_Sullivan,"Ed Sullivan Documentary
Ed Sullivan on IMDb
Ed Sullivan ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Marty_Maher,"Marty Maher
Martin Maher at Find a ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,James_Buchanan,"University of Virginia article: Buchanan biography
Wheatland
James Buchanan ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Andrew_Johnson,"Andrew Johnson National Historic Site
Andrew Johnson: A ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Benjamin_Harrison,"Benjamin Harrison: Resource Guide, Library of Congress
Benjamin ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Theodore_Roosevelt,"Almanac of Theodore Roosevelt
Theodore Roosevelt: A Resource Guide ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Harry_S._Truman,"Other sites associated with Truman include:

Harry S. Truman ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Lance_Armstrong,"Lance Armstrong Talks to Oprah oprah.com
Stop at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Billy_Conn,"Once went rounds with Billy Conn.""
Billy Conn's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jack_Dempsey,"Jack Dempsey's New York Restaurant
Nichols, Jeffrey ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jack_Dempsey,"Jack Dempsey at Virtual History
Jack Dempsey profile ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Ben_Hogan,"Company failed late 2016
2017 - Ben Hogan ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Ben_Hogan,"ISBN 0-385-26145-4.CS1 maint: ref=harv
""Ben Hogan: ""Players ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Kathleen_Willey,"Washington Post, Updated 1998-10-02
Excerpt From Kathleen Willey's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Paula_Jones,"Paula Jones on IMDb
Paula Jones' athletic ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Ronda_Rousey,"Ronda Rousey at USA Judo
Ohlenkamp, Neil; ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Ed_Paschke,"Major exhibitions include:
Ed Paschke: Selected Works 1967–1981, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Julian_Stanczak,"Julian Stanczak, Retrospective:  1948-1998
Serigraphs and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jack_Tworkov,"OCLC: 7607995
Jack Tworkov; Andrew Forge; Solomon R. ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jack_Tworkov,"ISBN 0-89207-033-1, ISBN 978-0-89207-033-6
Richard Armstrong, Jack ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Mark_Z._Danielewski,"Mark Z. Danielewski on IMDb
Exploration Z
Interviews
Wittmershaus, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jerzy_Kosinski,"99–109
Barbara Gelb, ""Being Jerzy Kosinski"", New ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jerzy_Kosinski,"121–32
Michael Schumacher, ""Jerzy Kosinski"", Writer's Yearbook, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jerzy_Kosinski,"Designing for Jerzy Kosinski
Jerzy Kosiński at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Aaron_Spelling,"Aaron Spelling on IMDb
Aaron Spelling at The ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Christopher_Hitchens,"ISBN 978-0-306-81608-6
2008 Christopher Hitchens and His Critics: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Benny_Goodman,"1 & 2
Original Benny Goodman Trio and ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Gene_Krupa,"3
1953 The Exciting Gene Krupa
1954 Sing, Sing, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jon_Stewart,"The cancelation statement read:

HBO and Jon Stewart ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,David_Geffen,"David Geffen at AllMusic
'I Remember David Geffen', ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Leo_Gerstenzang,"One is:

One day in 1923, Leo Gerstenzang ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Helena_Rubinstein,"83–108)
Michèle Fitoussi Helena Rubinstein: the woman who ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Steve_Wozniak,"—Steve Wozniak in 2010

By March 1, 1976, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Sylvester_Antolak,"Sylvester Antolak Highway""
The first episode of the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Zbigniew_Brzezinski,"Zbigniew Brzezinski: America's Grand Strategist scholarly biography
Ziolkowska-Boehm, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Zbigniew_Brzezinski,"ISBN 0-8290-3572-9
Zbigniew Brzezinski, bibliography and drawings ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Thaddeus_J._Dulski,"Thaddeus J. Dulski at Find a Grave
Dulski's ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jerry_Kleczka,"Appearances on C-SPAN
Jerry Kleczka at Find ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Andrzej_Ehrenfeucht,"ISBN 1-56676-299-5
Andrzej Ehrenfeucht, Tero Harju, Grzegorz ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Richard_Feynman,"James Gleick wrote:

This was Richard Feynman nearing ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Alfred_Korzybski,"ISBN 978-0-9700664-1-1
Alfred Korzybski, Manhood of Humanity, foreword by ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Adam_Ulam,"130–132
Crystal Reference Encyclopedia on Adam Ulam
Harvard ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Mark_Lukasiewicz,"Kids- Joey and Jake Lukasiewicz 
Mark Lukasiewicz ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Bill_Romanowski,"Sports · SI.com · Pro-Football-Reference
Bill Romanowski ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Steve_Wisniewski,": Steve Wisniewski raidersonline.com
Steve Wisniewski testimony tothenextlevel.org
Old-school ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Killer_Kowalski,"Wrestling Canadian Hall of Fame: Killer Kowalski
Interview ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Velvet_Sky,"Sports profile
Official website
Velvet Sky's profile at ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Al_Capone,"(with photos)
FBI files on Al Capone
Little Chicago: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Alfred_Stieglitz,"(October 2004)
Weston Naef, Alfred Stieglitz: Photographs ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Albert_Bierstadt,"Albert Bierstadt Paintings Gallery 345 images online
The ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Albert_Bierstadt,"Norton Art Gallery: Albert Bierstadt's Biography
berkshireeagle.com / ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Frank_Lloyd_Wright,"ISBN 978-3-7643-8697-9
Twombly, Robert C. Frank Lloyd Wright: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Frank_Lloyd_Wright,"ISBN 978-0-7112-2967-9
Heinz, Thomas A. Frank Lloyd Wright ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Frank_Lloyd_Wright,"Designs for an American Landscape 1922–1932
Frank Lloyd Wright ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Claire_Falkenstein,"Claire Falkenstein, Collections Search Center, Smithsonian Institution
Entry ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Lyonel_Feininger,"Lyonel Feininger at Find a Grave
Available ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Don_Heck,"The American Artist Bluebook: Don Heck
""DC ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Franz_Kline,"Franz Kline
Harry F. Gaugh Franz Kline
Eugenia ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Erwin_Panofsky,"Books and Writers
Erwin Panofsky Papers at the ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Max_Ehrmann,"A Fearsome Riddle Bowen-Merrill Co., Indianapolis
Max ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Max_Ehrmann,"A Prayer and Selections New York
Max ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Max_Ehrmann,"Max Ehrmann's Poems Viquesney Publishing Co
Max ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Max_Ehrmann,"Who Entereth Here Dodge Publishing Co.
Max ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Max_Ehrmann,"Worldly Wisdom Revisited by Max Ehrmann
Tim ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Friedrich_Hirth,"Syllabary of Chinese sounds, by Friedrich Hirth
Chinese ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Walter_Lippman,"LCCN 61--8370
Goodwin, Craufurd D. Walter Lippmann: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Walter_Lippman,"ISBN 978-0674368132
Riccio, Barry D. Walter Lippmann: ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Henry_Miller,"ISBN 0-87477-404-7
Brown, J. D. Henry Miller, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Henry_Miller,"Dinner with Henry Miller, a 30-minute video
UbuWeb ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jack_Schaefer,"Books and Writers
Jack Schaefer at Library of ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Ernest_Schwiebert,"Ernest Schwiebert - 2005

Ernest George Schwiebert, Ph.D., ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Levi_Strauss,"Levi Strauss at Find a Grave
Levi Strauss ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,John_Jacob_Astor,"John Jacob Astor: America's First Multimillionaire excerpt
""John Jacob ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Bernard_Baruch,"FBI file on Bernard Baruch
A film clip ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Walter_Chrysler,"194–198
Newspaper clippings about  Walter Chrysler in ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Theodore_J._Forstmann,"Ted Forstmann's Bio
Theodore J. Forstmann at Find ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Conrad_Hilton,"with a foreword by Conrad Hilton
Comfort, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,George_Lucas,"(contributor)
1995: George Lucas, Chris Claremont: Shadow Moon ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
