dominio,categoria,entita,prompt,is_prompt_missing,is_prompt_vuoto,ha_markup,ha_caratteri_controllo,ha_unicode_invisibile,ha_doppio_spazio,spazio_prima_punteggiatura,parentesi_round_sbilanciate,parentesi_quadre_sbilanciate,virgolette_sbilanciate,ha_spazio_iniziale
race,African_Americans,Bernard_Lafayette,"Appearances on C-SPAN
SNCC Digital Gateway: Bernard Lafayette, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Julius_Lester,"Manuscript Finding Aids at Jones Library
Julius Lester ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Anne_Moody,"Anne Moody wrote her second book, ""Mr. ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Rosa_Parks,"2015:
The papers of Rosa Parks were cataloged ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"2016:
The house lived in by Rosa Parks's ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"2019:
A statue of Rosa Parks was unveiled ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Rosa_Parks,"Rosa Parks on IMDb
Photo of Rosa Parks ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,A._Philip_Randolph,"A. Philip Randolph Pullman Porter Museum
A. Philp Randolph ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Gloria_Richardson,"""Gloria Richardson and the Cambridge Nonviolent Action ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Gloria_Richardson,"""The ""Gun-Toting"" Gloria Richardson: Black Violence ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Gloria_Richardson,"""Gloria Richardson: Her Life and Work in ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Gloria_Richardson,"""Recasting Civil Rights Leadership: Gloria Richardson and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Amelia_Boynton_Robinson,"""In 1992, proclamations of ""Amelia Boynton Robinson Day"" ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Amelia_Boynton_Robinson,"King wrote:

In Bridge Across Jordan, Amelia Boynton Robinson ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Jo_Ann_Robinson,"in The African American Registry
""Jo Ann ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Bayard_Rustin,"Brother Outsider: The Life of Bayard Rustin
King, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Bayard_Rustin,"Bayard Rustin FB Memorial Page
FBI file on ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Bayard_Rustin,"The Nation
Biography on Bayard Rustin High School's ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Josephine_St._Pierre_Ruffin,"""African American Women In History: Josephine St. Pierre ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Betty_Shabazz,"""Betty Shabazz: Uncovering the Woman Behind ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Betty_Shabazz,"""How Betty Shabazz Persevered After Her Husband, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Betty_Shabazz,"""My Mother, Dr. Betty Shabazz, Taught Me ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Al_Sharpton,"ISBN 0-7582-0350-0
The Rejected Stone: Al Sharpton ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Al_Sharpton,"Appearances on C-SPAN
Stories told by Al ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Ida_B._Wells,"""The fortune of Wells: Ida B. Wells-Barnett's use of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ida_B._Wells,"Baker, Lee D. ""Ida B. Wells-Barnett and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Roy_Wilkins,"Another article by Roy Wilkins, called ""Stalin's ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Robert_F._Williams,"""Crusader In Exile: Robert F. Williams and the ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Andrew_Young,"(June 1996);
Andrew Young at the United ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Andrew_Young,"Appearances on C-SPAN
Andrew Young on IMDb
""Andrew ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Deval_Patrick,"Deval Patrick
Deval Patrick at Curlie
Appearances on ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Candace_Owens,"""Interview with Candace Owens: Trump, Kanye West ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Clarence_Thomas,"Clarence Thomas at Ballotpedia
Issue positions and quotes ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Gordon_Davis,"Smith replied: ""Well, Gordon Davis, don't tell ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Florynce_Kennedy,"Florynce Kennedy from ""Tenacious Women: Activists in ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Reginald_Lewis,""": How Reginald Lewis Created a Billion-Dollar ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Samuel_R._Delany,"""Through a glass darkly: Bibliographing Samuel R. ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Samuel_R._Delany,"""Samuel R. Delany, The Art of Fiction ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Nikki_Giovanni,"Nikki Giovanni: Profile and Poems at Poets.org
Giovanni ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Nikki_Giovanni,"Claire McIntosh, ""8 Lessons From Nikki ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Toni_Morrison,"""Despite the international stature of Toni Morrison, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Toni_Morrison,"Bookworm Interviews with Michael Silverblatt
Toni Morrison's oral ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Arna_Bontemps,"ISBN 0-313-28013-4
Charles Harold Nichols, editor, Arna ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Lucille_Clifton,"""Lucille Clifton Reads A Poem About the ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Frank_Marshall_Davis,"""Frank Marshall Davis: Black Labor Activist and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Paul_Laurence_Dunbar,"301
Paul Laurence Dunbar High School
Paul Laurence Dunbar Middle ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Paul_Laurence_Dunbar,"Paul Laurence Dunbar: Profile and Poems
Paul Laurence Dunbar ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"ISBN 0-394-54050-6
The Collected Essays of Ralph ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"ISBN 0-679-60176-7
Living with Music: Ralph Ellison's ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"Books and Writers
Ralph Ellison, American Masters, PBS.org
Notes ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Ralph_Ellison,"FBI file on Ralph Ellison
The Ralph Ellison ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Walter_Mosley,"Frieburger, William, ""James Ellroy, Walter Mosley, and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Walter_Mosley,"""Covering Mosley: The books of Walter Mosley: ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ishmael_Reed,"""Releases produced by Ishmael Reed

His Bassist, featuring ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ishmael_Reed,"""Irony and Allegory in Ishmael Reed's Japanese ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ishmael_Reed,"""Neo Hoodooism and Historiography in Ishmael Reed's ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ishmael_Reed,"""Postmodernist Rhetoric in Ishmael Reed's Yellow ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Margaret_Walker,"Margaret Walker at Smithsonian Folkways
""Margaret Walker: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Dorothy_West,"ISBN 0-452-00981-2
Sherrard-Johnson, Cherene, Dorothy West's Paradise: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Dorothy_West,"Oliver, Myrna, ""Obituaries: Dorothy West: Harlem ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,John_Edgar_Wideman,"""John Edgar Wideman, The Art of Fiction ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,John_Edgar_Wideman,"""Salon Interview"", LAURA MILLER
""John Edgar Wideman"", The New ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,James_Brown,"The Police refer to ""James Brown on ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,James_Brown,"Jimmy Page has remarked, ""He [James Brown] ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,James_Brown,"(2013) God, The Devil & James Brown:(Memoirs ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
race,African_Americans,Miles_Davis,"Music writer Christopher Smith wrote,

Miles Davis' artistic ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Duke_Ellington,"Martin Williams said: ""Duke Ellington lived long enough to ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Duke_Ellington,"ISBN 0-306-80614-2
Lawrence, A. H. Duke Ellington ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Ella_Fitzgerald,"""On March 15, 1955, Ella Fitzgerald opened her ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Jimi_Hendrix,"Rolling Stone's Alex Vadukul wrote:

When Jimi Hendrix ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Billie_Holiday,"""Billie Holiday, via Hologram, Returning to ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Quincy_Jones,"""Quincy Jones: The Story of an American ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Max_Roach,"In 1985, George Ferencz directed ""Max ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Max_Roach,"""When Max Roach's first records with Charlie ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Smokey_Robinson,"Smokey Robinson's single ""Just to See Her"""" ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Smokey_Robinson,"Smokey Robinson's page at soulwalking.co.uk
Smokey Robinson Biography ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Sonny_Rollins,"""Sonny Rollins was among hundreds of artists whose ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Donna_Summer,"Mary J. Blige tweeted ""RIP Donna ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ike_Turner,"Johnny Otis said: ""Ike Turner is a ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ike_Turner,"""The cause of death for Ike Turner ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ike_Turner,"The Best of Ike Turner, Rhino R2-71819
2001: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Muddy_Waters,"They said, ""This can't be Muddy ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Barry_White,"(1976)
Barry White Sings for Someone You Love
The ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Barry_White,"(1981)
Change
Dedicated
The Right Night & Barry White
The ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Kim_Burrell,"Kim Burrell on IMDb
Kim Burrell at ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Lavern_Baker,"LaVern Baker at AllMovie
Biography of Lavern ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Bobby_Bland,"Bobby Bland discography
Bobby Bland at Wenig-Lamonica ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Buddy_Bolden,"on IMDb
The Real Buddy Bolden The Syncopated ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Chuck_Brown,"""Chuck Brown dies: The 'Godfather of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Clifford_Brown,"2001)
Clifford Brown And Art Farmer With The ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"Clifford Brown Quartet In Paris
Clifford Brown Sextet ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"1956)
Clifford Brown Ensemble / Arranged by Montrose ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
race,African_Americans,Clifford_Brown,"2001)
Clifford Brown & Max Roach (EmArcy ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Peabo_Bryson,"September 4, 2016 was declared ""Peabo Bryson ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Peabo_Bryson,"AllMusic entry
Peabo Bryson at Wenig-LaMonica Associates
Fan ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Jerry_Butler,"Erica Covin
Jerry Butler Biography on VH1.com
Jerry Butler ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Donald_Byrd,"(Funking Up My Life)
Chant
Donald Byrd and ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Betty_Carter,"Betty Carter profile at MTV
Martin Weil, Betty ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Chubby_Checker,"Chubby Checker says ""There's a New 'Twist' ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Charlie_Christian,"Lee, Amy ""Charlie Christian Tried to Play ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Charlie_Christian,"Charlie Christian, Style Analysis and Solo Examples
Deep ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,James_Cleveland,"James Cleveland at jcchorus.com
James Cleveland on ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Daryl_Coley,"Patrick Henderson, Daryl Coley)
""The Comforter Has Come""
""By ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
race,African_Americans,Daryl_Coley,"Patrick Henderson, Daryl Coley)
""Medley: He'll Never Let ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
race,African_Americans,Daryl_Coley,"Patrick Henderson, Daryl Coley)PersonnelDaryl Coley- Record Producer, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
race,African_Americans,Alice_Coltrane,"Alice Coltrane at NPR Music
Alice Coltrane in ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,James_Cotton,"2
1967: The James Cotton Blues Band
1968: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Mos_Def,"(Doctor)"".Mos Def has designed two pairs of ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Mos_Def,"In March 2010, Mos Def's song ""Quiet ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Mos_Def,"saying that Mos Def ""delivers an Emmy-worthy ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Roy_Eldridge,"""Other significant musicians influenced by Roy Eldridge include ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Roy_Eldridge,"Wilson, John S. ""Roy Eldridge, 78, Jazz ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Roy_Eldridge,"Wilson, John S. ""Roy Eldridge's Ambition: ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Roy_Eldridge,"Wilson, John S. ""Roy Eldridge: Jazz Trumpeter ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Kirk_Franklin,"""Kirk Franklin's new mission: finding gospel's next ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Kirk_Franklin,"""Kirk Franklin healed from 20-year addiction; filled ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Flo_Rida,""".On September 29, 2014, Flo Rida released ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Berry_Gordy,"""Berry Gordy Square in Los Angeles was ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Gucci_Mane,"Gucci Mane responded by stating, ""That nigga ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Edmond_Hall,"2, August 9, 1940
Interviews with Edmond Hall ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Lionel_Hampton,Construction  began with the Lionel Hampton ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Damon_Harris,"Damon Harris biography
Damon Harris Cancer Foundation ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Coleman_Hawkins,"At the Village Gate
Coleman Hawkins Plays Make ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Earl_Hines,"According to Stanley Dance, ""Earl Hines and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Earl_Hines,"Taylor, Jeffrey, ""Louis Armstrong, Earl Hines, and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Earl_Hines,"See also jazzonfilm.com/documentaries

Earl Hines at Music of ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Thelma_Houston,"50 R&BMoWest release

1973: Thelma HoustonSheffield Lab release

1975: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Thelma_Houston,"20
1978: Two to One – Thelma Houston ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Thelma_Houston,"51MCA releases

1983: Thelma Houston
1984: Qualifying Heat ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Phyllis_Hyman,"In 1987, Phyllis Hyman recorded ""Black and ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ray_J,"""Ray J and Houston became very close ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Ray_J,"""On May 30, 2014, Ray J was ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Chuck_Jackson,"(Wand WDM-655)
1964: Chuck Jackson on Tour
1965: Mr. ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Milt_Jackson,"Milt Jackson Meets the Clayton-Hamilton Jazz Orchestra
2002: ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Hank_Jones,"Peter Keepnews, ""Hank Jones, Versatile Jazz Pianist, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Hank_Jones,"""Magic Numbers: Hank Jones, Ron Carter, Tony ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Robert_Johnson,"A memorial to him reads, ""Robert Johnson ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Robert_Johnson,"Robert Johnson at Find a Grave
Bluesman's Son ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Eddie_Kendricks,"Hold On
1973: Eddie Kendricks
1974: Boogie ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
