dominio,categoria,entita,prompt,ha_doppio_spazio,spazio_prima_punteggiatura,ha_spazio_iniziale,parentesi_round_sbilanciate,parentesi_quadre_sbilanciate,virgolette_sbilanciate
race,African_Americans,Mos_Def,"saying that Mos Def ""delivers an Emmy-worthy ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Roy_Eldridge,"""Other significant musicians influenced by Roy Eldridge include ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Roy_Eldridge,"Wilson, John S. ""Roy Eldridge, 78, Jazz ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Roy_Eldridge,"Wilson, John S. ""Roy Eldridge's Ambition: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Roy_Eldridge,"Wilson, John S. ""Roy Eldridge: Jazz Trumpeter ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Kirk_Franklin,"""Kirk Franklin's new mission: finding gospel's next ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Kirk_Franklin,"""Kirk Franklin healed from 20-year addiction; filled ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Flo_Rida,""".On September 29, 2014, Flo Rida released ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Berry_Gordy,"""Berry Gordy Square in Los Angeles was ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Gucci_Mane,"Gucci Mane responded by stating, ""That nigga ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Lionel_Hampton,Construction  began with the Lionel Hampton ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Earl_Hines,"According to Stanley Dance, ""Earl Hines and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Earl_Hines,"Taylor, Jeffrey, ""Louis Armstrong, Earl Hines, and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Phyllis_Hyman,"In 1987, Phyllis Hyman recorded ""Black and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Ray_J,"""Ray J and Houston became very close ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Ray_J,"""On May 30, 2014, Ray J was ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Hank_Jones,"Peter Keepnews, ""Hank Jones, Versatile Jazz Pianist, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Hank_Jones,"""Magic Numbers: Hank Jones, Ron Carter, Tony ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Robert_Johnson,"A memorial to him reads, ""Robert Johnson ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Bettye_LaVette,"""In 2018, Bettye LaVette was inducted into the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Dej_Loaf,"""DeJ Loaf contributed rap to the song, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Lil_Uzi_Vert,"""Lil Uzi Vert's style of rap has been ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Remy_Ma,"""In late January 2005, Remy Ma reportedly ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Frank_Ocean,"Andy Kellman of AllMusic wrote,""Frank Ocean has ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Frank_Ocean,"Amy Wallace, ""Frank Ocean: On Channel Orange, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Billy_Paul,"Brown added: ""And Billy Paul was Kenny ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Rick_Ross,"He offered to help, stating, ""Rick Ross, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Jimmy_Scott,"John Fordham, ""Jimmy Scott: Five Great Performances ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Bessie_Smith,"""The Bessie Smith ambulance would not have ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Bobby_Short,"He followed with ""Bobby Short: The Life ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Billy_Strayhorn,"As Ellington described him, ""Billy Strayhorn was ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Clark_Terry,"""Jazz for the Record"" [Clark Terry ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
race,African_Americans,Clark_Terry,"Beach, Doug, ""Clark Terry and the St. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Clark_Terry,"LaBarbera, John, ""Clark Terry: More Than ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Hank_Aaron,"Aaron dedicated the new exhibit ""Hank Aaron-Chasing ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Barry_Larkin,"He wrote, ""Barry Larkin wasn't quite ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Dick_Allen,"""Philadelphia Story: Act II; Mercurial Dick Allen ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Gene_Baker,"""The Cubs purchased Gene Baker's contract and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Al_Bumbry,"""Al Bumbry gives his thoughts on the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Doug_Glanville,"""The Fresh Air Interview: Doug Glanville – ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Tony_Gwynn,"""No one bothers Tony Gwynn because he ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Monte_Irvin,"""Ankle Injured, Monte Irvin Has Plentitude Of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Karl_Malone,"""Karl Malone is not related to ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Bill_Russell,"Thus Bill Russell's motto became, ""If you ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Carmelo_Anthony,"Anthony opened ""The Carmelo Anthony Youth Development ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Reggie_Miller,"""A documentary titled Winning Time: Reggie Miller ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Joe_Frazier,"""Pain or not, Joe Frazier of Beaufort, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Ken_Norton,"""His first son, Ken Norton Jr, played ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Devon_Alexander,"""Devon Alexander escaped streets of St. Louis ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Joe_Louis,"Biographer Gerald Astor stated that ""Joe Louis' ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Archie_Moore,Archie Moore-- the Ole Mongoose : the ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,Walter_Payton,"The property became known as ""Walter Payton's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Walter_Payton,"The NFL hands out the ""Walter Payton ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Walter_Payton,"""13 years later, Walter Payton's legend lives ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Tasha_Schwikert,"^  ""UCLA sophomore Tasha Schwikert to ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Tasha_Schwikert,"^  ""UCLA Gymnast Tasha Schwikert Has ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Tasha_Schwikert,"^  ""UCLA's Tasha Schwikert Wins NCAA ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Wilma_Rudolph,"The school was renamed the ""Wilma Rudolph ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Wilma_Rudolph,"""Will Wilma Rudolph Eldridge's Daughter Add To ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Wilma_Rudolph,"""Olympic Gold Medalist Wilma Rudolph Joins ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Wilma_Rudolph,"""Postal Service Honors Wilma Rudolph with ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Al_Joyner,"""Al Joyner brings to our program world-class ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Carl_Lewis,"""It doesn't matter what Carl Lewis' sexuality ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Harlem_Renaissance,"The  Harlem Renaissance was an intellectual, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,African_Americans,George_Washington_Carver,"""Hints and Suggestions to Farmers: George Washington Carver ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,George_Washington_Carver,"""George Washington Carver: The Making of a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,George_Washington_Carver,"""1897 or Thereabouts: George Washington Carver's Own Brief ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,George_Washington_Carver,"Peter D. Burchard, ""George Washington Carver: For His ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Emmett_Till,"""Emmett Till's Murder, and How America Remembers ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Emmett_Till,"""Remembering Emmett Till: The Legacy of a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Denmark_Vesey,"""An Interpretation of the Denmark Vesey Insurrection ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,African_Americans,Black_Hebrew_Israelites,"""Black Hebrew Israelites: New York's Most Obnoxious ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Molly_Maguires,"But ""the Molly Maguires themselves left virtually ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Walt_Disney,"Gabler argues that ""Walt Disney was no ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Huston,"""It has been suggested that John Huston ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Michael_Moore,): Michael Moore and the Rhetoric of ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Anthony_Kennedy,"""The 'Swing Voter' Revisited: Justice Anthony ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Anthony_Kennedy,"""Swing Shift: How Anthony Kennedy's passion for ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,L._Frank_Baum,"""17 Lost Manuscripts: L. Frank Baum, Ernest ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Horne_Burns,"""John Horne Burns: A Portrait by Indro ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Horne_Burns,"""A Queer Redemption: John Horne Burns' The ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Raymond_Chandler,"""The World of Raymond Chandler: In His ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Billy_Collins,"Billy Collins has been called ""The most ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alice_Fulton,"Marti-Subirana asserted that ""Alice Fulton's poetry stands ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alice_Fulton,"Cristanne Miller, ""Alice Fulton: 'Wonder Stings ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Susan_Howe,"""Unsettling the Wilderness: Susan Howe and American ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Cormac_McCarthy,"""The Cormac McCarthy Society has made PDF ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jay_McInerney,"""Status update : Jay McInerney's trilogy about ",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Charles_Olson,Charles Olson in Connecticut (1975; North Carolina ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Charles_Olson,"Retrieved 2010-12-12
""Charles Olson in the Tradition of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Patrick_Shanley,"John Patrick Shanley  is an American playwright, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Mickey_Spillane,Mickey Spillane on screen : a complete ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Mickey_Spillane,"A Colorful Conversation with Mickey Spillane"", Alter ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mickey_Spillane,"""Mickey Spillane: Hardboiled's Most Extreme Stylist ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jim_Acosta,"""Jim Acosta on Trump, the Press, and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Nellie_Bly,"""Into the Madhouse with Nellie Bly: Girl ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Nellie_Bly,"""Nellie Bly: The best undercover reporter in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Nellie_Bly,"""Nellie Bly, Jules Verne, and the World ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Nellie_Bly,"""Dislocating the Masculine: How Nellie Bly ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Tim_Russert,"The exhibit entitled ""Inside Tim Russert's Office: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andrew_Jackson,"Historian Charles Grier Sellers says, ""Andrew Jackson's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andrew_Jackson_Centre,"The Andrew Jackson Centre,  also known as ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Theodore_Roosevelt,"Roosevelt said, ""My father, Theodore Roosevelt, was ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,William_Howard_Taft,"Noyes, John E. ""William Howard Taft and the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Harry_S._Truman,"""Soldier from Independence: Harry S. Truman and the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Harry_S._Truman,"""State Department headquarters named for Harry S. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Harry_S._Truman,Newspaper clippings about  Harry S. Truman in ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Ronald_Reagan,"She later said, ""Ronald Reagan had a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Muhammad_Ali,"Louisville Mayor Greg Fischer stated, ""Muhammad Ali ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Muhammad_Ali,"""Muhammad Ali's Life in Photos; From his ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Billy_Conn,"Once went rounds with Billy Conn.""
Billy Conn's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Gerry_Cooney,"Jim Carrey, playing fictional character ""Gerry ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jack_Dempsey,"""Tips on Tables: Jack Dempsey's Is Notable ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Matt_Hardy,"roster, and began dubbing himself ""Matt Hardy: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_L._Sullivan,"""Richard Fox, John L. Sullivan, and the rise ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Gilda_Gray,"The New York Times, ""Gilda Gray Dead ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Scarlett_Johansson,"Entertainment Weekly's Thom Geier wrote, ""Scarlett Johansson ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Krasinski,"""Universal Greenlights Whale Tale With John ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Krasinski,"""HBO Teams With John Krasinski & Aaron ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Krasinski,"""Focus, Participant Acquire Matt Damon/John Krasinski Film; ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Gwyneth_Paltrow,"Variety proclaimed: ""Gwyneth Paltrow shines brightly as Jane ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Thomas_Sadoski,"Publisher's Weekly agreed saying: ""Thomas Sadoski provides ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Liv_Tyler,"Empire noted, ""Liv Tyler with a rare ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Liv_Tyler,"""An Interview with Liv Tyler – Bringing ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Liv_Tyler,"""Interview: Liv Tyler on her son, work ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Travis_Van_Winkle,"""Travis Van Winkle on 'The Last Ship' and ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Richard_Anuszkiewicz,"""Richard Anuszkiewicz: Paintings & Sculptures 1945-2001: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Jan_Sawka,"""Jan Sawka - Polish artist dies at ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Julian_Stanczak,"Julian Stanczak, Retrospective:  1948-1998
Serigraphs and ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Arthur_Szyk,Arthur Szyk : Drawing against National Socialism ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Arthur_Szyk,"""Arthur Szyk - Soldier in Art: Rare ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"1997, ""Alien Staff, Krzysztof Wodiczko in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"2014, Kathleen MacQueen, ""Casting Shadows: Krzysztof Wodiczko's ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"2002, Andrzej Turowski, ""Krzysztof Wodiczko and Polish ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"2002, Rosalyn Deutsche, ""Sharing Strangeness: Krzysztof ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"1986, Rosalyn Deutsche, ""Krzysztof Wodiczko's Homeless ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"The Odysseus Project – ""Krzysztof Wodiczko’s ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"– ""Krzysztof Wodiczko: Interview with Giuliana ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Krzysztof_Wodiczko,"agglutinations.com – ""Interview with Krzysztof Wodiczko: Making ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mark_Z._Danielewski,"""Haunted House: An Interview with Mark Z. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Lelord_Kordel,"Lelord Kordel (December 16, 1908 - July 3, ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Jerzy_Kosinski,"Agnieszka Salska, Marek Jedlinski, Jerzy Kosinski : ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Michael_Alfred_Peszke,"Michael Alfred Peszke, ""The British-Polish Agreement of August ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,James_Rollins,"Dino has observed: ""James Rollins is a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"""Maurice Sendak: A Celebration of the Artist ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"""Maurice Sendak, The Artful Master, Curbs ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"""Maurice Sendak Expertly Probes Complex World ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"""Relatively Monstrous: Maurice Sendak Says Nightmarish ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"""Sharp Edge To Maurice Sendak's Memory: New ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"Gottlieb, Richard M.. ""Maurice Sendak's Trilogy: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Maurice_Sendak,"""Maurice Sendak: different sides of a fascinating ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Betty_Boop,The 1933 Betty Boop cartoon Snow-White) was ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Stanley_Kubrick,"He concluded: ""Stanley Kubrick's Full Metal Jacket ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Sam_Spiegel,"The street sign's inscription: ""Sam Spiegel – ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,John_Kobylt,"John Kobylt later said, ""We made a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mike_Royko,"""Mike Royko 1932-1997: Newspaper legend Mike ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Mike_Royko,"""Mike Royko, the Voice of the Working ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ron_Jarzombek,"Decibel Magazine remarked, ""Ron Jarzombek should be ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Frank_Klepacki,"Frank Klepacki  is an American musician, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Geddy_Lee,"""In 2018, Lee published Geddy Lee's Big ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Bogdan_Raczynski,"""Bogdan Raczynski: The finer points of beginner ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alkaline_Trio,"""On July 19, 2018, Alkaline Trio announced ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ruth_Slenczynska,"""Piano Prodigy Ruth Slenczynska Now a ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Ruth_Slenczynska,"Rothchild, E.  ""Ruth Slenczynska: On ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Hillel_Slovak,Hillel Slovak  was an Israeli-American musician ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Bobby_Vinton,"Billboard Magazine called Bobby Vinton ""the all-time ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Walter_Bobbie,"concert, noted ""As directed by Walter Bobbie ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Alan_Greenspan,Alan Greenspan   is an American ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
race,European_Americans,Helena_Rubinstein,"""In 1973, the company Helena Rubinstein, Inc. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Helena_Rubinstein,"The Manhattan Jewish Museum's exhibition ""Helena Rubinstein: ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Helena_Rubinstein,"""Helena Rubinstein's Beauty Salons, Fashion, and Modernist ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Helena_Rubinstein,"83–108)
Michèle Fitoussi Helena Rubinstein: the woman who ",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
race,European_Americans,Steve_Wozniak,"""We are honored to recognize Steve Wozniak ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Sylvester_Antolak,"Sylvester Antolak Highway""
The first episode of the ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Robert_J._Modrzejewski,"""Maj Robert J. Modrzejewski, Medal of Honor, 1966, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Richard_F._Natonski,"""Lieutenant General Richard F. Natonski, Commander, U.S. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Colin_Powell,"""The Rise and Fall of Colin ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Frank_P._Witek,"""Medal of Honor — PFC Frank P. ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Dan_Rostenkowski,"""The rise and fall of Dan Rostenkowski ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Bernie_Sanders,"Bernie Sanders told CNN, ""I owe my ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Richard_Trumka,"""In February 4, 2018, Richard Trumka was ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Paul_Baran,"""Convergence: Past, Present, and Future: Paul ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Paul_Baran,"""Paul Baran, Internet and packet switching pioneer, ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andrzej_Ehrenfeucht,"Chen Chung Chang, Andrzej Ehrenfeucht, ""A ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andrzej_Ehrenfeucht,"Andrzej Ehrenfeucht, ""An Application of Games to ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andrzej_Ehrenfeucht,"Andrzej Ehrenfeucht, ""On Theories Categorical in ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Andrzej_Ehrenfeucht,"Andrzej Ehrenfeucht, Andrzej Mostowski, ""Models of ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Casimir_Funk,"""Casimir Funk: His Discovery of the Vitamins ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Leonid_Hurwicz,"""Major Works of Leonid Hurwicz, in Leonid ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Hilary_Koprowski,"Stacey Burling, ""Hilary Koprowski, polio vaccine ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Hilary_Koprowski,"New York Times Obituary, ""Hilary Koprowski ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
race,European_Americans,Albert_Sabin,"""Reminiscences of Albert Sabin and his successful ",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
