"dominio","categoria","entita","prompt","lunghezza_char","lunghezza_parole","markup_sospetto","ha_non_ascii"
"gender","American_actresses","Ruth_Gordon","Ruth Gordon Jones was an American film, ",40,7,FALSE,FALSE
"gender","American_actresses","Gloria_Grahame","Gloria Grahame Hallward, known professionally as Gloria ",56,7,FALSE,FALSE
"gender","American_actresses","Greer_Grammer","Kandace Greer Grammer is an American actress ",45,7,FALSE,FALSE
"gender","American_actresses","Ariana_Grande","Ariana Grande-Butera is an American singer, songwriter, ",56,7,FALSE,FALSE
"gender","American_actresses","Beth_Grant","Beth Grant is an American character actress ",44,7,FALSE,FALSE
"gender","American_actresses","Lee_Grant","Lee Grant is an American Oscar- and ",36,7,FALSE,FALSE
"gender","American_actresses","Erin_Gray","Erin Gray is an American actress whose ",39,7,FALSE,FALSE
"gender","American_actresses","Virginia_Grey","Virginia Grey was an American actress who ",42,7,FALSE,FALSE
"gender","American_actresses","Corinne_Griffith","Corinne Griffith was an American film actress, ",47,7,FALSE,FALSE
"gender","American_actresses","Ann_Morgan_Guilbert","Ann Morgan Guilbert, sometimes credited as Ann Guilbert, ",57,8,FALSE,FALSE
"gender","American_actresses","Jasmine_Guy","Jasmine Guy is an American actress, director, ",46,7,FALSE,FALSE
"gender","American_actresses","Shelley_Hack","In 1997, Hack founded the Shelley Hack ",39,7,FALSE,FALSE
"gender","American_actresses","Sara_Haden","Sara Haden was a character actress of  ",39,7,FALSE,FALSE
"gender","American_actresses","Sara_Haden","Sara Haden died on September 15, 1981 ",38,7,FALSE,FALSE
"gender","American_actresses","Jean_Hagen","Jean Hagen was an American actress best ",40,7,FALSE,FALSE
"gender","American_actresses","Kathryn_Hahn","Kathryn Hahn is an American actress, comedian, ",47,7,FALSE,FALSE
"gender","American_actresses","Leisha_Hailey","Leisha Hailey is an American actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Veronica_Hamel","Veronica Hamel is an American actress and ",42,7,FALSE,FALSE
"gender","American_actresses","Barbara_Hancock","Barbara Hancock is an American actress and ",43,7,FALSE,FALSE
"gender","American_actresses","Melora_Hardin","Melora Hardin is an American actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Ann_Harding","Ann Harding was an American theatre, motion ",44,7,FALSE,FALSE
"gender","American_actresses","Jean_Harlow","Jean Harlow was an American actress and ",40,7,FALSE,FALSE
"gender","American_actresses","Jean_Harlow","In December 1928, Harlean as Jean Harlow ",41,7,FALSE,FALSE
"gender","American_actresses","Jean_Harlow","That Jean Harlow sure was a good ",33,7,FALSE,FALSE
"gender","American_actresses","Jessica_Harper","Jessica Harper is an American actress, producer, ",49,7,FALSE,FALSE
"gender","American_actresses","Harriet_Sansom_Harris","Harriet Sansom Harris, often credited as Harriet Harris, ",57,8,FALSE,FALSE
"gender","American_actresses","Kathryn_Harrold","Kathryn Harrold is an American counselor and ",45,7,FALSE,FALSE
"gender","American_actresses","Melissa_Joan_Hart","Melissa Joan Hart is an American actress, producer ",51,8,FALSE,FALSE
"gender","American_actresses","Mariette_Hartley","""Mariette Hartley's autobiography and John B. Watson"" ",54,7,FALSE,FALSE
"gender","American_actresses","Elizabeth_Hartman","Mary Elizabeth Hartman was an American actress ",47,7,FALSE,FALSE
"gender","American_actresses","Lisa_Hartman","Lisa Hartman Black is an American actress ",42,7,FALSE,FALSE
"gender","American_actresses","Lisa_Hartman","In April 2011, her albums Lisa Hartman, ",40,7,FALSE,FALSE
"gender","American_actresses","Marcia_Haufrecht","Marcia Haufrecht is an American actress, playwright ",52,7,FALSE,FALSE
"gender","American_actresses","Marcia_Haufrecht","Marcia Haufrecht at the Wisconsin Historical Society's ",55,7,FALSE,FALSE
"gender","American_actresses","Wanda_Hawley","Wanda Hawley was a veteran American actress ",44,7,FALSE,FALSE
"gender","American_actresses","Kali_Hawk","Kali Hawk is an American actress, comedian ",43,7,FALSE,FALSE
"gender","American_actresses","Salma_Hayek","Salma Hayek Pinault is a Mexican and ",37,7,FALSE,FALSE
"gender","American_actresses","Salma_Hayek","In the movie, Salma Hayek plays one ",36,7,FALSE,FALSE
"gender","American_actresses","Allison_Hayes","Allison Hayes was an American film and ",39,7,FALSE,FALSE
"gender","American_actresses","Helen_Hayes","Helen Hayes MacArthur was an American actress ",46,7,FALSE,FALSE
"gender","American_actresses","Helen_Hayes","The annual Helen Hayes Awards, which have ",42,7,FALSE,FALSE
"gender","American_actresses","Helen_Hayes","Helen Hayes is regarded as one of ",34,7,FALSE,FALSE
"gender","American_actresses","Helen_Hayes","Parts of the original Helen Hayes Theatre ",42,7,FALSE,FALSE
"gender","American_actresses","Helen_Hayes","She served on the Helen Hayes Hospital ",39,7,FALSE,FALSE
"gender","American_actresses","Susan_Hayward","Susan Hayward was an American actress and ",42,7,FALSE,FALSE
"gender","American_actresses","Susan_Hayward","Susan Hayward performed in the musical biography ",49,7,FALSE,FALSE
"gender","American_actresses","Rita_Hayworth","Rita Hayworth was an American actress and ",42,7,FALSE,FALSE
"gender","American_actresses","Rita_Hayworth","Hill later wrote Rita Hayworth: A Memoir, ",42,7,FALSE,FALSE
"gender","American_actresses","Rita_Hayworth","Being Rita Hayworth: Labor, Identity, and Hollywood ",52,7,FALSE,FALSE
"gender","American_actresses","Rita_Hayworth","Rita Hayworth: A Pyramid Illustrated History of ",48,7,FALSE,FALSE
"gender","American_actresses","Rita_Hayworth","The Films of Rita Hayworth: The Legend ",39,7,FALSE,FALSE
"gender","American_actresses","Shari_Headley","Shari Headley is an American actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Anne_Heche","In 2009, Anne Heche told The New ",33,7,FALSE,FALSE
"gender","American_actresses","Jessica_Hecht","Jessica Hecht is an American actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Eileen_Heckart","Eileen Heckart was an American actress whose ",45,7,FALSE,FALSE
"gender","American_actresses","Eileen_Heckart","In 2005, the Eileen Heckart Drama for ",38,7,FALSE,FALSE
"gender","American_actresses","Mariel_Hemingway","Mariel Hemingway's Healthy Living from the Inside ",50,7,FALSE,FALSE
"gender","American_actresses","Zulay_Henao","Zulay Henao is a Colombian-American film and ",45,7,FALSE,FALSE
"gender","American_actresses","Elaine_Hendrix","Katherine Elaine Hendrix is an American actress, ",49,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Audrey Hepburn was a British actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Gardens of the World with Audrey Hepburn ",41,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Sean Ferrer founded the Audrey Hepburn Children's ",50,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","In the late 1950s, Audrey Hepburn popularised ",46,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Dutch Girl: Audrey Hepburn and World War ",41,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Growing Up with Audrey Hepburn: Text, Audience, ",48,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","An American in Paris: Audrey Hepburn and ",41,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Fifth Avenue, 5 A.M.: Audrey Hepburn, Breakfast ",48,7,FALSE,FALSE
"gender","American_actresses","Audrey_Hepburn","Audrey Hepburn at the TCM Movie Database ",41,7,FALSE,FALSE
"gender","American_actresses","Katharine_Hepburn","The center awards the annual Katharine Hepburn ",47,7,FALSE,FALSE
"gender","American_actresses","Katharine_Hepburn","The Katharine Hepburn Cultural Arts Center was ",47,7,FALSE,FALSE
"gender","American_actresses","Barbara_Hershey","Rigby went on to say, ""Barbara Hershey ",39,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Love_Hewitt","Jennifer Love Hewitt is an American actress, producer ",54,8,FALSE,FALSE
"gender","American_actresses","Marianna_Hill","Marianna Hill is a retired American actress ",44,7,FALSE,FALSE
"gender","American_actresses","Connie_Hines","Connie Hines was an American actress, best ",43,7,FALSE,FALSE
"gender","American_actresses","Ashley_Hinshaw","Ashley Hinshaw is an American actress and ",42,7,FALSE,FALSE
"gender","American_actresses","Brooke_Hogan","The album, Brooke Hogan: This Voice, was ",41,7,FALSE,FALSE
"gender","American_actresses","Laurie_Holden","Heather Laurie Holden is an American actress, ",46,7,FALSE,FALSE
"gender","American_actresses","Judy_Holliday","Judy Holliday was an American actress, comedian, ",49,7,FALSE,FALSE
"gender","American_actresses","Katie_Holmes","The film stars Katie Holmes, Stefania LaVie ",44,7,FALSE,FALSE
"gender","American_actresses","Darla_Hood","Darla Hood then went solo with singing ",39,7,FALSE,FALSE
"gender","American_actresses","Miriam_Hopkins","Ellen Miriam Hopkins was an American actress ",45,7,FALSE,FALSE
"gender","American_actresses","Hedda_Hopper","Hedda Hopper was an American gossip columnist ",46,7,FALSE,FALSE
"gender","American_actresses","Hedda_Hopper","Her column, entitled ""Hedda Hopper's Hollywood"", debuted ",57,7,FALSE,FALSE
"gender","American_actresses","Hedda_Hopper","""Hedda Hopper, Hollywood Gossip, and the Politics ",50,7,FALSE,FALSE
"gender","American_actresses","Lena_Horne","Lena Horne was the first African-American elected ",50,7,FALSE,FALSE
"gender","American_actresses","Whitney_Houston","Her first two studio albums, Whitney Houston ",45,7,FALSE,FALSE
"gender","American_actresses","Whitney_Houston","In 1989, Houston formed The Whitney Houston ",44,7,FALSE,FALSE
"gender","American_actresses","Whitney_Houston","""Whitney Houston was blessed with an astonishing ",49,7,FALSE,FALSE
"gender","American_actresses","Whitney_Houston","""An early 'I' in Whitney Houston's 'I ",38,7,FALSE,FALSE
"gender","American_actresses","Whitney_Houston","Brandy stated, ""The first Whitney Houston CD ",45,7,FALSE,FALSE
"gender","American_actresses","Whitney_Houston","I wanted to sing like Whitney Houston ",38,7,FALSE,FALSE
"gender","American_actresses","Bryce_Dallas_Howard","Bryce Dallas Howard is an American actress, director ",53,8,FALSE,FALSE
"gender","American_actresses","Kelly_Hu","Kelly Hu won the title of Miss ",31,7,FALSE,FALSE
"gender","American_actresses","Season_Hubley","Season Hubley is an American actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Hudson","With the March 2007 issue, Jennifer Hudson ",43,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Hudson","Her debut studio album, Jennifer Hudson, was ",45,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Hudson","""Jennifer Hudson is the defining voice of ",42,7,FALSE,FALSE
"gender","American_actresses","Josephine_Hull","Marie Josephine Hull was an American stage ",43,7,FALSE,FALSE
"gender","American_actresses","Gayle_Hunnicutt","Gayle Hunnicutt, Lady Jenkins,, is an American ",47,7,FALSE,FALSE
"gender","American_actresses","Bonnie_Hunt","The Bonnie Hunt Show premiered on Monday, ",42,7,FALSE,FALSE
"gender","American_actresses","Bonnie_Hunt","The Bonnie Hunt Show taped in Culver ",37,7,FALSE,FALSE
"gender","American_actresses","Bonnie_Hunt","In its first year, The Bonnie Hunt ",35,7,FALSE,FALSE
"gender","American_actresses","Holly_Hunter","Holly Hunter is an American actress and ",40,7,FALSE,FALSE
"gender","American_actresses","Kaki_Hunter","Kaki Hunter is an American actress, architect, ",47,7,FALSE,FALSE
"gender","American_actresses","Kim_Hunter","Kim Hunter was an American film, theatre, ",42,7,FALSE,FALSE
"gender","American_actresses","Kim_Hunter","An eponymously named Kim Hunter Road can ",41,7,FALSE,FALSE
"gender","American_actresses","Mary_Beth_Hurt","Mary Beth Hurt is an American actress of ",41,8,FALSE,FALSE
"gender","American_actresses","Anjelica_Huston","Anjelica Huston is an American actress, director, ",50,7,FALSE,FALSE
"gender","American_actresses","Kathy_Ireland","By 2004, kathy ireland Worldwide was marketing ",47,7,FALSE,FALSE
"gender","American_actresses","Kathy_Ireland","Since that time, Kathy Ireland Home by ",39,7,FALSE,FALSE
"gender","American_actresses","Kathy_Ireland","In 2020 Kathy Ireland Released her first ",41,7,FALSE,FALSE
"gender","American_actresses","Kathy_Ireland","Kathy Ireland Joins the National Pediatric Cancer ",50,7,FALSE,FALSE
"gender","American_actresses","Janet_Jackson","Her debut album, Janet Jackson, was released ",45,7,FALSE,FALSE
"gender","American_actresses","Janet_Jackson","And who could dispute that Janet Jackson ",41,7,FALSE,FALSE
"gender","American_actresses","Janet_Jackson","Director Peter Segal stated ""Janet Jackson was ",47,7,FALSE,FALSE
"gender","American_actresses","Kate_Jackson","Lucy Kate Jackson is an American actress ",41,7,FALSE,FALSE
"gender","American_actresses","Victoria_Jackson","Victoria Jackson is an American actress, comedian, ",51,7,FALSE,FALSE
"gender","American_actresses","Scarlett_Johansson","Entertainment Weekly's Thom Geier wrote, ""Scarlett Johansson ",61,7,FALSE,FALSE
"gender","American_actresses","Amy_Jo_Johnson","Amy Jo Johnson is an American-Canadian actress, filmmaker, ",59,8,FALSE,FALSE
"gender","American_actresses","Sandy_Johnson","Sandy Johnson is an American model and ",39,7,FALSE,FALSE
"gender","American_actresses","Angelina_Jolie","Angelina Jolie is an American actress, filmmaker, ",50,7,FALSE,FALSE
"gender","American_actresses","Anissa_Jones","Mary Anissa Jones was an American child ",40,7,FALSE,FALSE
"gender","American_actresses","Carolyn_Jones","Carolyn Jones was cremated on August 4 ",39,7,FALSE,FALSE
"gender","American_actresses","Cherry_Jones","Cherry Jones – Downstage Center interview at ",45,7,FALSE,TRUE
"gender","American_actresses","Jasmine_Cephas_Jones","Jasmine Cephas Jones is an American actress and ",48,8,FALSE,FALSE
"gender","American_actresses","Jill_Marie_Jones","Jill Marie Jones is an American actress and ",44,8,FALSE,FALSE
"gender","American_actresses","Marcia_Mae_Jones","Marcia Mae Jones was an American actor whose ",45,8,FALSE,FALSE
"gender","American_actresses","Marcia_Mae_Jones","Marcia Mae Jones blossomed into a wide-eyed, blonde, ",53,8,FALSE,FALSE
"gender","American_actresses","Marcia_Mae_Jones","Marcia Mae Jones appeared in Barnaby Jones; episode ",52,8,FALSE,FALSE
"gender","American_actresses","Marcia_Mae_Jones","Demetria Fulton previewed Marcia Mae Jones' appearance in ",58,8,FALSE,FALSE
"gender","American_actresses","Rashida_Jones","Rashida Jones attended Harvard University, where she ",53,7,FALSE,FALSE
"gender","American_actresses","Ashley_Judd","Ashley Judd is an American actress and ",39,7,FALSE,FALSE
"gender","American_actresses","Ashley_Judd","They divorced in 2013.Ashley Judd is also ",42,7,FALSE,FALSE
"gender","American_actresses","Ashley_Judd","The op-ed is excerpted from Ashley Judd's ",42,7,FALSE,FALSE
"gender","American_actresses","Ashley_Judd","Works by or about Ashley Judd in ",33,7,FALSE,FALSE
"gender","American_actresses","Madeline_Kahn","Madeline Kahn had two half-siblings: Jeffrey and ",49,7,FALSE,FALSE
"gender","American_actresses","Elena_Kampouris","""Growing Up Greek: Elena Kampouris Stars in ",44,7,FALSE,FALSE
"gender","American_actresses","Elena_Kampouris","""Greek Actress Elena Kampouris is True to ",42,7,FALSE,FALSE
"gender","American_actresses","Chelsea_Kane","Chelsea Kane is an American actress and ",40,7,FALSE,FALSE
"gender","American_actresses","Chelsea_Kane","On the finale, Chelsea Kane received third ",43,7,FALSE,FALSE
"gender","American_actresses","Mitzi_Kapture","Mitzi Kapture is an American actress, known ",44,7,FALSE,FALSE
"gender","American_actresses","Lainie_Kazan","Lainie Kazan is an American actress and ",40,7,FALSE,FALSE
"gender","American_actresses","Jane_Kean","Jane Kean was an American actress and ",38,7,FALSE,FALSE
"gender","American_actresses","Jane_Kean","Jane Kean was the sister-in-law of actor ",41,7,FALSE,FALSE
"gender","American_actresses","Staci_Keanan","Staci Keanan is an American deputy district ",44,7,FALSE,FALSE
"gender","American_actresses","Diane_Keaton","Then there is Diane Keaton in Looking ",38,7,FALSE,FALSE
"gender","American_actresses","Diane_Keaton","Diane Keaton acts on a different plane ",39,7,FALSE,FALSE
"gender","American_actresses","Diane_Keaton","Annie Hall, and with her Diane Keaton, ",39,7,FALSE,FALSE
"gender","American_actresses","Sally_Kellerman","Sally Kellerman adopted Claire on January 30, ",46,7,FALSE,FALSE
"gender","American_actresses","Grace_Kelly","Kelly is mentioned in Grace Kelly Blues ",40,7,FALSE,FALSE
"gender","American_actresses","Grace_Kelly","Grace Kelly: Icon of Style to Royal ",36,7,FALSE,FALSE
"gender","American_actresses","Nancy_Kelly","Nancy Kelly and Jack Kelly bore an ",35,7,FALSE,FALSE
"gender","American_actresses","Barbara_Kent","Barbara Kent was a Canadian-American film actress, ",51,7,FALSE,FALSE
"gender","American_actresses","Joanna_Kerns","Joanna Kerns is an American actress and ",40,7,FALSE,FALSE
"gender","American_actresses","Joanna_Kerns","""Joanna Kerns:  At Long Last Love"" ",35,6,FALSE,FALSE
"gender","American_actresses","Margot_Kidder","""Margot Kidder,"" New York Times, December 27, ",46,7,FALSE,FALSE
"gender","American_actresses","Laura_Kightlinger","Laura Kightlinger is an American actress, comedian, ",52,7,FALSE,FALSE
"gender","American_actresses","Adrienne_King","Adrienne King is an American film, stage, ",42,7,FALSE,FALSE
"gender","American_actresses","Jaime_King","Jaime King is an American actress and ",38,7,FALSE,FALSE
"gender","American_actresses","Sally_Kirkland","Sally Kirkland is an American film, television ",47,7,FALSE,FALSE
"gender","American_actresses","Eartha_Kitt","Eartha Kitt was an American singer, actress, ",45,7,FALSE,FALSE
"gender","American_actresses","Eartha_Kitt","A long-time Connecticut resident, Eartha Kitt lived ",52,7,FALSE,FALSE
"gender","American_actresses","Eartha_Kitt","""Harold Pinter and Eartha Kitt, artists and ",44,7,FALSE,FALSE
"gender","American_actresses","Hayley_Kiyoko","Hayley Kiyoko Alcroft is an American singer, ",45,7,FALSE,FALSE
"gender","American_actresses","Karen_Kopins","Karen Kopins Shaw is an American actress ",41,7,FALSE,FALSE
"gender","American_actresses","Gladys_Knight","In their early Motown career, Gladys Knight ",44,7,FALSE,FALSE
"gender","American_actresses","Gladys_Knight","Gladys Knight stated in her memoirs that ",41,7,FALSE,FALSE
"gender","American_actresses","Gladys_Knight","In 1983 Gladys Knight and the Pips ",35,7,FALSE,FALSE
"gender","American_actresses","Gladys_Knight","Gladys Knight & the Pips were inducted ",39,7,FALSE,FALSE
"gender","American_actresses","Gladys_Knight","Gladys Knight & Ron Winans' Chicken & ",38,7,FALSE,FALSE
"gender","American_actresses","Gladys_Knight","At Home With Gladys Knight, McGraw-Hill, 2001 ",46,7,FALSE,FALSE
"gender","American_actresses","Shirley_Knight","Shirley Knight Hopkins was an American actress ",47,7,FALSE,FALSE
"gender","American_actresses","Nancy_Kovack","Nancy Kovack is a retired American film ",40,7,FALSE,FALSE
"gender","American_actresses","Nancy_Kovack","Nancy Kovack at Memory Alpha
Nancy Kovack at ",45,8,FALSE,FALSE
"gender","American_actresses","Jane_Krakowski","Jane Krakowski is an American actress and ",42,7,FALSE,FALSE
"gender","American_actresses","Mila_Kunis","MacFarlane added: ""What Mila Kunis brought to ",46,7,FALSE,FALSE
"gender","American_actresses","Nancy_Kwan","During Christmas of that year, Nancy Kwan ",42,7,FALSE,FALSE
"gender","American_actresses","Cheryl_Ladd","Cheryl Ladd is an American actress, singer ",43,7,FALSE,FALSE
"gender","American_actresses","Hedy_Lamarr","Hedy Lamarr, born Hedwig Eva Maria Kiesler, ",44,7,FALSE,FALSE
"gender","American_actresses","Hedy_Lamarr","Photoplay wrote, ""As Delilah, Hedy Lamarr is ",45,7,FALSE,FALSE
"gender","American_actresses","Hedy_Lamarr","A documentary film, Calling Hedy Lamarr, was ",45,7,FALSE,FALSE
"gender","American_actresses","Hedy_Lamarr","The device was codenamed the Hedy Lamarr.The ",45,7,FALSE,FALSE
"gender","American_actresses","Hedy_Lamarr","The Life and Inventions of Hedy Lamarr, ",40,7,FALSE,FALSE
"gender","American_actresses","Dorothy_Lamour","Mary Leta Dorothy Lamour was an American ",41,7,FALSE,FALSE
"gender","American_actresses","Ricki_Noel_Lander","Ricki Noel Lander is an American actress, model, ",49,8,FALSE,FALSE
"gender","American_actresses","Audrey_Landers","Audrey Landers is an American actress and ",42,7,FALSE,FALSE
"gender","American_actresses","Judy_Landers","Judy Landers is an American film and ",37,7,FALSE,FALSE
"gender","American_actresses","Diane_Lane","On August 22, 2014, Diane Lane was ",35,7,FALSE,FALSE
"gender","American_actresses","Priscilla_Lane","Priscilla Lane was an American actress, and ",44,7,FALSE,FALSE
"gender","American_actresses","Priscilla_Lane","Titled The Priscilla Lane Show, she chatted ",44,7,FALSE,FALSE
"gender","American_actresses","Jessica_Lange","She commented, ""Jessica Lange already has two ",46,7,FALSE,FALSE
"gender","American_actresses","Jessica_Lange","""Jessica Lange – Biography – Highest Rated ",43,7,FALSE,TRUE
"gender","American_actresses","Angela_Lansbury","Angela Lansbury's Positive Moves: My Personal Plan ",51,7,FALSE,FALSE
"gender","American_actresses","Louise_Lasser","Louise Lasser's family was Jewish and Lasser ",45,7,FALSE,FALSE
"gender","American_actresses","Louise_Latham","Louise Latham was an American actress, perhaps ",47,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","After high school, Queen Latifah attended classes ",50,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","2011 saw Queen Latifah sing ""Who Can ",37,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","On January 6, 2014, The Queen Latifah ",38,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","For her work, Queen Latifah received a ",39,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","Queen Latifah produced the 2007 film The ",41,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","Queen Latifah is a contralto, and she ",38,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","Apart from singing, Queen Latifah has written ",46,7,FALSE,FALSE
"gender","American_actresses","Queen_Latifah","Queen Latifah became an influence to R&B, ",42,7,FALSE,FALSE
"gender","American_actresses","Ashley_Laurence","Ashley Laurence is an American actress and ",43,7,FALSE,FALSE
"gender","American_actresses","Oona_Laurence","Oona Laurence is an American actress who ",41,7,FALSE,FALSE
"gender","American_actresses","Piper_Laurie","Piper Laurie is an American stage and ",38,7,FALSE,FALSE
"gender","American_actresses","Linda_Lavin","Linda Lavin is an American actress and ",39,7,FALSE,FALSE
"gender","American_actresses","Linda_Lavin","In 1997, Lavin founded The Linda Lavin ",39,7,FALSE,FALSE
"gender","American_actresses","Barbara_Lawrence","Barbara Lawrence died of kidney failure on ",43,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Lawrence","In 2015, she founded the Jennifer Lawrence ",43,7,FALSE,FALSE
"gender","American_actresses","Cloris_Leachman","Cloris Leachman is an American actress and ",43,7,FALSE,FALSE
"gender","American_actresses","Michael_Learned","Michael Learned is an American actress, known ",46,7,FALSE,FALSE
"gender","American_actresses","Gwen_Lee","Gwen Lee was an American stage and ",35,7,FALSE,FALSE
"gender","American_actresses","Peggy_Lee","Peggy Lee was among hundreds of artists ",40,7,FALSE,FALSE
"gender","American_actresses","Robinne_Lee","Robinne Lee is an American actress and ",39,7,FALSE,FALSE
"gender","American_actresses","Sheryl_Lee","As a result, Sheryl Lee became a ",33,7,FALSE,FALSE
"gender","American_actresses","Cassandra_Lee_Morris","Cassandra Lee Morris is an American voice ",42,7,FALSE,FALSE
"gender","American_actresses","Andrea_Leeds","As Andrea Leeds, she played her first ",38,7,FALSE,FALSE
"gender","American_actresses","Hudson_Leick","Heidi Hudson Leick is an American actress, ",43,7,FALSE,FALSE
"gender","American_actresses","Hudson_Leick","""Warrior of the Soul: Hudson Leick Fights ",42,7,FALSE,FALSE
"gender","American_actresses","Cherami_Leigh","Cherami Leigh Kuehn is an American film, ",41,7,FALSE,FALSE
"gender","American_actresses","Chyler_Leigh","Chyler Leigh West, known professionally as Chyler ",50,7,FALSE,FALSE
"gender","American_actresses","Janet_Leigh","Janet Leigh was an American actress, singer, ",45,7,FALSE,FALSE
"gender","American_actresses","Janet_Leigh","The Janet Leigh Theatre was created to ",39,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Jason_Leigh","""Jennifer Jason Leigh — She's the Queen of ",43,8,FALSE,TRUE
"gender","American_actresses","Bethany_Joy_Lenz","Bethany Joy Lenz is an American actress, singer-songwriter ",59,8,FALSE,FALSE
"gender","American_actresses","Joan_Leslie","Joan Leslie was an American actress, dancer, ",45,7,FALSE,FALSE
"gender","American_actresses","Vicki_Lewis","Vicki Lewis is an American singer and ",38,7,FALSE,FALSE
"gender","American_actresses","Margaret_Lindsay","Price recalled that ""Margaret Lindsay was a ",44,7,FALSE,FALSE
"gender","American_actresses","Bai_Ling","Bai Ling is a Chinese-American actress known ",45,7,FALSE,FALSE
"gender","American_actresses","Bai_Ling","In the early 1980s, Bai Ling's parents ",39,7,FALSE,FALSE
"gender","American_actresses","Bai_Ling","Bai Ling has one older sister Bai ",34,7,FALSE,FALSE
"gender","American_actresses","Bai_Ling","The New York Times praised Bai Ling's ",38,7,FALSE,FALSE
"gender","American_actresses","Lucy_Liu","Lucy Liu is an American actress, who ",37,7,FALSE,FALSE
"gender","American_actresses","Kristanna_Loken","Kristanna Loken is an American actress and ",43,7,FALSE,FALSE
"gender","American_actresses","Karina_Lombard","Karina Lombard is a French-American actor, screenwriter ",56,7,FALSE,FALSE
"gender","American_actresses","Eva_Longoria","She has stated that, ""The Eva Longoria ",39,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Lopez","A five-part miniseries, Jennifer Lopez Presents: Como ",54,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Lopez","In September, Lopez launched the Jennifer Lopez ",48,7,FALSE,FALSE
"gender","American_actresses","Jennifer_Lopez","Giuseppe for Jennifer Lopez launched in January ",48,7,FALSE,FALSE
"gender","American_actresses","Josie_Loren","Josie Loren Lopez known professionally as Josie ",48,7,FALSE,FALSE
"gender","American_actresses","Joan_Lorring","Joan Lorring was an American actress and ",41,7,FALSE,FALSE
"gender","American_actresses","Joan_Lorring","She eventually adopted Joan Lorring as her ",43,7,FALSE,FALSE
"gender","American_actresses","Anita_Louise","Anita Louise was an American film and ",38,7,FALSE,FALSE
"gender","American_actresses","Demi_Lovato","On October 17, Lovato released Demi Lovato: ",44,7,FALSE,FALSE
"gender","American_actresses","Carey_Lowell","Carey Lowell is an American actress and ",40,7,FALSE,FALSE
"gender","American_actresses","Olivia_Luccardi","Olivia Luccardi is an American actress and ",43,7,FALSE,FALSE
"gender","American_actresses","Lorna_Luft","Lorna Luft is an American television, stage, ",45,7,FALSE,FALSE
"gender","American_actresses","Lorna_Luft","Lorna Luft and Friends – A Tribute ",35,7,FALSE,TRUE
"gender","American_actresses","Ida_Lupino","Ida Lupino was an English-American actress, singer, ",52,7,FALSE,FALSE
"gender","American_actresses","Ida_Lupino","Her memoirs, Ida Lupino: Beyond the Camera, ",44,7,FALSE,FALSE
"gender","American_actresses","Patti_LuPone","It was simply titled Patti LuPone: A ",37,7,FALSE,FALSE
"gender","American_actresses","Patti_LuPone","Patti LuPone Papers at the Columbia University ",47,7,FALSE,FALSE
"gender","American_actresses","Masiela_Lusha","Masiela Lusha is an Albanian-American actress, author, ",55,7,FALSE,FALSE
"gender","American_actresses","Dorothy_Lyman","Dorothy Lyman is an American television actress, ",49,7,FALSE,FALSE
"gender","American_actresses","Kelly_Lynch","Kelly Lynch is an American actress and ",39,7,FALSE,FALSE
"gender","American_actresses","Meredith_Scott_Lynn","Meredith Scott Lynn is an American actress, producer, ",54,8,FALSE,FALSE
"gender","American_actresses","Dorothy_Mackaill","Dorothy Mackaill was a British-American actress, most ",54,7,FALSE,FALSE
"gender","American_actresses","Shirley_MacLaine","Shirley MacLaine is an American film, television, ",50,7,FALSE,FALSE
"gender","American_actresses","Marjorie_Main","Mary Tomlinson, known as Marjorie Main, was ",44,7,FALSE,FALSE
"gender","American_actresses","Marjorie_Main","""Marjorie Main: 'Good for a Lot of ",35,7,FALSE,FALSE
