id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,prompt,prompt_visibile,prompt_candidato_whitespace
19663,profession,engineering_branches,Systems_engineering,interno_singolo,1,49,"SEBOK.org, Systems Engineering Body of Knowledge
Shermon, D. ","SEBOK.org, Systems Engineering Body of Knowledge\\nShermon, D. ","SEBOK.org, Systems Engineering Body of Knowledge Shermon, D."
19734,profession,engineering_branches,Combat_engineer,interno_singolo,1,35,"Equipment used by combat engineers
Basic combat engineering ",Equipment used by combat engineers\\nBasic combat engineering ,Equipment used by combat engineers Basic combat engineering
19741,profession,engineering_branches,Nanomaterials,interno_singolo,1,37,"(the usual definition of nanoscale) 
Nanomaterials ",(the usual definition of nanoscale) \\nNanomaterials ,(the usual definition of nanoscale) Nanomaterials
20062,profession,engineering_branches,Interdisciplinarity,interno_singolo,1,44,"Center for the Study of Interdisciplinarity
Centre for ",Center for the Study of Interdisciplinarity\\nCentre for ,Center for the Study of Interdisciplinarity Centre for
20068,profession,engineering_branches,Interdisciplinarity,interno_singolo,1,31,"Practicing Interdisciplinarity
Peter Weingart; Britta ",Practicing Interdisciplinarity\\nPeter Weingart; Britta ,Practicing Interdisciplinarity Peter Weingart; Britta
15420,profession,entertainer_occupations,Geisha,interno_singolo,1,12,"Daniel Mann
The Barbarian and the ",Daniel Mann\\nThe Barbarian and the ,Daniel Mann The Barbarian and the
15421,profession,entertainer_occupations,Geisha,interno_singolo,1,12,"Hideo Gosha
The World of ",Hideo Gosha\\nThe World of ,Hideo Gosha The World of
15422,profession,entertainer_occupations,Geisha,interno_singolo,1,12,"Yang Yun-ho
Memoirs of a ",Yang Yun-ho\\nMemoirs of a ,Yang Yun-ho Memoirs of a
15469,profession,entertainer_occupations,Mime,interno_singolo,1,29,"Free Online PHP MIME checker
Free Online ",Free Online PHP MIME checker\\nFree Online ,Free Online PHP MIME checker Free Online
15552,profession,entertainer_occupations,Singer,interno_singolo,1,21,"Voice classification
Vocal styles: for classical singers, ","Voice classification\\nVocal styles: for classical singers, ","Voice classification Vocal styles: for classical singers,"
13846,profession,film_and_television_occupations,Film_director,interno_singolo,1,13,"2: Directors
Contemporary North American Film Directors: A ",2: Directors\\nContemporary North American Film Directors: A ,2: Directors Contemporary North American Film Directors: A
13311,profession,healthcare_occupations,Occupational_Therapist,interno_singolo,1,19,"Early Intervention
An occupational therapist may work with ",Early Intervention\\nAn occupational therapist may work with ,Early Intervention An occupational therapist may work with
13315,profession,healthcare_occupations,Occupational_Therapist,interno_singolo,1,20,"Outpatient services
Occupational therapists might also work with ",Outpatient services\\nOccupational therapists might also work with ,Outpatient services Occupational therapists might also work with
13317,profession,healthcare_occupations,Occupational_Therapist,interno_singolo,1,13,"Primary care
Primary care for occupational therapists is ",Primary care\\nPrimary care for occupational therapists is ,Primary care Primary care for occupational therapists is
13444,profession,healthcare_occupations,Midwife,interno_singolo,1,35,"Education, training and regulation
The undergraduate midwifery ","Education, training and regulation\\nThe undergraduate midwifery ","Education, training and regulation The undergraduate midwifery"
13447,profession,healthcare_occupations,Midwife,interno_singolo,1,9,"Practice
Women may choose a midwife, a ","Practice\\nWomen may choose a midwife, a ","Practice Women may choose a midwife, a"
13466,profession,healthcare_occupations,Midwife,interno_singolo,1,15,"Responsibility
A midwife's responsibilities were not limited ",Responsibility\\nA midwife's responsibilities were not limited ,Responsibility A midwife's responsibilities were not limited
21532,profession,industrial_occupations,Wheelwright,interno_singolo,1,35,"Worshipful Company of Wheelwrights
Phill Gregson, ","Worshipful Company of Wheelwrights\\nPhill Gregson, ","Worshipful Company of Wheelwrights Phill Gregson,"
20250,profession,mental_health_occupations,Occupational_therapist,interno_singolo,1,19,"Early Intervention
An occupational therapist may work with ",Early Intervention\\nAn occupational therapist may work with ,Early Intervention An occupational therapist may work with
20254,profession,mental_health_occupations,Occupational_therapist,interno_singolo,1,20,"Outpatient services
Occupational therapists might also work with ",Outpatient services\\nOccupational therapists might also work with ,Outpatient services Occupational therapists might also work with
20256,profession,mental_health_occupations,Occupational_therapist,interno_singolo,1,13,"Primary care
Primary care for occupational therapists is ",Primary care\\nPrimary care for occupational therapists is ,Primary care Primary care for occupational therapists is
11527,profession,metalworking_occupations,Blacksmith,interno_singolo,1,17,"Blacksmith Scene
Forging of Chain by Two ",Blacksmith Scene\\nForging of Chain by Two ,Blacksmith Scene Forging of Chain by Two
11630,profession,metalworking_occupations,Machine_tool,interno_singolo,1,16,"David Wilkinson
Machine tools can be powered from ",David Wilkinson\\nMachine tools can be powered from ,David Wilkinson Machine tools can be powered from
11685,profession,metalworking_occupations,Gunsmith,interno_singolo,1,64,"Apprenticeships, learning directly from professional gunsmiths:
The ","Apprenticeships, learning directly from professional gunsmiths:\\nThe ","Apprenticeships, learning directly from professional gunsmiths: The"
11812,profession,metalworking_occupations,Management,interno_singolo,1,35,"From this perspective, Henri Fayol
considers management ","From this perspective, Henri Fayol\\nconsiders management ","From this perspective, Henri Fayol considers management"
11904,profession,metalworking_occupations,Statistics,interno_singolo,1,37,"UCLA Statistical Computing Resources
Philosophy of Statistics ",UCLA Statistical Computing Resources\\nPhilosophy of Statistics ,UCLA Statistical Computing Resources Philosophy of Statistics
12007,profession,metalworking_occupations,Engineering_drawing,interno_singolo,1,20,"Engineering Drawing
David A. Madsen, Karen Schertz, ","Engineering Drawing\\nDavid A. Madsen, Karen Schertz, ","Engineering Drawing David A. Madsen, Karen Schertz,"
12072,profession,metalworking_occupations,Trade_union,interno_singolo,1,32,"British Trade Unions, 1945-1995
Zeitlin, ","British Trade Unions, 1945-1995\\nZeitlin, ","British Trade Unions, 1945-1995 Zeitlin,"
15022,profession,scientific_occupations,Chemist,interno_singolo,1,38,"Physical Chemistry ISBN 0-19-879285-9
Atkins, ","Physical Chemistry ISBN 0-19-879285-9\\nAtkins, ","Physical Chemistry ISBN 0-19-879285-9 Atkins,"
12156,profession,sewing_occupations,Bookbinding,interno_singolo,1,19,"ISBN 0-500-27360-X
Lewis, A. W. Basic ","ISBN 0-500-27360-X\\nLewis, A. W. Basic ","ISBN 0-500-27360-X Lewis, A. W. Basic"
12271,profession,sewing_occupations,Glove,interno_singolo,1,16,"Billiards glove
Boxing gloves: a specialized padded ",Billiards glove\\nBoxing gloves: a specialized padded ,Billiards glove Boxing gloves: a specialized padded
12272,profession,sewing_occupations,Glove,interno_singolo,1,15,"Cycling gloves
Driving gloves intended to improve ",Cycling gloves\\nDriving gloves intended to improve ,Cycling gloves Driving gloves intended to improve
12275,profession,sewing_occupations,Glove,interno_singolo,1,21,"Scuba diving gloves:
Cotton gloves; good abrasion, ","Scuba diving gloves:\\nCotton gloves; good abrasion, ","Scuba diving gloves: Cotton gloves; good abrasion,"
12433,profession,sewing_occupations,Backstitch,interno_singolo,1,20,"Threaded backstitch
Pekinese stitch, a looped interlaced ","Threaded backstitch\\nPekinese stitch, a looped interlaced ","Threaded backstitch Pekinese stitch, a looped interlaced"
12570,profession,sewing_occupations,Interfacing,interno_singolo,1,29,"Interfacings can be used to:
stiffen or ",Interfacings can be used to:\\nstiffen or ,Interfacings can be used to: stiffen or
12830,profession,sewing_occupations,Scissors,interno_singolo,1,5,"Asia
In Pakistan, some believe that scissors ","Asia\\nIn Pakistan, some believe that scissors ","Asia In Pakistan, some believe that scissors"
12925,profession,sewing_occupations,Elias_Howe,interno_singolo,1,8,"338–369
Elias Howe Biography by Alex I. ",338–369\\nElias Howe Biography by Alex I. ,338–369 Elias Howe Biography by Alex I.
20722,profession,theatre_personnel,Publicist,interno_singolo,1,29,"Special publicity consultant
Unit publicist – The ",Special publicity consultant\\nUnit publicist – The ,Special publicity consultant Unit publicist – The
20746,profession,theatre_personnel,Stage_manager,interno_singolo,1,16,"Texting/calling
The stage manager may need to text ",Texting/calling\\nThe stage manager may need to text ,Texting/calling The stage manager may need to text
20860,profession,theatre_personnel,Theatre,interno_singolo,1,41,"University of Bristol Theatre Collection
Music Hall ",University of Bristol Theatre Collection\\nMusic Hall ,University of Bristol Theatre Collection Music Hall
20881,profession,theatre_personnel,Neoclassicism,interno_singolo,1,30,"Early Neoclassicism in France
Friedlaender, ","Early Neoclassicism in France\\nFriedlaender, ","Early Neoclassicism in France Friedlaender,"
21042,profession,theatre_personnel,Improvisational_theatre,interno_singolo,1,35,"Wiki about improvisational theatre
Fundamental Improv ",Wiki about improvisational theatre\\nFundamental Improv ,Wiki about improvisational theatre Fundamental Improv
21135,profession,theatre_personnel,Opera,interno_singolo,1,34,"ISBN 0-333-73432-7, 1-56159-228-5
The Viking Opera ","ISBN 0-333-73432-7, 1-56159-228-5\\nThe Viking Opera ","ISBN 0-333-73432-7, 1-56159-228-5 The Viking Opera"
21136,profession,theatre_personnel,Opera,interno_singolo,1,13,"Roger Parker
The Oxford Dictionary of Opera, ","Roger Parker\\nThe Oxford Dictionary of Opera, ","Roger Parker The Oxford Dictionary of Opera,"
16612,profession,writing_occupations,Blog,interno_singolo,1,15,"Personal blogs
The personal blog is an ",Personal blogs\\nThe personal blog is an ,Personal blogs The personal blog is an
16622,profession,writing_occupations,Blog,interno_singolo,1,34,"subdomain in domain name.By genre
Some blogs ",subdomain in domain name.By genre\\nSome blogs ,subdomain in domain name.By genre Some blogs
16639,profession,writing_occupations,Blog,interno_singolo,1,26,"""Blogging and advertising
It is common for ","""Blogging and advertising\\nIt is common for ","""Blogging and advertising It is common for"
16897,profession,writing_occupations,Technical_writer,interno_singolo,1,46,"Kurt Vonnegut described technical writers as:
...trained to ",Kurt Vonnegut described technical writers as:\\n...trained to ,Kurt Vonnegut described technical writers as: ...trained to
4088,race,African_Americans,Roscoe_Lee_Browne,interno_singolo,1,24,"Retrieved March 1, 2016
Roscoe Lee Browne profile, at ","Retrieved March 1, 2016\\nRoscoe Lee Browne profile, at ","Retrieved March 1, 2016 Roscoe Lee Browne profile, at"
4121,race,African_Americans,Diahann_Carroll,interno_singolo,1,50,"Diahann Carroll at the Internet Broadway Database
Diahann Carroll at the Internet ",Diahann Carroll at the Internet Broadway Database\\nDiahann Carroll at the Internet ,Diahann Carroll at the Internet Broadway Database Diahann Carroll at the Internet
4231,race,African_Americans,Danny_Glover,interno_singolo,1,36,"Cheryl Byron and Something Positive
Danny Glover in ",Cheryl Byron and Something Positive\\nDanny Glover in ,Cheryl Byron and Something Positive Danny Glover in
4240,race,African_Americans,Dick_Gregory,interno_singolo,1,26,"The Shadow that Scares Me
Dick Gregory's Bible ",The Shadow that Scares Me\\nDick Gregory's Bible ,The Shadow that Scares Me Dick Gregory's Bible
4241,race,African_Americans,Dick_Gregory,interno_singolo,1,19,"ISBN 0-8128-6194-9
Dick Gregory's Natural Diet for ",ISBN 0-8128-6194-9\\nDick Gregory's Natural Diet for ,ISBN 0-8128-6194-9 Dick Gregory's Natural Diet for
4273,race,African_Americans,Gregory_Hines,interno_singolo,1,44,"TonyAwards.com Interview with Gregory Hines
Archival footage of Gregory ",TonyAwards.com Interview with Gregory Hines\\nArchival footage of Gregory ,TonyAwards.com Interview with Gregory Hines Archival footage of Gregory
4360,race,African_Americans,Lionel_Richie,interno_singolo,1,44,"2011: Lionel Richie: Dancing On the Ceiling
2014: ",2011: Lionel Richie: Dancing On the Ceiling\\n2014: ,2011: Lionel Richie: Dancing On the Ceiling 2014:
4377,race,African_Americans,John_Singleton,interno_singolo,1,24,"John Singleton on IMDb 
John Singleton at ",John Singleton on IMDb \\nJohn Singleton at ,John Singleton on IMDb John Singleton at
4411,race,African_Americans,Gary_Anthony_Williams,interno_singolo,1,24,"Retrieved July 23, 2007
Gary Anthony Williams Causes a ","Retrieved July 23, 2007\\nGary Anthony Williams Causes a ","Retrieved July 23, 2007 Gary Anthony Williams Causes a"
4423,race,African_Americans,Oprah_Winfrey,interno_singolo,1,28,"Accessed September 17, 2010
Works by Oprah Winfrey ","Accessed September 17, 2010\\nWorks by Oprah Winfrey ","Accessed September 17, 2010 Works by Oprah Winfrey"
4503,race,African_Americans,Ralph_Abernathy,interno_singolo,1,28,"FBI file on Ralph Abernathy
Ralph Abernathy on ",FBI file on Ralph Abernathy\\nRalph Abernathy on ,FBI file on Ralph Abernathy Ralph Abernathy on
4520,race,African_Americans,Ella_Baker,interno_singolo,1,32,"The Ongoing Feminist Revolution
""Ella Baker,"" One Person, ","The Ongoing Feminist Revolution\\n""Ella Baker,"" One Person, ","The Ongoing Feminist Revolution ""Ella Baker,"" One Person,"
4523,race,African_Americans,James_Baldwin,interno_singolo,1,16,"Southern Spaces
James Baldwin talks about race, political ","Southern Spaces\\nJames Baldwin talks about race, political ","Southern Spaces James Baldwin talks about race, political"
4553,race,African_Americans,Angela_Davis,interno_singolo,1,10,"1972–1985
""Angela Davis Talks about her Future and ","1972–1985\\n""Angela Davis Talks about her Future and ","1972–1985 ""Angela Davis Talks about her Future and"
4582,race,African_Americans,Frederick_Douglass,interno_singolo,1,7,"; 2008
Frederick Douglass [videorecording] / produced by ",; 2008\\nFrederick Douglass [videorecording] / produced by ,; 2008 Frederick Douglass [videorecording] / produced by
4583,race,African_Americans,Frederick_Douglass,interno_singolo,1,7,"; 1997
Frederick Douglass: When the Lion Wrote ",; 1997\\nFrederick Douglass: When the Lion Wrote ,; 1997 Frederick Douglass: When the Lion Wrote
4585,race,African_Americans,Frederick_Douglass,interno_singolo,1,49,"Works by Frederick Douglass at Project Gutenberg
Works ",Works by Frederick Douglass at Project Gutenberg\\nWorks ,Works by Frederick Douglass at Project Gutenberg Works
4588,race,African_Americans,Frederick_Douglass,interno_singolo,1,29,"The Frederick Douglass Diary
 The Liberator Files, ","The Frederick Douglass Diary\\n The Liberator Files, ","The Frederick Douglass Diary The Liberator Files,"
4591,race,African_Americans,Frederick_Douglass,interno_singolo,1,42,"Timeline of Frederick Douglass and family
Timeline of ",Timeline of Frederick Douglass and family\\nTimeline of ,Timeline of Frederick Douglass and family Timeline of
4594,race,African_Americans,James_Farmer,interno_singolo,1,53,"James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0
He ","James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0\\nHe ","James Farmer, Penguin-Plume, 1986 ISBN 0-452-25803-0 He"
4628,race,African_Americans,Fred_Hampton,interno_singolo,1,35,"The Murder of Fred Hampton on IMDb
FBI ",The Murder of Fred Hampton on IMDb\\nFBI ,The Murder of Fred Hampton on IMDb FBI
4654,race,African_Americans,James_Weldon_Johnson,interno_singolo,1,41,"James Weldon Johnson Memorial Collection
Profile and Images at ",James Weldon Johnson Memorial Collection\\nProfile and Images at ,James Weldon Johnson Memorial Collection Profile and Images at
4655,race,African_Americans,James_Weldon_Johnson,interno_singolo,1,39,"Grace and James Weldon Johnson Website
Profile at Modern ",Grace and James Weldon Johnson Website\\nProfile at Modern ,Grace and James Weldon Johnson Website Profile at Modern
4675,race,African_Americans,Bernard_Lafayette,interno_singolo,1,22,"Appearances on C-SPAN
SNCC Digital Gateway: Bernard Lafayette, ","Appearances on C-SPAN\\nSNCC Digital Gateway: Bernard Lafayette, ","Appearances on C-SPAN SNCC Digital Gateway: Bernard Lafayette,"
4676,race,African_Americans,Julius_Lester,interno_singolo,1,41,"Manuscript Finding Aids at Jones Library
Julius Lester ",Manuscript Finding Aids at Jones Library\\nJulius Lester ,Manuscript Finding Aids at Jones Library Julius Lester
4707,race,African_Americans,Rosa_Parks,interno_singolo,1,6,"2015:
The papers of Rosa Parks were cataloged ",2015:\\nThe papers of Rosa Parks were cataloged ,2015: The papers of Rosa Parks were cataloged
4709,race,African_Americans,Rosa_Parks,interno_singolo,1,6,"2016:
The house lived in by Rosa Parks's ",2016:\\nThe house lived in by Rosa Parks's ,2016: The house lived in by Rosa Parks's
4710,race,African_Americans,Rosa_Parks,interno_singolo,1,6,"2019:
A statue of Rosa Parks was unveiled ",2019:\\nA statue of Rosa Parks was unveiled ,2019: A statue of Rosa Parks was unveiled
4712,race,African_Americans,Rosa_Parks,interno_singolo,1,19,"Rosa Parks on IMDb
Photo of Rosa Parks ",Rosa Parks on IMDb\\nPhoto of Rosa Parks ,Rosa Parks on IMDb Photo of Rosa Parks
4725,race,African_Americans,A._Philip_Randolph,interno_singolo,1,41,"A. Philip Randolph Pullman Porter Museum
A. Philp Randolph ",A. Philip Randolph Pullman Porter Museum\\nA. Philp Randolph ,A. Philip Randolph Pullman Porter Museum A. Philp Randolph
4744,race,African_Americans,Jo_Ann_Robinson,interno_singolo,1,33,"in The African American Registry
""Jo Ann ","in The African American Registry\\n""Jo Ann ","in The African American Registry ""Jo Ann"
4750,race,African_Americans,Bayard_Rustin,interno_singolo,1,44,"Brother Outsider: The Life of Bayard Rustin
King, ","Brother Outsider: The Life of Bayard Rustin\\nKing, ","Brother Outsider: The Life of Bayard Rustin King,"
4752,race,African_Americans,Bayard_Rustin,interno_singolo,1,31,"Bayard Rustin FB Memorial Page
FBI file on ",Bayard Rustin FB Memorial Page\\nFBI file on ,Bayard Rustin FB Memorial Page FBI file on
4753,race,African_Americans,Bayard_Rustin,interno_singolo,1,11,"The Nation
Biography on Bayard Rustin High School's ",The Nation\\nBiography on Bayard Rustin High School's ,The Nation Biography on Bayard Rustin High School's
4763,race,African_Americans,Al_Sharpton,interno_singolo,1,19,"ISBN 0-7582-0350-0
The Rejected Stone: Al Sharpton ",ISBN 0-7582-0350-0\\nThe Rejected Stone: Al Sharpton ,ISBN 0-7582-0350-0 The Rejected Stone: Al Sharpton
4764,race,African_Americans,Al_Sharpton,interno_singolo,1,22,"Appearances on C-SPAN
Stories told by Al ",Appearances on C-SPAN\\nStories told by Al ,Appearances on C-SPAN Stories told by Al
4804,race,African_Americans,Andrew_Young,interno_singolo,1,13,"(June 1996);
Andrew Young at the United ",(June 1996);\\nAndrew Young at the United ,(June 1996); Andrew Young at the United
4842,race,African_Americans,Clarence_Thomas,interno_singolo,1,31,"Clarence Thomas at Ballotpedia
Issue positions and quotes ",Clarence Thomas at Ballotpedia\\nIssue positions and quotes ,Clarence Thomas at Ballotpedia Issue positions and quotes
4889,race,African_Americans,Nikki_Giovanni,interno_singolo,1,47,"Nikki Giovanni: Profile and Poems at Poets.org
Giovanni ",Nikki Giovanni: Profile and Poems at Poets.org\\nGiovanni ,Nikki Giovanni: Profile and Poems at Poets.org Giovanni
4895,race,African_Americans,Toni_Morrison,interno_singolo,1,45,"Bookworm Interviews with Michael Silverblatt
Toni Morrison's oral ",Bookworm Interviews with Michael Silverblatt\\nToni Morrison's oral ,Bookworm Interviews with Michael Silverblatt Toni Morrison's oral
4899,race,African_Americans,Arna_Bontemps,interno_singolo,1,19,"ISBN 0-313-28013-4
Charles Harold Nichols, editor, Arna ","ISBN 0-313-28013-4\\nCharles Harold Nichols, editor, Arna ","ISBN 0-313-28013-4 Charles Harold Nichols, editor, Arna"
4910,race,African_Americans,Paul_Laurence_Dunbar,interno_singolo,1,40,"Paul Laurence Dunbar: Profile and Poems
Paul Laurence Dunbar ",Paul Laurence Dunbar: Profile and Poems\\nPaul Laurence Dunbar ,Paul Laurence Dunbar: Profile and Poems Paul Laurence Dunbar
4911,race,African_Americans,Ralph_Ellison,interno_singolo,1,19,"ISBN 0-394-54050-6
The Collected Essays of Ralph ",ISBN 0-394-54050-6\\nThe Collected Essays of Ralph ,ISBN 0-394-54050-6 The Collected Essays of Ralph
4912,race,African_Americans,Ralph_Ellison,interno_singolo,1,19,"ISBN 0-679-60176-7
Living with Music: Ralph Ellison's ",ISBN 0-679-60176-7\\nLiving with Music: Ralph Ellison's ,ISBN 0-679-60176-7 Living with Music: Ralph Ellison's
4914,race,African_Americans,Ralph_Ellison,interno_singolo,1,26,"FBI file on Ralph Ellison
The Ralph Ellison ",FBI file on Ralph Ellison\\nThe Ralph Ellison ,FBI file on Ralph Ellison The Ralph Ellison
4968,race,African_Americans,Margaret_Walker,interno_singolo,1,40,"Margaret Walker at Smithsonian Folkways
""Margaret Walker: ","Margaret Walker at Smithsonian Folkways\\n""Margaret Walker: ","Margaret Walker at Smithsonian Folkways ""Margaret Walker:"
4970,race,African_Americans,Dorothy_West,interno_singolo,1,19,"ISBN 0-452-00981-2
Sherrard-Johnson, Cherene, Dorothy West's Paradise: ","ISBN 0-452-00981-2\\nSherrard-Johnson, Cherene, Dorothy West's Paradise: ","ISBN 0-452-00981-2 Sherrard-Johnson, Cherene, Dorothy West's Paradise:"
4981,race,African_Americans,John_Edgar_Wideman,interno_singolo,1,32,"""Salon Interview"", LAURA MILLER
""John Edgar Wideman"", The New ","""Salon Interview"", LAURA MILLER\\n""John Edgar Wideman"", The New ","""Salon Interview"", LAURA MILLER ""John Edgar Wideman"", The New"
5020,race,African_Americans,Duke_Ellington,interno_singolo,1,19,"ISBN 0-306-80614-2
Lawrence, A. H. Duke Ellington ","ISBN 0-306-80614-2\\nLawrence, A. H. Duke Ellington ","ISBN 0-306-80614-2 Lawrence, A. H. Duke Ellington"
5053,race,African_Americans,Smokey_Robinson,interno_singolo,1,44,"Smokey Robinson's page at soulwalking.co.uk
Smokey Robinson Biography ",Smokey Robinson's page at soulwalking.co.uk\\nSmokey Robinson Biography ,Smokey Robinson's page at soulwalking.co.uk Smokey Robinson Biography
5069,race,African_Americans,Ike_Turner,interno_singolo,1,39,"The Best of Ike Turner, Rhino R2-71819
2001: ","The Best of Ike Turner, Rhino R2-71819\\n2001: ","The Best of Ike Turner, Rhino R2-71819 2001:"
5088,race,African_Americans,Kim_Burrell,interno_singolo,1,20,"Kim Burrell on IMDb
Kim Burrell at ",Kim Burrell on IMDb\\nKim Burrell at ,Kim Burrell on IMDb Kim Burrell at
5096,race,African_Americans,Lavern_Baker,interno_singolo,1,25,"LaVern Baker at AllMovie
Biography of Lavern ",LaVern Baker at AllMovie\\nBiography of Lavern ,LaVern Baker at AllMovie Biography of Lavern
5106,race,African_Americans,Bobby_Bland,interno_singolo,1,24,"Bobby Bland discography
Bobby Bland at Wenig-Lamonica ",Bobby Bland discography\\nBobby Bland at Wenig-Lamonica ,Bobby Bland discography Bobby Bland at Wenig-Lamonica
5116,race,African_Americans,Buddy_Bolden,interno_singolo,1,8,"on IMDb
The Real Buddy Bolden The Syncopated ",on IMDb\\nThe Real Buddy Bolden The Syncopated ,on IMDb The Real Buddy Bolden The Syncopated
5129,race,African_Americans,Clifford_Brown,interno_singolo,1,6,"2001)
Clifford Brown And Art Farmer With The ",2001)\\nClifford Brown And Art Farmer With The ,2001) Clifford Brown And Art Farmer With The
5130,race,African_Americans,Clifford_Brown,interno_singolo,1,32,"Clifford Brown Quartet In Paris
Clifford Brown Sextet ",Clifford Brown Quartet In Paris\\nClifford Brown Sextet ,Clifford Brown Quartet In Paris Clifford Brown Sextet
5131,race,African_Americans,Clifford_Brown,interno_singolo,1,6,"1956)
Clifford Brown Ensemble / Arranged by Montrose ",1956)\\nClifford Brown Ensemble / Arranged by Montrose ,1956) Clifford Brown Ensemble / Arranged by Montrose
5132,race,African_Americans,Clifford_Brown,interno_singolo,1,6,"2001)
Clifford Brown & Max Roach (EmArcy ",2001)\\nClifford Brown & Max Roach (EmArcy ,2001) Clifford Brown & Max Roach (EmArcy
5151,race,African_Americans,Betty_Carter,interno_singolo,1,28,"Betty Carter profile at MTV
Martin Weil, Betty ","Betty Carter profile at MTV\\nMartin Weil, Betty ","Betty Carter profile at MTV Martin Weil, Betty"
5163,race,African_Americans,Charlie_Christian,interno_singolo,1,52,"Charlie Christian, Style Analysis and Solo Examples
Deep ","Charlie Christian, Style Analysis and Solo Examples\\nDeep ","Charlie Christian, Style Analysis and Solo Examples Deep"
5167,race,African_Americans,James_Cleveland,interno_singolo,1,32,"James Cleveland at jcchorus.com
James Cleveland on ",James Cleveland at jcchorus.com\\nJames Cleveland on ,James Cleveland at jcchorus.com James Cleveland on
5172,race,African_Americans,Daryl_Coley,interno_singolo,1,32,"Patrick Henderson, Daryl Coley)
""Medley: He'll Never Let ","Patrick Henderson, Daryl Coley)\\n""Medley: He'll Never Let ","Patrick Henderson, Daryl Coley) ""Medley: He'll Never Let"
5180,race,African_Americans,Alice_Coltrane,interno_singolo,1,28,"Alice Coltrane at NPR Music
Alice Coltrane in ",Alice Coltrane at NPR Music\\nAlice Coltrane in ,Alice Coltrane at NPR Music Alice Coltrane in
5322,race,African_Americans,Edmond_Hall,interno_singolo,1,18,"2, August 9, 1940
Interviews with Edmond Hall ","2, August 9, 1940\\nInterviews with Edmond Hall ","2, August 9, 1940 Interviews with Edmond Hall"
5330,race,African_Americans,Damon_Harris,interno_singolo,1,23,"Damon Harris biography
Damon Harris Cancer Foundation ",Damon Harris biography\\nDamon Harris Cancer Foundation ,Damon Harris biography Damon Harris Cancer Foundation
5331,race,African_Americans,Coleman_Hawkins,interno_singolo,1,20,"At the Village Gate
Coleman Hawkins Plays Make ",At the Village Gate\\nColeman Hawkins Plays Make ,At the Village Gate Coleman Hawkins Plays Make
5352,race,African_Americans,Thelma_Houston,interno_singolo,1,3,"20
1978: Two to One – Thelma Houston ",20\\n1978: Two to One – Thelma Houston ,20 1978: Two to One – Thelma Houston
5384,race,African_Americans,Milt_Jackson,interno_singolo,1,55,"Milt Jackson Meets the Clayton-Hamilton Jazz Orchestra
2002: ",Milt Jackson Meets the Clayton-Hamilton Jazz Orchestra\\n2002: ,Milt Jackson Meets the Clayton-Hamilton Jazz Orchestra 2002:
5393,race,African_Americans,Robert_Johnson,interno_singolo,1,31,"Robert Johnson at Find a Grave
Bluesman's Son ",Robert Johnson at Find a Grave\\nBluesman's Son ,Robert Johnson at Find a Grave Bluesman's Son
5401,race,African_Americans,Eddie_Kendricks,interno_singolo,1,18,"Retrieved 1/30/09
Eddie Kendricks at Find a ",Retrieved 1/30/09\\nEddie Kendricks at Find a ,Retrieved 1/30/09 Eddie Kendricks at Find a
5426,race,African_Americans,Oliver_Nelson,interno_singolo,1,8,"Records
Oliver Nelson: A Discography – Douglas Payne's ",Records\\nOliver Nelson: A Discography – Douglas Payne's ,Records Oliver Nelson: A Discography – Douglas Payne's
5565,race,African_Americans,Willie_Mays,interno_singolo,1,29,"– slideshow by Life magazine
Willie Mays Biography ",– slideshow by Life magazine\\nWillie Mays Biography ,– slideshow by Life magazine Willie Mays Biography
5599,race,African_Americans,Curt_Flood,interno_singolo,1,27,"Curt Flood at Find a Grave
Curt Flood ",Curt Flood at Find a Grave\\nCurt Flood ,Curt Flood at Find a Grave Curt Flood
5742,race,African_Americans,Jerry_Rice,interno_singolo,1,41,"Sports · SI.com · Pro-Football-Reference
Jerry Rice ",Sports · SI.com · Pro-Football-Reference\\nJerry Rice ,Sports · SI.com · Pro-Football-Reference Jerry Rice
5787,race,African_Americans,Serena_Williams,interno_singolo,1,43,"ISBN 978-0-8225-3684-0.CS1 maint: ref=harv
Williams, Venus; Serena ","ISBN 978-0-8225-3684-0.CS1 maint: ref=harv\\nWilliams, Venus; Serena ","ISBN 978-0-8225-3684-0.CS1 maint: ref=harv Williams, Venus; Serena"
5797,race,African_Americans,Ralph_Metcalfe,interno_singolo,1,54,"U.S. House of Representatives history: Ralph Metcalfe
Ralph Metcalfe ",U.S. House of Representatives history: Ralph Metcalfe\\nRalph Metcalfe ,U.S. House of Representatives history: Ralph Metcalfe Ralph Metcalfe
5806,race,African_Americans,Wilma_Rudolph,interno_singolo,1,24,"(subscription required)
Haney, James E., ""Wilma Rudolph"" ","(subscription required)\\nHaney, James E., ""Wilma Rudolph"" ","(subscription required) Haney, James E., ""Wilma Rudolph"""
5835,race,African_Americans,Edwin_Moses,interno_singolo,1,31,"Edwin Moses at World Athletics
IOC 1984 Summer ",Edwin Moses at World Athletics\\nIOC 1984 Summer ,Edwin Moses at World Athletics IOC 1984 Summer
