"domain","subject","alias","replacement","source","enabled","review_reason"
"gender","Bernadette_Peters","Bernadette Peters","Person","subject_label",TRUE,
"gender","Susan_Peters","Susan Peters","Person","subject_label",TRUE,
"gender","Amanda_Peterson","Amanda Peterson","Person","subject_label",TRUE,
"gender","Cassandra_Peterson","Cassandra Peterson","Person","subject_label",TRUE,
"gender","Valarie_Pettiford","Valarie Pettiford","Person","subject_label",TRUE,
"gender","Lori_Petty","Lori Petty","Person","subject_label",TRUE,
"gender","Michelle_Pfeiffer","Michelle Pfeiffer","Person","subject_label",TRUE,
"gender","Mackenzie_Phillips","Mackenzie Phillips","Person","subject_label",TRUE,
"gender","Michelle_Phillips","Michelle Phillips","Person","subject_label",TRUE,
"gender","Mary_Pickford","Mary Pickford","Person","subject_label",TRUE,
"gender","Maria_Pitillo","Maria Pitillo","Person","subject_label",TRUE,
"gender","Zasu_Pitts","Zasu Pitts","Person","subject_label",TRUE,
"gender","Mary_Kay_Place","Mary Kay Place","Person","subject_label",TRUE,
"gender","Alice_Playten","Alice Playten","Person","subject_label",TRUE,
"gender","Suzanne_Pleshette","Suzanne Pleshette","Person","subject_label",TRUE,
"gender","Amy_Poehler","Amy Poehler","Person","subject_label",TRUE,
"gender","Sydney_Tamiia_Poitier","Sydney Tamiia Poitier","Person","subject_label",TRUE,
"gender","Natalie_Portman","Natalie Portman","Person","subject_label",TRUE,
"gender","Laura_Post","Laura Post","Person","subject_label",TRUE,
"gender","Jane_Powell","Jane Powell","Person","subject_label",TRUE,
"gender","Paula_Prentiss","Paula Prentiss","Person","subject_label",TRUE,
"gender","Carrie_Preston","Carrie Preston","Person","subject_label",TRUE,
"gender","Maggie_Q","Maggie Q","Person","subject_label",TRUE,
"gender","Margaret_Qualley","Margaret Qualley","Person","subject_label",TRUE,
"gender","Maeve_Quinlan","Maeve Quinlan","Person","subject_label",TRUE,
"gender","Aileen_Quinn","Aileen Quinn","Person","subject_label",TRUE,
"gender","Charlotte_Rae","Charlotte Rae","Person","subject_label",TRUE,
"gender","Mary_Lynn_Rajskub","Mary Lynn Rajskub","Person","subject_label",TRUE,
"gender","Sara_Ramirez","Sara Ramirez","Person","subject_label",TRUE,
"gender","Laura_Ramsey","Laura Ramsey","Person","subject_label",TRUE,
"gender","Kim_Raver","Kim Raver","Person","subject_label",TRUE,
"gender","Martha_Raye","Martha Raye","Person","subject_label",TRUE,
"gender","Nancy_Davis_Reagan","Nancy Davis Reagan","Person","subject_label",TRUE,
"gender","Donna_Reed","Donna Reed","Person","subject_label",TRUE,
"gender","Storm_Reid","Storm Reid","Person","subject_label",TRUE,
"gender","Tara_Reid","Tara Reid","Person","subject_label",TRUE,
"gender","Anne_Revere","Anne Revere","Person","subject_label",TRUE,
"gender","Judy_Reyes","Judy Reyes","Person","subject_label",TRUE,
"gender","Debbie_Reynolds","Debbie Reynolds","Person","subject_label",TRUE,
"gender","Alicia_Rhett","Alicia Rhett","Person","subject_label",TRUE,
"gender","Barbara_Rhoades","Barbara Rhoades","Person","subject_label",TRUE,
"gender","Cynthia_Rhodes","Cynthia Rhodes","Person","subject_label",TRUE,
"gender","Jennifer_Rhodes","Jennifer Rhodes","Person","subject_label",TRUE,
"gender","Christina_Ricci","Christina Ricci","Person","subject_label",TRUE,
"gender","Denise_Richards","Denise Richards","Person","subject_label",TRUE,
"gender","LaTanya_Richardson","LaTanya Richardson","Person","subject_label",TRUE,
"gender","Lisa_Rinna","Lisa Rinna","Person","subject_label",TRUE,
"gender","Doris_Roberts","Doris Roberts","Person","subject_label",TRUE,
"gender","Ann_Robinson","Ann Robinson","Person","subject_label",TRUE,
"gender","Lela_Rochon","Lela Rochon","Person","subject_label",TRUE,
"gender","Ginger_Rogers","Ginger Rogers","Person","subject_label",TRUE,
"gender","Ruth_Roman","Ruth Roman","Person","subject_label",TRUE,
"gender","Anika_Noni_Rose","Anika Noni Rose","Person","subject_label",TRUE,
"gender","Margot_Rose","Margot Rose","Person","subject_label",TRUE,
"gender","Diana_Ross","Diana Ross","Person","subject_label",TRUE,
"gender","Lillian_Roth","Lillian Roth","Person","subject_label",TRUE,
"gender","Debra_Jo_Rupp","Debra Jo Rupp","Person","subject_label",TRUE,
"gender","Gail_Russell","Gail Russell","Person","subject_label",TRUE,
"gender","Jane_Russell","Jane Russell","Person","subject_label",TRUE,
"gender","Rosalind_Russell","Rosalind Russell","Person","subject_label",TRUE,
"gender","Irene_Ryan","Irene Ryan","Person","subject_label",TRUE,
"gender","Jeri_Ryan","Jeri Ryan","Person","subject_label",TRUE,
"gender","Meg_Ryan","Meg Ryan","Person","subject_label",TRUE,
"gender","Susan_Saint_James","Susan Saint James","Person","subject_label",TRUE,
"gender","Zoe_Saldana","Zoe Saldana","Person","subject_label",TRUE,
"gender","Mia_Sara","Mia Sara","Person","subject_label",TRUE,
"gender","Tura_Satana","Tura Satana","Person","subject_label",TRUE,
"gender","Allison_Scagliotti","Allison Scagliotti","Person","subject_label",TRUE,
"gender","Gia_Scala","Gia Scala","Person","subject_label",TRUE,
"gender","Natalie_Schafer","Natalie Schafer","Person","subject_label",TRUE,
"gender","Amy_Schumer","Amy Schumer","Person","subject_label",TRUE,
"gender","Jill_Scott","Jill Scott","Person","subject_label",TRUE,
"gender","Lizabeth_Scott","Lizabeth Scott","Person","subject_label",TRUE,
"gender","Adrienne_Shelly","Adrienne Shelly","Person","subject_label",TRUE,
"gender","Dinah_Shore","Dinah Shore","Person","subject_label",TRUE,
"gender","Sylvia_Sidney","Sylvia Sidney","Person","subject_label",TRUE,
"gender","Drew_Sidora","Drew Sidora","Person","subject_label",TRUE,
"gender","Leslie_Silva","Leslie Silva","Person","subject_label",TRUE,
"gender","Sarah_Silverman","Sarah Silverman","Person","subject_label",TRUE,
"gender","Jessica_Simpson","Jessica Simpson","Person","subject_label",TRUE,
"gender","Nancy_Sinatra","Nancy Sinatra","Person","subject_label",TRUE,
"gender","Helen_Slater","Helen Slater","Person","subject_label",TRUE,
"gender","Kellita_Smith","Kellita Smith","Person","subject_label",TRUE,
"gender","Tasha_Smith","Tasha Smith","Person","subject_label",TRUE,
"gender","Yeardley_Smith","Yeardley Smith","Person","subject_label",TRUE,
"gender","Rena_Sofer","Rena Sofer","Person","subject_label",TRUE,
"gender","Sarah_Sokolovic","Sarah Sokolovic","Person","subject_label",TRUE,
"gender","Bonnie_Somerville","Bonnie Somerville","Person","subject_label",TRUE,
"gender","Suzanne_Somers","Suzanne Somers","Person","subject_label",TRUE,
"gender","Ann_Sothern","Ann Sothern","Person","subject_label",TRUE,
"gender","Sissy_Spacek","Sissy Spacek","Person","subject_label",TRUE,
"gender","Kim_Stanley","Kim Stanley","Person","subject_label",TRUE,
"gender","Barbara_Stanwyck","Barbara Stanwyck","Person","subject_label",TRUE,
"gender","Jean_Stapleton","Jean Stapleton","Person","subject_label",TRUE,
"gender","Maureen_Stapleton","Maureen Stapleton","Person","subject_label",TRUE,
"gender","Karen_Steele","Karen Steele","Person","subject_label",TRUE,
"gender","Hailee_Steinfeld","Hailee Steinfeld","Person","subject_label",TRUE,
"gender","Jan_Sterling","Jan Sterling","Person","subject_label",TRUE,
"gender","Connie_Stevens","Connie Stevens","Person","subject_label",TRUE,
"gender","Stella_Stevens","Stella Stevens","Person","subject_label",TRUE,
"gender","Elaine_Stewart","Elaine Stewart","Person","subject_label",TRUE,
"gender","Sharon_Stone","Sharon Stone","Person","subject_label",TRUE,
"gender","Meryl_Streep","Meryl Streep","Person","subject_label",TRUE,
"gender","Kristine_Sutherland","Kristine Sutherland","Person","subject_label",TRUE,
"gender","Gloria_Swanson","Gloria Swanson","Person","subject_label",TRUE,
"gender","Wanda_Sykes","Wanda Sykes","Person","subject_label",TRUE,
"gender","Sophia_Takal","Sophia Takal","Person","subject_label",TRUE,
"gender","Natalie_Talmadge","Natalie Talmadge","Person","subject_label",TRUE,
"gender","Norma_Talmadge","Norma Talmadge","Person","subject_label",TRUE,
"gender","Katelyn_Tarver","Katelyn Tarver","Person","subject_label",TRUE,
"gender","Lilyan_Tashman","Lilyan Tashman","Person","subject_label",TRUE,
"gender","Elizabeth_Taylor","Elizabeth Taylor","Person","subject_label",TRUE,
"gender","Shirley_Temple","Shirley Temple","Person","subject_label",TRUE,
"gender","Lynne_Thigpen","Lynne Thigpen","Person","subject_label",TRUE,
"gender","Uma_Thurman","Uma Thurman","Person","subject_label",TRUE,
"gender","Gene_Tierney","Gene Tierney","Person","subject_label",TRUE,
"gender","Jennifer_Tilly","Jennifer Tilly","Person","subject_label",TRUE,
"gender","Hallie_Todd","Hallie Todd","Person","subject_label",TRUE,
"gender","Lauren_Tom","Lauren Tom","Person","subject_label",TRUE,
"gender","Gina_Torres","Gina Torres","Person","subject_label",TRUE,
"gender","Jessica_Tuck","Jessica Tuck","Person","subject_label",TRUE,
"gender","Janine_Turner","Janine Turner","Person","subject_label",TRUE,
"gender","Kathleen_Turner","Kathleen Turner","Person","subject_label",TRUE,
"gender","Tina_Turner","Tina Turner","Person","subject_label",TRUE,
"gender","Liv_Tyler","Liv Tyler","Person","subject_label",TRUE,
"gender","Carrie_Underwood","Carrie Underwood","Person","subject_label",TRUE,
"gender","Mamie_Van_Doren","Mamie Van Doren","Person","subject_label",TRUE,
"gender","Grace_Van_Patten","Grace Van Patten","Person","subject_label",TRUE,
"gender","Victoria_Vetri","Victoria Vetri","Person","subject_label",TRUE,
"gender","Yvette_Vickers","Yvette Vickers","Person","subject_label",TRUE,
"gender","Nana_Visitor","Nana Visitor","Person","subject_label",TRUE,
"gender","Monique_Van_Vooren","Monique Van Vooren","Person","subject_label",TRUE,
"gender","Gloria_Votsis","Gloria Votsis","Person","subject_label",TRUE,
"gender","Lisa_Ann_Walter","Lisa Ann Walter","Person","subject_label",TRUE,
"gender","Nancy_Walters","Nancy Walters","Person","subject_label",TRUE,
"gender","Susan_Ward","Susan Ward","Person","subject_label",TRUE,
"gender","Jennifer_Warren","Jennifer Warren","Person","subject_label",TRUE,
"gender","Lesley_Ann_Warren","Lesley Ann Warren","Person","subject_label",TRUE,
"gender","Ethel_Waters","Ethel Waters","Person","subject_label",TRUE,
"gender","Chloe_Webb","Chloe Webb","Person","subject_label",TRUE,
"gender","Virginia_Weidler","Virginia Weidler","Person","subject_label",TRUE,
"gender","Raquel_Welch","Raquel Welch","Person","subject_label",TRUE,
"gender","Betty_White","Betty White","Person","subject_label",TRUE,
"gender","Karen_Malina_White","Karen Malina White","Person","subject_label",TRUE,
"gender","Lynn_Whitfield","Lynn Whitfield","Person","subject_label",TRUE,
"gender","Grace_Lee_Whitney","Grace Lee Whitney","Person","subject_label",TRUE,
"gender","Mary_Wickes","Mary Wickes","Person","subject_label",TRUE,
"gender","Laura_Slade_Wiggins","Laura Slade Wiggins","Person","subject_label",TRUE,
"gender","Cara_Williams","Cara Williams","Person","subject_label",TRUE,
"gender","JoBeth_Williams","JoBeth Williams","Person","subject_label",TRUE,
"gender","Casey_Wilson","Casey Wilson","Person","subject_label",TRUE,
"gender","Mary_Louise_Wilson","Mary Louise Wilson","Person","subject_label",TRUE,
"gender","Rita_Wilson","Rita Wilson","Person","subject_label",TRUE,
"gender","Camille_Winbush","Camille Winbush","Person","subject_label",TRUE,
"gender","Oprah_Winfrey","Oprah Winfrey","Person","subject_label",TRUE,
"gender","Mary_Elizabeth_Winstead","Mary Elizabeth Winstead","Person","subject_label",TRUE,
"gender","Ariel_Winter","Ariel Winter","Person","subject_label",TRUE,
"gender","Shelley_Winters","Shelley Winters","Person","subject_label",TRUE,
"gender","Evan_Rachel_Wood","Evan Rachel Wood","Person","subject_label",TRUE,
"gender","Natalie_Wood","Natalie Wood","Person","subject_label",TRUE,
"gender","Alfre_Woodard","Alfre Woodard","Person","subject_label",TRUE,
"gender","Fay_Wray","Fay Wray","Person","subject_label",TRUE,
"gender","Jane_Wyman","Jane Wyman","Person","subject_label",TRUE,
"gender","Jane_Wyatt","Jane Wyatt","Person","subject_label",TRUE,
"gender","Deborah_Yates","Deborah Yates","Person","subject_label",TRUE,
"gender","Loretta_Young","Loretta Young","Person","subject_label",TRUE,
"gender","Sean_Young","Sean Young","Person","subject_label",TRUE,
"gender","Pia_Zadora","Pia Zadora","Person","subject_label",TRUE,
"gender","Lisa_Zane","Lisa Zane","Person","subject_label",TRUE,
"gender","Natalie_Zea","Natalie Zea","Person","subject_label",TRUE,
"gender","Stephanie_Zimbalist","Stephanie Zimbalist","Person","subject_label",TRUE,
"gender","Jolene_Anderson","Jolene Anderson","Person","subject_label",TRUE,
"gender","Pamela_Anderson","Pamela Anderson","Person","subject_label",TRUE,
"gender","Beatrice_Arthur","Beatrice Arthur","Person","subject_label",TRUE,
"gender","Nina_Arvesen","Nina Arvesen","Person","subject_label",TRUE,
"gender","Morena_Baccarin","Morena Baccarin","Person","subject_label",TRUE,
"gender","Pamela_Bellwood","Pamela Bellwood","Person","subject_label",TRUE,
"gender","Lourdes_Benedicto","Lourdes Benedicto","Person","subject_label",TRUE,
"gender","Jayne_Bentzen","Jayne Bentzen","Person","subject_label",TRUE,
"gender","Julie_Marie_Berman","Julie Marie Berman","Person","subject_label",TRUE,
"gender","Martine_Beswick","Martine Beswick","Person","subject_label",TRUE,
"gender","Jensen_Buchanan","Jensen Buchanan","Person","subject_label",TRUE,
"gender","Candace_Cameron_Bure","Candace Cameron Bure","Person","subject_label",TRUE,
"gender","Jean_Byron","Jean Byron","Person","subject_label",TRUE,
"gender","Sadie_Calvano","Sadie Calvano","Person","subject_label",TRUE,
"gender","Thelma_Carpenter","Thelma Carpenter","Person","subject_label",TRUE,
"gender","Sharon_Case","Sharon Case","Person","subject_label",TRUE,
"gender","Sarah_Chalke","Sarah Chalke","Person","subject_label",TRUE,
"gender","Erin_Chambers","Erin Chambers","Person","subject_label",TRUE,
"gender","Judith_Chapman","Judith Chapman","Person","subject_label",TRUE,
"gender","Leslie_Charleson","Leslie Charleson","Person","subject_label",TRUE,
"gender","Mindy_Cohn","Mindy Cohn","Person","subject_label",TRUE,
"gender","Joan_Collins","Joan Collins","Person","subject_label",TRUE,
"gender","Jeanne_Cooper","Jeanne Cooper","Person","subject_label",TRUE,
"gender","Eileen_Davidson","Eileen Davidson","Person","subject_label",TRUE,
"gender","Roma_Downey","Roma Downey","Person","subject_label",TRUE,
"gender","Lena_Dunham","Lena Dunham","Person","subject_label",TRUE,
"gender","Jena_Engstrom","Jena Engstrom","Person","subject_label",TRUE,
"gender","Susan_Flannery","Susan Flannery","Person","subject_label",TRUE,
"gender","Yvette_Freeman","Yvette Freeman","Person","subject_label",TRUE,
"gender","Melissa_Fumero","Melissa Fumero","Person","subject_label",TRUE,
"gender","Gina_Gallego","Gina Gallego","Person","subject_label",TRUE,
"gender","Jennifer_Gareis","Jennifer Gareis","Person","subject_label",TRUE,
"gender","Marla_Gibbs","Marla Gibbs","Person","subject_label",TRUE,
"gender","Judy_Gold","Judy Gold","Person","subject_label",TRUE,
"gender","Nancy_Lee_Grahn","Nancy Lee Grahn","Person","subject_label",TRUE,
"gender","Ellen_Greene","Ellen Greene","Person","subject_label",TRUE,
"gender","Kathy_Griffin","Kathy Griffin","Person","subject_label",TRUE,
"gender","Natalie_Hall","Natalie Hall","Person","subject_label",TRUE,
"gender","Lisa_Hartman_Black","Lisa Hartman Black","Person","subject_label",TRUE,
"gender","Susan_Seaforth_Hayes","Susan Seaforth Hayes","Person","subject_label",TRUE,
"gender","Alexandra_Hedison","Alexandra Hedison","Person","subject_label",TRUE,
"gender","Bella_Jarrett","Bella Jarrett","Person","subject_label",TRUE,
"gender","Kim_Kardashian","Kim Kardashian","Person","subject_label",TRUE,
"gender","Stana_Katic","Stana Katic","Person","subject_label",TRUE,
"gender","Ilene_Kristen","Ilene Kristen","Person","subject_label",TRUE,
"gender","Alison_LaPlaca","Alison LaPlaca","Person","subject_label",TRUE,
"gender","Jessica_Leccia","Jessica Leccia","Person","subject_label",TRUE,
"gender","Michele_Lee","Michele Lee","Person","subject_label",TRUE,
"gender","Christina_Bennett_Lind","Christina Bennett Lind","Person","subject_label",TRUE,
"gender","Kate_Linder","Kate Linder","Person","subject_label",TRUE,
"gender","Lisa_LoCicero","Lisa LoCicero","Person","subject_label",TRUE,
"gender","Ann_Magnuson","Ann Magnuson","Person","subject_label",TRUE,
"gender","Beth_Maitland","Beth Maitland","Person","subject_label",TRUE,
"gender","Simenona_Martinez","Simenona Martinez","Person","subject_label",TRUE,
"gender","Constance_McCashin","Constance McCashin","Person","subject_label",TRUE,
"gender","Audra_McDonald","Audra McDonald","Person","subject_label",TRUE,
"gender","Harriet_Nelson","Harriet Nelson","Person","subject_label",TRUE,
"gender","Catherine_Oxenberg","Catherine Oxenberg","Person","subject_label",TRUE,
"gender","Julianne_Phillips","Julianne Phillips","Person","subject_label",TRUE,
"gender","Cathy_Podewell","Cathy Podewell","Person","subject_label",TRUE,
"gender","Priscilla_Presley","Priscilla Presley","Person","subject_label",TRUE,
"gender","Melissa_Rauch","Melissa Rauch","Person","subject_label",TRUE,
"gender","Kathleen_Robertson","Kathleen Robertson","Person","subject_label",TRUE,
"gender","Suzanne_Rogers","Suzanne Rogers","Person","subject_label",TRUE,
"gender","Isabel_Sanford","Isabel Sanford","Person","subject_label",TRUE,
"gender","Debralee_Scott","Debralee Scott","Person","subject_label",TRUE,
"gender","Melody_Thomas_Scott","Melody Thomas Scott","Person","subject_label",TRUE,
"gender","Daniela_Sea","Daniela Sea","Person","subject_label",TRUE,
"gender","Connie_Sellecca","Connie Sellecca","Person","subject_label",TRUE,
"gender","Eden_Sher","Eden Sher","Person","subject_label",TRUE,
"gender","Hazel_Shermet","Hazel Shermet","Person","subject_label",TRUE,
"gender","Mary_Sinclair","Mary Sinclair","Person","subject_label",TRUE,
"gender","Sonja_Sohn","Sonja Sohn","Person","subject_label",TRUE,
"gender","Michelle_Stafford","Michelle Stafford","Person","subject_label",TRUE,
"gender","Barbara_Stock","Barbara Stock","Person","subject_label",TRUE,
"gender","Robin_Strasser","Robin Strasser","Person","subject_label",TRUE,
"gender","Barbara_Tarbuck","Barbara Tarbuck","Person","subject_label",TRUE,
"gender","Betty_Thomas","Betty Thomas","Person","subject_label",TRUE,
"gender","Gina_Tognoni","Gina Tognoni","Person","subject_label",TRUE,
"gender","Hunter_Tylo","Hunter Tylo","Person","subject_label",TRUE,
"gender","Joan_Van_Ark","Joan Van Ark","Person","subject_label",TRUE,
"gender","Tarantula_Ghoul","Tarantula Ghoul","Person","subject_label",TRUE,
"gender","Nancy_Walker","Nancy Walker","Person","subject_label",TRUE,
"gender","Jess_Walton","Jess Walton","Person","subject_label",TRUE,
"gender","Suzanne_Whang","Suzanne Whang","Person","subject_label",TRUE,
"gender","Tonya_Lee_Williams","Tonya Lee Williams","Person","subject_label",TRUE,
"gender","Aloma_Wright","Aloma Wright","Person","subject_label",TRUE,
"gender","Ashlynn_Yennie","Ashlynn Yennie","Person","subject_label",TRUE,
"political_ideology","Left-wing_politics","Left-wing politics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Far-left_politics","Far-left politics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Centre-left_politics","Centre-left politics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left-wing_market_anarchism","Left-wing market anarchism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Jewish_left","Jewish left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left_communism","Left communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left-wing_terrorism","Left-wing terrorism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Old_Left","Old Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Anti-Stalinist_left","Anti-Stalinist left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","New_Left","New Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left_Shachtmanism","Left Shachtmanism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","New_Left_in_China","New Left in China","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","New_Left_in_Japan","New Left in Japan","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left_Opposition","Left Opposition","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Far-left_politics_in_the_United_Kingdom","Far-left politics in the United Kingdom","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","French_Left","French Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left-wing_fascism","Left-wing fascism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Regressive_left","Regressive left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Historical_Left","Historical Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left-wing_nationalism","Left-wing nationalism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left-wing_populism","Left-wing populism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Party_of_the_European_Left","Party of the European Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Italian_Left","Italian Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left_Bloc","Left Bloc","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Spiritual_left","Spiritual left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Christian_left","Christian left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Evangelical_left","Evangelical left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","American_Left","American Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Historical_Far_Left","Historical Far Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Democratic_Left_Alliance","Democratic Left Alliance","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left_Socialist-Revolutionaries","Left Socialist-Revolutionaries","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Left-wing_uprisings_against_the_Bolsheviks","Left-wing uprisings against the Bolsheviks","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Chinese_New_Left","Chinese New Left","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","List_of_left-wing_rebel_groups","List of left-wing rebel groups","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Centre-right_politics","Centre-right politics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right-wing_politics","Right-wing politics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Far-right_politics","Far-right politics","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right_Opposition","Right Opposition","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right-wing_authoritarianism","Right-wing authoritarianism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right-wing_dictatorship","Right-wing dictatorship","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right-wing_terrorism","Right-wing terrorism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Christian_right","Christian right","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","New_Right","New Right","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right-wing_populism","Right-wing populism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Historical_Right","Historical Right","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Far-right_social_centres","Far-right social centres","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Far-right_subcultures","Far-right subcultures","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Far-right_terrorism","Far-right terrorism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Congress_of_the_New_Right","Congress of the New Right","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Right_realism","Right realism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism","Communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communist_society","Communist society","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Pre-Marxist_communism","Pre-Marxist communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Primitive_communism","Primitive communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Religious_communism","Religious communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Christian_communism","Christian communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","History_of_communism","History of communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communist_state","Communist state","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Barracks_communism","Barracks communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Scientific_communism","Scientific communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","National_communism","National communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","War_communism","War communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Libertarian_communism","Libertarian communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Council_communism","Council communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Nihilist_communism","Nihilist communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","World_communism","World communism","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_Quebec","Communism in Quebec","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_Colombia","Communism in Colombia","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_Kerala","Communism in Kerala","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_Sumatra","Communism in Sumatra","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_the_Philippines","Communism in the Philippines","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_Vietnam","Communism in Vietnam","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","National_Communism_in_Romania","National Communism in Romania","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_India","Communism in India","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
"political_ideology","Communism_in_Nepal","Communism in Nepal","XYZ","subject_label",FALSE,"use_identifying_terms_not_entire_page_title"
