id_riga_originale,dominio,categoria,entita,tipo_newline,n_newline,posizioni_newline,newline_iniziale,newline_finale,newline_consecutivi,spazio_prima_newline,spazio_dopo_newline,ha_tab,ha_carriage_return,ha_markup,is_duplicato_esatto,is_duplicato_normalizzato,lunghezza_originale,lunghezza_candidata,candidata_diversa,prompt,prompt_visibile,prompt_candidato_whitespace
19665,profession,engineering_branches,Systems_engineering,interno_multiplo,2,19 | 44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,63,TRUE,"INCOSE UK homepage
PPI SE Goldmine homepage
Systems Engineering ",INCOSE UK homepage\\nPPI SE Goldmine homepage\\nSystems Engineering ,INCOSE UK homepage PPI SE Goldmine homepage Systems Engineering
19678,profession,engineering_branches,Reliability_engineering,interno_consecutivo,2,50 | 51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,56,TRUE,"Reliability engineering may in that case involve:

System ",Reliability engineering may in that case involve:\\n\\nSystem ,Reliability engineering may in that case involve: System
19734,profession,engineering_branches,Combat_engineer,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Equipment used by combat engineers
Basic combat engineering ",Equipment used by combat engineers\\nBasic combat engineering ,Equipment used by combat engineers Basic combat engineering
19741,profession,engineering_branches,Nanomaterials,interno_singolo,1,37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,49,TRUE,"(the usual definition of nanoscale) 
Nanomaterials ",(the usual definition of nanoscale) \\nNanomaterials ,(the usual definition of nanoscale) Nanomaterials
19910,profession,engineering_branches,Web_engineering,interno_multiplo,3,25 | 82 | 124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,128,127,TRUE,": http://www.iswe-ev.de/
Web Engineering Community: http://www.webengineering.org
WISE Society: http://www.wisesociety.org/
ACM ",: http://www.iswe-ev.de/\\nWeb Engineering Community: http://www.webengineering.org\\nWISE Society: http://www.wisesociety.org/\\nACM ,: http://www.iswe-ev.de/ Web Engineering Community: http://www.webengineering.org WISE Society: http://www.wisesociety.org/ ACM
20062,profession,engineering_branches,Interdisciplinarity,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"Center for the Study of Interdisciplinarity
Centre for ",Center for the Study of Interdisciplinarity\\nCentre for ,Center for the Study of Interdisciplinarity Centre for
20068,profession,engineering_branches,Interdisciplinarity,interno_singolo,1,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Practicing Interdisciplinarity
Peter Weingart; Britta ",Practicing Interdisciplinarity\\nPeter Weingart; Britta ,Practicing Interdisciplinarity Peter Weingart; Britta
20139,profession,engineering_branches,Photonics,interno_consecutivo,2,47 | 48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,50,TRUE,"The term photonics more specifically connotes:

The ",The term photonics more specifically connotes:\\n\\nThe ,The term photonics more specifically connotes: The
15420,profession,entertainer_occupations,Geisha,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,33,TRUE,"Daniel Mann
The Barbarian and the ",Daniel Mann\\nThe Barbarian and the ,Daniel Mann The Barbarian and the
15421,profession,entertainer_occupations,Geisha,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,24,TRUE,"Hideo Gosha
The World of ",Hideo Gosha\\nThe World of ,Hideo Gosha The World of
15422,profession,entertainer_occupations,Geisha,interno_singolo,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,24,TRUE,"Yang Yun-ho
Memoirs of a ",Yang Yun-ho\\nMemoirs of a ,Yang Yun-ho Memoirs of a
15456,profession,entertainer_occupations,Mime,interno_consecutivo,4,30 | 31 | 49 | 50,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,60,TRUE,"The field appears as follows:

MIME-Version: 1.0

According to ",The field appears as follows:\\n\\nMIME-Version: 1.0\\n\\nAccording to ,The field appears as follows: MIME-Version: 1.0 According to
15457,profession,entertainer_occupations,Mime,interno_consecutivo,2,22 | 23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,31,TRUE,"A MIME part can have:

an inline ",A MIME part can have:\\n\\nan inline ,A MIME part can have: an inline
15469,profession,entertainer_occupations,Mime,interno_singolo,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Free Online PHP MIME checker
Free Online ",Free Online PHP MIME checker\\nFree Online ,Free Online PHP MIME checker Free Online
15552,profession,entertainer_occupations,Singer,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,58,57,TRUE,"Voice classification
Vocal styles: for classical singers, ","Voice classification\\nVocal styles: for classical singers, ","Voice classification Vocal styles: for classical singers,"
13846,profession,film_and_television_occupations,Film_director,interno_singolo,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"2: Directors
Contemporary North American Film Directors: A ",2: Directors\\nContemporary North American Film Directors: A ,2: Directors Contemporary North American Film Directors: A
13311,profession,healthcare_occupations,Occupational_Therapist,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,59,58,TRUE,"Early Intervention
An occupational therapist may work with ",Early Intervention\\nAn occupational therapist may work with ,Early Intervention An occupational therapist may work with
13315,profession,healthcare_occupations,Occupational_Therapist,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,65,64,TRUE,"Outpatient services
Occupational therapists might also work with ",Outpatient services\\nOccupational therapists might also work with ,Outpatient services Occupational therapists might also work with
13317,profession,healthcare_occupations,Occupational_Therapist,interno_singolo,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,57,56,TRUE,"Primary care
Primary care for occupational therapists is ",Primary care\\nPrimary care for occupational therapists is ,Primary care Primary care for occupational therapists is
13444,profession,healthcare_occupations,Midwife,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,62,TRUE,"Education, training and regulation
The undergraduate midwifery ","Education, training and regulation\\nThe undergraduate midwifery ","Education, training and regulation The undergraduate midwifery"
13447,profession,healthcare_occupations,Midwife,interno_singolo,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,38,TRUE,"Practice
Women may choose a midwife, a ","Practice\\nWomen may choose a midwife, a ","Practice Women may choose a midwife, a"
13466,profession,healthcare_occupations,Midwife,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,60,TRUE,"Responsibility
A midwife's responsibilities were not limited ",Responsibility\\nA midwife's responsibilities were not limited ,Responsibility A midwife's responsibilities were not limited
21532,profession,industrial_occupations,Wheelwright,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"Worshipful Company of Wheelwrights
Phill Gregson, ","Worshipful Company of Wheelwrights\\nPhill Gregson, ","Worshipful Company of Wheelwrights Phill Gregson,"
20250,profession,mental_health_occupations,Occupational_therapist,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,59,58,TRUE,"Early Intervention
An occupational therapist may work with ",Early Intervention\\nAn occupational therapist may work with ,Early Intervention An occupational therapist may work with
20254,profession,mental_health_occupations,Occupational_therapist,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,65,64,TRUE,"Outpatient services
Occupational therapists might also work with ",Outpatient services\\nOccupational therapists might also work with ,Outpatient services Occupational therapists might also work with
20256,profession,mental_health_occupations,Occupational_therapist,interno_singolo,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,57,56,TRUE,"Primary care
Primary care for occupational therapists is ",Primary care\\nPrimary care for occupational therapists is ,Primary care Primary care for occupational therapists is
11527,profession,metalworking_occupations,Blacksmith,interno_singolo,1,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"Blacksmith Scene
Forging of Chain by Two ",Blacksmith Scene\\nForging of Chain by Two ,Blacksmith Scene Forging of Chain by Two
11630,profession,metalworking_occupations,Machine_tool,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"David Wilkinson
Machine tools can be powered from ",David Wilkinson\\nMachine tools can be powered from ,David Wilkinson Machine tools can be powered from
11685,profession,metalworking_occupations,Gunsmith,interno_singolo,1,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,67,TRUE,"Apprenticeships, learning directly from professional gunsmiths:
The ","Apprenticeships, learning directly from professional gunsmiths:\\nThe ","Apprenticeships, learning directly from professional gunsmiths: The"
11812,profession,metalworking_occupations,Management,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,55,TRUE,"From this perspective, Henri Fayol
considers management ","From this perspective, Henri Fayol\\nconsiders management ","From this perspective, Henri Fayol considers management"
11904,profession,metalworking_occupations,Statistics,interno_singolo,1,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,61,TRUE,"UCLA Statistical Computing Resources
Philosophy of Statistics ",UCLA Statistical Computing Resources\\nPhilosophy of Statistics ,UCLA Statistical Computing Resources Philosophy of Statistics
12007,profession,metalworking_occupations,Engineering_drawing,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Engineering Drawing
David A. Madsen, Karen Schertz, ","Engineering Drawing\\nDavid A. Madsen, Karen Schertz, ","Engineering Drawing David A. Madsen, Karen Schertz,"
12072,profession,metalworking_occupations,Trade_union,interno_singolo,1,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,40,TRUE,"British Trade Unions, 1945-1995
Zeitlin, ","British Trade Unions, 1945-1995\\nZeitlin, ","British Trade Unions, 1945-1995 Zeitlin,"
16326,profession,nursing_specialties,Nursing_research,interno_consecutivo,2,47 | 48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,59,TRUE,"Nursing research falls largely into two areas:

Quantitative ",Nursing research falls largely into two areas:\\n\\nQuantitative ,Nursing research falls largely into two areas: Quantitative
14683,profession,scientific_occupations,Calculus,interno_multiplo,2,6 | 39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Kouba
Donald Allen's notes on calculus
Calculus training ",Kouba\\nDonald Allen's notes on calculus\\nCalculus training ,Kouba Donald Allen's notes on calculus Calculus training
14691,profession,scientific_occupations,Private_income,interno_consecutivo,2,26 | 27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,44,TRUE,"Private income is either:

any type of income ",Private income is either:\\n\\nany type of income ,Private income is either: any type of income
14740,profession,scientific_occupations,Science,interno_consecutivo,3,23 | 24 | 36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,68,TRUE,"Wikibooks.orgResources

Euroscience
Classification of the Sciences in ",Wikibooks.orgResources\\n\\nEuroscience\\nClassification of the Sciences in ,Wikibooks.orgResources Euroscience Classification of the Sciences in
15022,profession,scientific_occupations,Chemist,interno_singolo,1,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,TRUE,"Physical Chemistry ISBN 0-19-879285-9
Atkins, ","Physical Chemistry ISBN 0-19-879285-9\\nAtkins, ","Physical Chemistry ISBN 0-19-879285-9 Atkins,"
15024,profession,scientific_occupations,Ecologist,interno_consecutivo,2,28 | 29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,57,TRUE,"Ecologists seek to explain:

Life processes, interactions, ","Ecologists seek to explain:\\n\\nLife processes, interactions, ","Ecologists seek to explain: Life processes, interactions,"
15138,profession,scientific_occupations,Political_scientist,interno_consecutivo,2,25 | 26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,58,TRUE,"According to Chaturvedy,

Political scientists may serve as ","According to Chaturvedy,\\n\\nPolitical scientists may serve as ","According to Chaturvedy, Political scientists may serve as"
12156,profession,sewing_occupations,Bookbinding,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,37,TRUE,"ISBN 0-500-27360-X
Lewis, A. W. Basic ","ISBN 0-500-27360-X\\nLewis, A. W. Basic ","ISBN 0-500-27360-X Lewis, A. W. Basic"
12271,profession,sewing_occupations,Glove,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Billiards glove
Boxing gloves: a specialized padded ",Billiards glove\\nBoxing gloves: a specialized padded ,Billiards glove Boxing gloves: a specialized padded
12272,profession,sewing_occupations,Glove,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"Cycling gloves
Driving gloves intended to improve ",Cycling gloves\\nDriving gloves intended to improve ,Cycling gloves Driving gloves intended to improve
12274,profession,sewing_occupations,Glove,interno_multiplo,3,17 | 32 | 46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Eton Fives glove
Falconry glove
Fencing glove
Football – ",Eton Fives glove\\nFalconry glove\\nFencing glove\\nFootball – ,Eton Fives glove Falconry glove Fencing glove Football –
12275,profession,sewing_occupations,Glove,interno_singolo,1,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Scuba diving gloves:
Cotton gloves; good abrasion, ","Scuba diving gloves:\\nCotton gloves; good abrasion, ","Scuba diving gloves: Cotton gloves; good abrasion,"
12302,profession,sewing_occupations,Glove,interno_consecutivo,2,41 | 42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,48,TRUE,"PPE places gloves into three categories:

Minimal ",PPE places gloves into three categories:\\n\\nMinimal ,PPE places gloves into three categories: Minimal
12433,profession,sewing_occupations,Backstitch,interno_singolo,1,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,56,TRUE,"Threaded backstitch
Pekinese stitch, a looped interlaced ","Threaded backstitch\\nPekinese stitch, a looped interlaced ","Threaded backstitch Pekinese stitch, a looped interlaced"
12570,profession,sewing_occupations,Interfacing,interno_singolo,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,39,TRUE,"Interfacings can be used to:
stiffen or ",Interfacings can be used to:\\nstiffen or ,Interfacings can be used to: stiffen or
12637,profession,sewing_occupations,Zipper,interno_consecutivo,2,13 | 14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,42,TRUE,"Zippers may:

increase or decrease the size ",Zippers may:\\n\\nincrease or decrease the size ,Zippers may: increase or decrease the size
12830,profession,sewing_occupations,Scissors,interno_singolo,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"Asia
In Pakistan, some believe that scissors ","Asia\\nIn Pakistan, some believe that scissors ","Asia In Pakistan, some believe that scissors"
12924,profession,sewing_occupations,Elias_Howe,interno_multiplo,3,28 | 31 | 34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68,61,TRUE,"Elias Howe's Sewing Machine
		
		
Despite securing his patent, Howe ","Elias Howe's Sewing Machine\\n\\t\\t\\n\\t\\t\\nDespite securing his patent, Howe ","Elias Howe's Sewing Machine Despite securing his patent, Howe"
12925,profession,sewing_occupations,Elias_Howe,interno_singolo,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,39,TRUE,"338–369
Elias Howe Biography by Alex I. ",338–369\\nElias Howe Biography by Alex I. ,338–369 Elias Howe Biography by Alex I.
20722,profession,theatre_personnel,Publicist,interno_singolo,1,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"Special publicity consultant
Unit publicist – The ",Special publicity consultant\\nUnit publicist – The ,Special publicity consultant Unit publicist – The
20746,profession,theatre_personnel,Stage_manager,interno_singolo,1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"Texting/calling
The stage manager may need to text ",Texting/calling\\nThe stage manager may need to text ,Texting/calling The stage manager may need to text
20860,profession,theatre_personnel,Theatre,interno_singolo,1,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"University of Bristol Theatre Collection
Music Hall ",University of Bristol Theatre Collection\\nMusic Hall ,University of Bristol Theatre Collection Music Hall
20881,profession,theatre_personnel,Neoclassicism,interno_singolo,1,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,43,TRUE,"Early Neoclassicism in France
Friedlaender, ","Early Neoclassicism in France\\nFriedlaender, ","Early Neoclassicism in France Friedlaender,"
21042,profession,theatre_personnel,Improvisational_theatre,interno_singolo,1,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Wiki about improvisational theatre
Fundamental Improv ",Wiki about improvisational theatre\\nFundamental Improv ,Wiki about improvisational theatre Fundamental Improv
21135,profession,theatre_personnel,Opera,interno_singolo,1,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"ISBN 0-333-73432-7, 1-56159-228-5
The Viking Opera ","ISBN 0-333-73432-7, 1-56159-228-5\\nThe Viking Opera ","ISBN 0-333-73432-7, 1-56159-228-5 The Viking Opera"
21136,profession,theatre_personnel,Opera,interno_singolo,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"Roger Parker
The Oxford Dictionary of Opera, ","Roger Parker\\nThe Oxford Dictionary of Opera, ","Roger Parker The Oxford Dictionary of Opera,"
21140,profession,theatre_personnel,Opera,interno_multiplo,2,23 | 46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,57,TRUE,"– Opera plot summaries
Vocabulaire de l'Opéra
OperaGlass, ","– Opera plot summaries\\nVocabulaire de l'Opéra\\nOperaGlass, ","– Opera plot summaries Vocabulaire de l'Opéra OperaGlass,"
21196,profession,theatre_personnel,Scenography,interno_consecutivo,2,2 | 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,43,TRUE,":

""Scenography is the seamless synthesis of ",":\\n\\n""Scenography is the seamless synthesis of ",": ""Scenography is the seamless synthesis of"
21198,profession,theatre_personnel,Scenography,interno_multiplo,2,15 | 56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,67,TRUE,"ISSN 1743-6117
Palatine Directory: Design / Scenography
Scenography ",ISSN 1743-6117\\nPalatine Directory: Design / Scenography\\nScenography ,ISSN 1743-6117 Palatine Directory: Design / Scenography Scenography
16612,profession,writing_occupations,Blog,interno_singolo,1,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,38,TRUE,"Personal blogs
The personal blog is an ",Personal blogs\\nThe personal blog is an ,Personal blogs The personal blog is an
16622,profession,writing_occupations,Blog,interno_singolo,1,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"subdomain in domain name.By genre
Some blogs ",subdomain in domain name.By genre\\nSome blogs ,subdomain in domain name.By genre Some blogs
16639,profession,writing_occupations,Blog,interno_singolo,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,42,TRUE,"""Blogging and advertising
It is common for ","""Blogging and advertising\\nIt is common for ","""Blogging and advertising It is common for"
16881,profession,writing_occupations,Speechwriter,interno_consecutivo,2,53 | 54,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,65,TRUE,"Professional speechwriter Lawrence Bernstein writes:

Some clients ",Professional speechwriter Lawrence Bernstein writes:\\n\\nSome clients ,Professional speechwriter Lawrence Bernstein writes: Some clients
16884,profession,writing_occupations,Speechwriter,interno_consecutivo,2,46 | 47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,73,TRUE,"Executive speechwriter Anthony Trendl writes:

Speechwriters specialize in ",Executive speechwriter Anthony Trendl writes:\\n\\nSpeechwriters specialize in ,Executive speechwriter Anthony Trendl writes: Speechwriters specialize in
16897,profession,writing_occupations,Technical_writer,interno_singolo,1,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,59,TRUE,"Kurt Vonnegut described technical writers as:
...trained to ",Kurt Vonnegut described technical writers as:\\n...trained to ,Kurt Vonnegut described technical writers as: ...trained to
4088,race,African_Americans,Roscoe_Lee_Browne,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,53,TRUE,"Retrieved March 1, 2016
Roscoe Lee Browne profile, at ","Retrieved March 1, 2016\\nRoscoe Lee Browne profile, at ","Retrieved March 1, 2016 Roscoe Lee Browne profile, at"
4121,race,African_Americans,Diahann_Carroll,interno_singolo,1,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,81,TRUE,"Diahann Carroll at the Internet Broadway Database
Diahann Carroll at the Internet ",Diahann Carroll at the Internet Broadway Database\\nDiahann Carroll at the Internet ,Diahann Carroll at the Internet Broadway Database Diahann Carroll at the Internet
4211,race,African_Americans,Sammy_Davis_Jr.,interno_multiplo,2,7 | 39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,58,TRUE,"(1965)
The Sammy Davis Jr. Show – Host
Alice In Wonderland ",(1965)\\nThe Sammy Davis Jr. Show – Host\\nAlice In Wonderland ,(1965) The Sammy Davis Jr. Show – Host Alice In Wonderland
4231,race,African_Americans,Danny_Glover,interno_singolo,1,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,51,TRUE,"Cheryl Byron and Something Positive
Danny Glover in ",Cheryl Byron and Something Positive\\nDanny Glover in ,Cheryl Byron and Something Positive Danny Glover in
4240,race,African_Americans,Dick_Gregory,interno_singolo,1,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,46,TRUE,"The Shadow that Scares Me
Dick Gregory's Bible ",The Shadow that Scares Me\\nDick Gregory's Bible ,The Shadow that Scares Me Dick Gregory's Bible
4241,race,African_Americans,Dick_Gregory,interno_singolo,1,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,50,TRUE,"ISBN 0-8128-6194-9
Dick Gregory's Natural Diet for ",ISBN 0-8128-6194-9\\nDick Gregory's Natural Diet for ,ISBN 0-8128-6194-9 Dick Gregory's Natural Diet for
4266,race,African_Americans,Dennis_Haysbert,interno_multiplo,2,5 | 29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,44,TRUE,"Club
Dennis Haysbert on IMDb
Haysbert Bio at ",Club\\nDennis Haysbert on IMDb\\nHaysbert Bio at ,Club Dennis Haysbert on IMDb Haysbert Bio at
4273,race,African_Americans,Gregory_Hines,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,71,TRUE,"TonyAwards.com Interview with Gregory Hines
Archival footage of Gregory ",TonyAwards.com Interview with Gregory Hines\\nArchival footage of Gregory ,TonyAwards.com Interview with Gregory Hines Archival footage of Gregory
4360,race,African_Americans,Lionel_Richie,interno_singolo,1,44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,49,TRUE,"2011: Lionel Richie: Dancing On the Ceiling
2014: ",2011: Lionel Richie: Dancing On the Ceiling\\n2014: ,2011: Lionel Richie: Dancing On the Ceiling 2014:
4373,race,African_Americans,Diana_Ross,interno_multiplo,2,13 | 50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,62,61,TRUE,"(TV Special)
Motown 25: Yesterday, Today, Forever
Diana Ross: ","(TV Special)\\nMotown 25: Yesterday, Today, Forever\\nDiana Ross: ","(TV Special) Motown 25: Yesterday, Today, Forever Diana Ross:"
4377,race,African_Americans,John_Singleton,interno_singolo,1,24,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,40,TRUE,"John Singleton on IMDb 
John Singleton at ",John Singleton on IMDb \\nJohn Singleton at ,John Singleton on IMDb John Singleton at
4411,race,African_Americans,Gary_Anthony_Williams,interno_singolo,1,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,54,TRUE,"Retrieved July 23, 2007
Gary Anthony Williams Causes a ","Retrieved July 23, 2007\\nGary Anthony Williams Causes a ","Retrieved July 23, 2007 Gary Anthony Williams Causes a"
4423,race,African_Americans,Oprah_Winfrey,interno_singolo,1,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,51,50,TRUE,"Accessed September 17, 2010
Works by Oprah Winfrey ","Accessed September 17, 2010\\nWorks by Oprah Winfrey ","Accessed September 17, 2010 Works by Oprah Winfrey"
4436,race,African_Americans,Alma_Thomas,interno_consecutivo,2,20 | 21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,50,TRUE,"""-Alma Thomas, 1970

Thomas would not be recognized ","""-Alma Thomas, 1970\\n\\nThomas would not be recognized ","""-Alma Thomas, 1970 Thomas would not be recognized"
