"dominio","categoria","entita","n_prompt_entita"
"gender","American_actresses","Kathryn_McGuire",1
"gender","American_actresses","Kathy_Griffin",3
"gender","American_actresses","Kathy_Ireland",4
"gender","American_actresses","Katie_Holmes",1
"gender","American_actresses","Katrina_Bowden",1
"gender","American_actresses","Kay_Francis",2
"gender","American_actresses","Kay_Medford",1
"gender","American_actresses","Kay_Panabaker",1
"gender","American_actresses","Kaye_Ballard",1
"gender","American_actresses","Keke_Palmer",1
"gender","American_actresses","Kelli_Giddish",1
"gender","American_actresses","Kellita_Smith",1
"gender","American_actresses","Kelly_Hu",1
"gender","American_actresses","Kelly_Jo_Minter",1
"gender","American_actresses","Kelly_Lynch",1
"gender","American_actresses","Kelly_McGillis",1
"gender","American_actresses","Khandi_Alexander",1
"gender","American_actresses","Kim_Delaney",1
"gender","American_actresses","Kim_Hunter",2
"gender","American_actresses","Kim_Kardashian",2
"gender","American_actresses","Kim_Raver",1
"gender","American_actresses","Kim_Stanley",1
"gender","American_actresses","Kimberly_Beck",1
"gender","American_actresses","Kimberly_Foster",1
"gender","American_actresses","Kira_Buckland",1
"gender","American_actresses","Krista_Allen",1
"gender","American_actresses","Kristanna_Loken",1
"gender","American_actresses","Kristin_Nelson",1
"gender","American_actresses","Kristine_Sutherland",1
"gender","American_actresses","L._Scott_Caldwell",1
"gender","American_actresses","LaTanya_Richardson",1
"gender","American_actresses","Lady_Gaga",4
"gender","American_actresses","Lainie_Kazan",1
"gender","American_actresses","Lara_Flynn_Boyle",1
"gender","American_actresses","Lara_Parker",1
"gender","American_actresses","Larisa_Oleynik",1
"gender","American_actresses","Laura_Kightlinger",1
"gender","American_actresses","Laura_Marano",1
"gender","American_actresses","Laura_Post",1
"gender","American_actresses","Laura_Ramsey",1
"gender","American_actresses","Laura_Slade_Wiggins",1
"gender","American_actresses","Lauren_Bacall",3
"gender","American_actresses","Lauren_Tom",1
"gender","American_actresses","Laurie_Holden",1
"gender","American_actresses","Laverne_Cox",1
"gender","American_actresses","Lea_Michele",1
"gender","American_actresses","Lee_Grant",1
"gender","American_actresses","Leisha_Hailey",1
"gender","American_actresses","Lela_Rochon",1
"gender","American_actresses","Lena_Dunham",1
"gender","American_actresses","Lena_Horne",1
"gender","American_actresses","Lesley_Ann_Warren",1
"gender","American_actresses","Leslie_Browne",1
"gender","American_actresses","Leslie_Charleson",1
"gender","American_actresses","Leslie_Parrish",1
"gender","American_actresses","Leslie_Silva",1
"gender","American_actresses","Lillian_Adams",1
"gender","American_actresses","Lillian_Roth",1
"gender","American_actresses","Lily_Collins",1
"gender","American_actresses","Lilyan_Tashman",1
"gender","American_actresses","Linda_Blair",1
"gender","American_actresses","Linda_Darnell",1
"gender","American_actresses","Linda_Evans",2
"gender","American_actresses","Linda_Lavin",2
"gender","American_actresses","Linda_Manz",1
"gender","American_actresses","Linda_Park",1
"gender","American_actresses","Lisa_Ann_Walter",1
"gender","American_actresses","Lisa_Edelstein",1
"gender","American_actresses","Lisa_Hartman",2
"gender","American_actresses","Lisa_Hartman_Black",1
"gender","American_actresses","Lisa_LoCicero",1
"gender","American_actresses","Lisa_Rinna",1
"gender","American_actresses","Lisa_Zane",1
"gender","American_actresses","Liv_Tyler",3
"gender","American_actresses","Liza_Minnelli",1
"gender","American_actresses","Lizabeth_Scott",2
"gender","American_actresses","Lola_Falana",14
"gender","American_actresses","Loretta_Devine",1
"gender","American_actresses","Loretta_Young",1
"gender","American_actresses","Lori_Beth_Denberg",1
"gender","American_actresses","Lori_Petty",1
"gender","American_actresses","Lorna_Luft",2
"gender","American_actresses","Louise_Brooks",3
"gender","American_actresses","Louise_Dresser",1
"gender","American_actresses","Louise_Lasser",1
"gender","American_actresses","Louise_Latham",1
"gender","American_actresses","Lourdes_Benedicto",1
"gender","American_actresses","Lucille_Ball",5
"gender","American_actresses","Lucille_Bremer",1
"gender","American_actresses","Lucy_Liu",1
"gender","American_actresses","Lynda_Day_George",2
"gender","American_actresses","Lynn_Carlin",1
"gender","American_actresses","Lynn_Whitfield",1
"gender","American_actresses","Lynne_Thigpen",1
"gender","American_actresses","Mabel_Normand",4
"gender","American_actresses","Mackenzie_Phillips",1
"gender","American_actresses","Madeline_Kahn",1
"gender","American_actresses","Madelyn_Deutch",1
"gender","American_actresses","Maeve_McGuire",1
"gender","American_actresses","Maeve_Quinlan",1
"gender","American_actresses","Maggie_Q",2
"gender","American_actresses","Maidie_Norman",1
"gender","American_actresses","Majel_Barrett",2
"gender","American_actresses","Mamie_Van_Doren",1
"gender","American_actresses","Mara_Corday",1
"gender","American_actresses","Marcia_Haufrecht",2
"gender","American_actresses","Marcia_Mae_Jones",4
"gender","American_actresses","Margaret_Avery",1
"gender","American_actresses","Margaret_Cho",2
"gender","American_actresses","Margaret_Lindsay",1
"gender","American_actresses","Margaret_Qualley",1
"gender","American_actresses","Margo_Martindale",1
"gender","American_actresses","Margot_Kidder",1
"gender","American_actresses","Margot_Rose",1
"gender","American_actresses","Marguerite_Churchill",1
"gender","American_actresses","Maria_Ford",2
"gender","American_actresses","Maria_Menounos",1
"gender","American_actresses","Maria_Pitillo",1
"gender","American_actresses","Mariah_Carey",3
"gender","American_actresses","Mariann_Aalda",1
"gender","American_actresses","Marianna_Hill",1
"gender","American_actresses","Marie_Dressler",5
"gender","American_actresses","Mariel_Hemingway",1
"gender","American_actresses","Mariette_Hartley",1
"gender","American_actresses","Marilyn_Maxwell",1
"gender","American_actresses","Marilyn_Monroe",2
"gender","American_actresses","Marjorie_Main",4
"gender","American_actresses","Marla_Gibbs",1
"gender","American_actresses","Marlene_Dietrich",2
"gender","American_actresses","Martha_Raye",5
"gender","American_actresses","Martine_Beswick",1
"gender","American_actresses","Mary_Astor",3
"gender","American_actresses","Mary_Badham",1
"gender","American_actresses","Mary_Beth_Evans",1
"gender","American_actresses","Mary_Beth_Hurt",1
"gender","American_actresses","Mary_Beth_Peil",1
"gender","American_actresses","Mary_Boland",1
"gender","American_actresses","Mary_Eaton",2
"gender","American_actresses","Mary_Elizabeth_Mastrantonio",2
"gender","American_actresses","Mary_Elizabeth_Winstead",2
"gender","American_actresses","Mary_Kay_Place",1
"gender","American_actresses","Mary_Louise_Wilson",1
"gender","American_actresses","Mary_Lynn_Rajskub",1
"gender","American_actresses","Mary_Pickford",5
"gender","American_actresses","Mary_Sinclair",1
"gender","American_actresses","Mary_Tyler_Moore",6
"gender","American_actresses","Mary_Wickes",1
"gender","American_actresses","Masiela_Lusha",1
"gender","American_actresses","Maureen_Stapleton",1
"gender","American_actresses","Meaghan_Jette_Martin",1
"gender","American_actresses","Meg_Ryan",1
"gender","American_actresses","Megan_Dodds",2
"gender","American_actresses","Megan_Mullally",1
"gender","American_actresses","Melissa_Claire_Egan",1
"gender","American_actresses","Melissa_Fumero",1
"gender","American_actresses","Melissa_Joan_Hart",1
"gender","American_actresses","Melissa_Rauch",1
"gender","American_actresses","Melody_Anderson",1
"gender","American_actresses","Melody_Thomas_Scott",1
"gender","American_actresses","Melonie_Diaz",1
"gender","American_actresses","Melora_Hardin",1
"gender","American_actresses","Meredith_Monroe",1
"gender","American_actresses","Meredith_Scott_Lynn",1
"gender","American_actresses","Meryl_Streep",3
"gender","American_actresses","Mia_Dillon",1
"gender","American_actresses","Mia_Farrow",1
"gender","American_actresses","Mia_Sara",1
"gender","American_actresses","Michael_Learned",1
"gender","American_actresses","Michaela_Conlin",1
"gender","American_actresses","Michele_Lee",1
"gender","American_actresses","Michelle_Pfeiffer",1
"gender","American_actresses","Michelle_Phillips",1
"gender","American_actresses","Michelle_Stafford",1
"gender","American_actresses","Mila_Kunis",1
"gender","American_actresses","Miley_Cyrus",3
"gender","American_actresses","Millie_Perkins",2
"gender","American_actresses","Mindy_Cohn",1
"gender","American_actresses","Miriam_Hopkins",1
"gender","American_actresses","Mischa_Barton",1
"gender","American_actresses","Mitzi_Gaynor",2
"gender","American_actresses","Mitzi_Kapture",1
"gender","American_actresses","Monique_Coleman",3
"gender","American_actresses","Monique_Van_Vooren",1
"gender","American_actresses","Moon_Bloodgood",1
"gender","American_actresses","Morena_Baccarin",1
"gender","American_actresses","Nana_Visitor",2
"gender","American_actresses","Nancy_Davis_Reagan",1
"gender","American_actresses","Nancy_Kelly",1
"gender","American_actresses","Nancy_Kovack",2
"gender","American_actresses","Nancy_Kwan",1
"gender","American_actresses","Nancy_Lee_Grahn",1
"gender","American_actresses","Nancy_Sinatra",2
"gender","American_actresses","Nancy_Walker",3
"gender","American_actresses","Nancy_Walters",1
"gender","American_actresses","Nanette_Fabray",1
"gender","American_actresses","Natalie_Hall",1
"gender","American_actresses","Natalie_Martinez",1
"gender","American_actresses","Natalie_Moorhead",1
"gender","American_actresses","Natalie_Portman",1
"gender","American_actresses","Natalie_Schafer",1
"gender","American_actresses","Natalie_Talmadge",1
"gender","American_actresses","Natalie_Wood",1
"gender","American_actresses","Natalie_Zea",1
"gender","American_actresses","Nichelle_Nichols",1
"gender","American_actresses","Nicki_Minaj",2
"gender","American_actresses","Nicole_Ari_Parker",1
"gender","American_actresses","Nicole_Beharie",1
"gender","American_actresses","Nina_Arvesen",2
"gender","American_actresses","Nina_Foch",1
"gender","American_actresses","Nina_Mae_McKinney",3
"gender","American_actresses","Nita_Naldi",1
"gender","American_actresses","Norma_Crane",1
"gender","American_actresses","Norma_Talmadge",1
"gender","American_actresses","Olivia_Luccardi",1
"gender","American_actresses","Olympia_Dukakis",1
"gender","American_actresses","Oona_Laurence",1
"gender","American_actresses","Oprah_Winfrey",8
"gender","American_actresses","Pamela_Anderson",1
"gender","American_actresses","Pamela_Bellwood",1
"gender","American_actresses","Patricia_Blair",1
"gender","American_actresses","Patricia_Collinge",2
"gender","American_actresses","Patricia_Elliott",1
"gender","American_actresses","Patricia_Neal",1
"gender","American_actresses","Patti_LuPone",2
"gender","American_actresses","Patty_Duke",3
"gender","American_actresses","Paula_Marshall",1
"gender","American_actresses","Paula_Prentiss",2
"gender","American_actresses","Pauley_Perrette",1
"gender","American_actresses","Pearl_Bailey",1
"gender","American_actresses","Peggie_Castle",1
"gender","American_actresses","Peggy_Ann_Garner",1
"gender","American_actresses","Peggy_Feury",1
"gender","American_actresses","Peggy_Lee",1
"gender","American_actresses","Peggy_Moran",1
"gender","American_actresses","Penelope_Ann_Miller",1
"gender","American_actresses","Penelope_Milford",1
"gender","American_actresses","Penny_Marshall",1
"gender","American_actresses","Phyllis_Diller",4
"gender","American_actresses","Pia_Zadora",1
"gender","American_actresses","Piper_Laurie",1
"gender","American_actresses","Priscilla_Dean",1
"gender","American_actresses","Priscilla_Lane",2
"gender","American_actresses","Priscilla_Presley",1
"gender","American_actresses","Queen_Latifah",8
"gender","American_actresses","Rachael_Leigh_Cook",1
"gender","American_actresses","Raquel_Welch",5
"gender","American_actresses","Rashida_Jones",1
"gender","American_actresses","Rebecca_De_Mornay",1
"gender","American_actresses","Rebecca_Gayheart",1
"gender","American_actresses","Rena_Sofer",1
"gender","American_actresses","Rhonda_Fleming",1
"gender","American_actresses","Ricki_Noel_Lander",1
"gender","American_actresses","Rita_Gam",1
"gender","American_actresses","Rita_Hayworth",5
"gender","American_actresses","Rita_Moreno",3
"gender","American_actresses","Rita_Wilson",2
"gender","American_actresses","Robin_Strasser",1
"gender","American_actresses","Robinne_Lee",1
"gender","American_actresses","Rochelle_Aytes",1
"gender","American_actresses","Roma_Downey",1
"gender","American_actresses","Rooney_Mara",1
"gender","American_actresses","Rosalind_Russell",2
"gender","American_actresses","Rose_Marie",2
"gender","American_actresses","Rose_McGowan",1
"gender","American_actresses","Rosemary_Clooney",3
"gender","American_actresses","Rosemary_Murphy",1
"gender","American_actresses","Rue_McClanahan",1
"gender","American_actresses","Ruth_Chatterton",1
"gender","American_actresses","Ruth_Gordon",1
"gender","American_actresses","Ruth_Roman",1
"gender","American_actresses","Sadie_Calvano",1
"gender","American_actresses","Sally_Forrest",2
"gender","American_actresses","Sally_Kellerman",1
"gender","American_actresses","Sally_Kirkland",1
"gender","American_actresses","Salma_Hayek",2
"gender","American_actresses","Sami_Gayle",1
"gender","American_actresses","Sandra_Dee",2
"gender","American_actresses","Sandra_Giles",1
"gender","American_actresses","Sandy_Johnson",1
"gender","American_actresses","Sara_Gilbert",1
"gender","American_actresses","Sara_Haden",2
"gender","American_actresses","Sara_Michael_Foster",1
"gender","American_actresses","Sara_Paxton",1
"gender","American_actresses","Sara_Ramirez",2
"gender","American_actresses","Sarah_Chalke",1
"gender","American_actresses","Sarah_Clarke",1
"gender","American_actresses","Sarah_Jessica_Parker",2
"gender","American_actresses","Sarah_Silverman",1
"gender","American_actresses","Sarah_Sokolovic",1
"gender","American_actresses","Scarlett_Johansson",1
"gender","American_actresses","Sean_Young",1
"gender","American_actresses","Season_Hubley",1
"gender","American_actresses","Selena_Gomez",2
"gender","American_actresses","Shannon_Elizabeth",1
"gender","American_actresses","Shari_Headley",1
"gender","American_actresses","Sharon_Case",1
"gender","American_actresses","Sharon_Farrell",2
"gender","American_actresses","Sharon_Stone",1
"gender","American_actresses","Shelley_Hack",1
"gender","American_actresses","Shelley_Morrison",1
"gender","American_actresses","Shelley_Winters",2
"gender","American_actresses","Shera_Danese",1
"gender","American_actresses","Sherilyn_Fenn",2
"gender","American_actresses","Sheryl_Lee",1
"gender","American_actresses","Shirley_Booth",1
"gender","American_actresses","Shirley_Knight",1
"gender","American_actresses","Shirley_MacLaine",1
"gender","American_actresses","Shirley_Temple",4
"gender","American_actresses","Simenona_Martinez",1
"gender","American_actresses","Sissy_Spacek",1
"gender","American_actresses","Soleil_Moon_Frye",1
"gender","American_actresses","Sonja_Sohn",1
"gender","American_actresses","Sophia_Takal",1
"gender","American_actresses","Staci_Keanan",1
"gender","American_actresses","Stana_Katic",1
"gender","American_actresses","Stella_Stevens",1
"gender","American_actresses","Stephanie_Courtney",1
"gender","American_actresses","Stephanie_Niznik",1
"gender","American_actresses","Stephanie_Zimbalist",1
"gender","American_actresses","Storm_Reid",1
"gender","American_actresses","Sue_Carol",5
"gender","American_actresses","Susan_Flannery",1
"gender","American_actresses","Susan_Hayward",2
"gender","American_actresses","Susan_Oliver",2
"gender","American_actresses","Susan_Peters",1
"gender","American_actresses","Susan_Saint_James",1
"gender","American_actresses","Susan_Seaforth_Hayes",1
"gender","American_actresses","Susan_Ward",1
"gender","American_actresses","Sutton_Foster",1
"gender","American_actresses","Suzanne_Pleshette",2
"gender","American_actresses","Suzanne_Rogers",1
"gender","American_actresses","Suzanne_Somers",1
"gender","American_actresses","Suzanne_Whang",1
"gender","American_actresses","Suzy_Parker",3
"gender","American_actresses","Sydney_Tamiia_Poitier",1
"gender","American_actresses","Sylvia_Sidney",1
"gender","American_actresses","Takayo_Fischer",1
"gender","American_actresses","Talia_Balsam",1
"gender","American_actresses","Tara_Buck",1
"gender","American_actresses","Tara_Reid",1
"gender","American_actresses","Tarantula_Ghoul",4
"gender","American_actresses","Tasha_Smith",1
"gender","American_actresses","Tawny_Cypress",2
"gender","American_actresses","Taylor_Cole",1
"gender","American_actresses","Thelma_Carpenter",1
"gender","American_actresses","Theresa_Merritt",1
"gender","American_actresses","Thora_Birch",1
"gender","American_actresses","Tiffany_Dupont",1
"gender","American_actresses","Tina_Turner",5
"gender","American_actresses","Tonya_Lee_Williams",1
"gender","American_actresses","Tura_Satana",3
"gender","American_actresses","Uma_Thurman",3
"gender","American_actresses","Valarie_Pettiford",1
"gender","American_actresses","Vanessa_Bell_Calloway",1
"gender","American_actresses","Vanessa_Brown",1
"gender","American_actresses","Vanessa_Lee_Chester",1
"gender","American_actresses","Veronica_Hamel",1
"gender","American_actresses","Vicki_Lewis",1
"gender","American_actresses","Victoria_Dillard",1
"gender","American_actresses","Victoria_Jackson",1
"gender","American_actresses","Victoria_Vetri",1
"gender","American_actresses","Viola_Davis",1
"gender","American_actresses","Virginia_Grey",1
"gender","American_actresses","Virginia_Mayo",1
"gender","American_actresses","Virginia_Weidler",1
"gender","American_actresses","Wanda_Hawley",1
"gender","American_actresses","Wanda_Sykes",1
"gender","American_actresses","Whitney_Houston",6
"gender","American_actresses","Whoopi_Goldberg",2
"gender","American_actresses","Yeardley_Smith",1
"gender","American_actresses","Yvette_Freeman",1
"gender","American_actresses","Yvette_Nicole_Brown",1
"gender","American_actresses","Yvette_Vickers",1
"gender","American_actresses","Yvonne_De_Carlo",3
"gender","American_actresses","Zasu_Pitts",1
"gender","American_actresses","Zoe_Saldana",1
"gender","American_actresses","Zsa_Zsa_Gabor",1
"gender","American_actresses","Zulay_Henao",1
"political","anarchism","Anarchism",30
"political","anarchism","Anarchism_and_Other_Essays",1
"political","anarchism","Anarchism_and_education",2
"political","anarchism","Anarchism_and_nationalism",1
"political","anarchism","Anarchism_and_violence",1
"political","anarchism","Anarchism_in_Africa",1
"political","anarchism","Anarchism_in_Algeria",1
"political","anarchism","Anarchism_in_Argentina",1
"political","anarchism","Anarchism_in_Australia",1
"political","anarchism","Anarchism_in_Belarus",1
"political","anarchism","Anarchism_in_Bolivia",1
"political","anarchism","Anarchism_in_Canada",1
"political","anarchism","Anarchism_in_China",1
"political","anarchism","Anarchism_in_Ecuador",1
"political","anarchism","Anarchism_in_Egypt",1
"political","anarchism","Anarchism_in_France",2
"political","anarchism","Anarchism_in_French_Guiana",1
"political","anarchism","Anarchism_in_Germany",2
"political","anarchism","Anarchism_in_Greece",2
"political","anarchism","Anarchism_in_India",1
"political","anarchism","Anarchism_in_Japan",3
"political","anarchism","Anarchism_in_Korea",1
"political","anarchism","Anarchism_in_Mexico",2
"political","anarchism","Anarchism_in_New_Zealand",2
"political","anarchism","Anarchism_in_Poland",1
"political","anarchism","Anarchism_in_Romania",1
"political","anarchism","Anarchism_in_Russia",1
"political","anarchism","Anarchism_in_South_Africa",1
"political","anarchism","Anarchism_in_Spain",3
"political","anarchism","Anarchism_in_Turkey",1
"political","anarchism","Anarchism_in_Venezuela",1
"political","anarchism","Anarchism_in_the_Czech_Republic",1
"political","anarchism","Anarchism_in_the_United_States",3
"political","anarchism","Anarchism_without_adjectives",2
"political","anarchism","Anarchy",9
"political","anarchism","Black_anarchism",3
"political","anarchism","Christian_anarchism",1
"political","anarchism","Collectivist_anarchism",5
"political","anarchism","Contemporary_anarchism",4
"political","anarchism","Criticism_of_anarchism",1
"political","anarchism","Egoist_anarchism",1
"political","anarchism","Epistemological_anarchism",1
"political","anarchism","Expropriative_anarchism",1
"political","anarchism","Free-market_anarchism",2
"political","anarchism","Green_anarchism",2
"political","anarchism","History_of_anarchism",1
"political","anarchism","Independence_anarchism",2
"political","anarchism","Individualist_anarchism",18
"political","anarchism","Individualist_anarchism_in_Europe",1
"political","anarchism","Individualist_anarchism_in_France",1
"political","anarchism","Individualist_anarchism_in_the_United_States",2
"political","anarchism","Insurrectionary_anarchism",1
"political","anarchism","Jewish_anarchism",1
"political","anarchism","Left-wing_market_anarchism",1
"political","anarchism","Philosophical_anarchism",5
"political","anarchism","Post-Scarcity_Anarchism",1
"political","anarchism","Post-colonial_anarchism",4
"political","anarchism","Post-left_anarchy",3
"political","anarchism","Queer_anarchism",1
"political","anarchism","Religious_anarchism",1
"political","anarchism","Social_anarchism",8
"political","anarchism","Synthesis_anarchism",1
"political","capitalism","Black_capitalism",6
"political","capitalism","Capitalism",31
"political","capitalism","Criticism_of_capitalism",2
"political","capitalism","Democratic_capitalism",6
"political","capitalism","East_Asian_model_of_capitalism",2
"political","capitalism","Heroic_capitalism",1
"political","capitalism","History_of_capitalism",2
"political","capitalism","Laissez-faire_capitalism",1
"political","capitalism","Pink_capitalism",2
"political","capitalism","Regulatory_capitalism",2
"political","capitalism","Rhine_capitalism",1
"political","capitalism","State_capitalism",12
"political","capitalism","Sustainable_capitalism",7
"political","capitalism","Welfare_capitalism",13
"political","communism","Anarchist_communism",6
"political","communism","Barracks_communism",1
"political","communism","Christian_communism",3
"political","communism","Communism",37
"political","communism","Communism_in_Colombia",1
"political","communism","Communism_in_India",1
"political","communism","Communism_in_Kerala",1
"political","communism","Communism_in_Nepal",1
"political","communism","Communism_in_Poland",1
"political","communism","Communism_in_Quebec",1
"political","communism","Communism_in_Sumatra",1
"political","communism","Communism_in_Vietnam",1
"political","communism","Communism_in_the_Philippines",1
"political","communism","Communist_society",5
"political","communism","Communist_state",23
"political","communism","Council_communism",14
"political","communism","History_of_communism",5
"political","communism","Left_communism",4
"political","communism","Libertarian_communism",3
"political","communism","National_Communism_in_Romania",1
"political","communism","National_communism",3
"political","communism","Nihilist_communism",1
"political","communism","Pre-Marxist_communism",1
"political","communism","Primitive_communism",1
"political","communism","Religious_communism",3
"political","communism","Scientific_communism",2
"political","communism","War_communism",4
"political","communism","World_communism",5
"political","conservatism","Black_conservatism",2
"political","conservatism","Black_conservatism_in_the_United_States",1
"political","conservatism","Civic_conservatism",4
"political","conservatism","Compassionate_conservatism",2
"political","conservatism","Conservatism",25
"political","conservatism","Conservatism_in_Australia",2
"political","conservatism","Conservatism_in_Canada",2
"political","conservatism","Conservatism_in_Germany",1
"political","conservatism","Conservatism_in_Hong_Kong",1
"political","conservatism","Conservatism_in_India",1
"political","conservatism","Conservatism_in_Latin_America",1
"political","conservatism","Conservatism_in_North_America",1
"political","conservatism","Conservatism_in_Pakistan",2
"political","conservatism","Conservatism_in_Russia",1
"political","conservatism","Conservatism_in_South_Korea",1
"political","conservatism","Conservatism_in_Turkey",1
"political","conservatism","Conservatism_in_the_United_Kingdom",1
"political","conservatism","Cultural_conservatism",3
"political","conservatism","Fiscal_conservatism",5
"political","conservatism","Green_conservatism",3
"political","conservatism","LGBT_conservatism",1
"political","conservatism","Liberal_conservatism",8
"political","conservatism","Liberalism_and_conservatism_in_Latin_America",1
"political","conservatism","Libertarian_conservatism",4
"political","conservatism","National_conservatism",3
"political","conservatism","One-nation_conservatism",2
"political","conservatism","Paternalistic_conservatism",1
"political","conservatism","Progressive_conservatism",1
"political","conservatism","Social_conservatism",6
"political","conservatism","Social_conservatism_in_the_United_States",1
"political","conservatism","Traditionalist_conservatism",3
"political","conservatism","Traditionalist_conservatism_in_the_United_States",1
"political","democracy","Alliance_for_Direct_Democracy_in_Europe",1
"political","democracy","Anticipatory_democracy",1
"political","democracy","Associative_democracy",2
"political","democracy","Athenian_democracy",7
"political","democracy","Authoritarian_democracy",6
"political","democracy","Belarusian_Christian_Democracy",1
"political","democracy","Bourgeois_democracy",1
"political","democracy","Buddhism_and_democracy",2
"political","democracy","China_Association_for_Promoting_Democracy",1
"political","democracy","Christian_democracy",6
"political","democracy","Christian_democracy_in_the_Netherlands",3
"political","democracy","Committees_of_Correspondence_for_Democracy_and_Socialism",1
"political","democracy","Consensus_democracy",2
"political","democracy","Conservative_democracy",1
"political","democracy","Cosmopolitan_democracy",4
"political","democracy","Criticism_of_democracy",2
"political","democracy","Defensive_democracy",2
"political","democracy","Delegative_democracy",6
"political","democracy","Deliberative_democracy",12
"political","democracy","Democracy_and_economic_growth",1
"political","democracy","Democracy_in_Bangladesh",1
"political","democracy","Democracy_in_Pakistan",1
"political","democracy","Democracy_promotion",4
"political","democracy","Direct_democracy",15
"political","democracy","Economic_democracy",20
"political","democracy","Empowered_democracy",2
"political","democracy","Ethnic_democracy",3
"political","democracy","For_Social_Democracy",1
"political","democracy","Freedom_and_Direct_Democracy",2
"political","democracy","Grassroots_democracy",1
"political","democracy","Guided_democracy",1
"political","democracy","Herrenvolk_democracy",1
"political","democracy","Illiberal_democracy",2
"political","democracy","Inclusive_Democracy",16
"political","democracy","Inclusive_democracy",16
"political","democracy","Industrial_democracy",5
"political","democracy","Interactive_democracy",4
"political","democracy","Islam_and_democracy",1
"political","democracy","Islamic_democracy",1
"political","democracy","Jacksonian_democracy",3
"political","democracy","Jeffersonian_democracy",6
"political","democracy","Liberal_democracy",7
"political","democracy","Liquid_democracy",12
"political","democracy","Media_democracy",10
"political","democracy","Movement_for_Social_Democracy",1
"political","democracy","National_Democracy",4
"political","democracy","National_League_for_Democracy",2
"political","democracy","New_Democracy",6
"political","democracy","New_Gibraltar_Democracy",1
"political","democracy","Parliamentary_democracy",1
"political","democracy","Participatory_democracy",9
"political","democracy","Pluralist_democracy",2
"political","democracy","Popular_democracy",2
"political","democracy","Procedural_democracy",2
"political","democracy","Racial_democracy",3
"political","democracy","Radical_democracy",16
"political","democracy","Religious_democracy",1
"political","democracy","Representative_democracy",2
"political","democracy","Semi-direct_democracy",3
"political","democracy","Social_Democracy_and_Progress",1
"political","democracy","Social_Democracy_of_America",3
"political","democracy","Social_Democracy_of_Poland",1
"political","democracy","Social_democracy",50
"political","democracy","Sovereign_democracy",7
"political","democracy","Soviet_democracy",9
"political","democracy","Substantive_democracy",4
"political","democracy","Totalitarian_democracy",4
"political","democracy","Types_of_democracy",4
"political","democracy","Waves_of_democracy",1
"political","democracy","Workplace_democracy",6
"political","fascism","British_Fascism",5
"political","fascism","British_fascism",5
"political","fascism","Classical_Fascism",1
"political","fascism","Clerical_fascism",2
"political","fascism","Fascism",49
"political","fascism","Fascism_in_Africa",1
"political","fascism","Fascism_in_Asia",1
"political","fascism","Fascism_in_Canada",1
"political","fascism","Fascism_in_Europe",3
"political","fascism","Fascism_in_New_Zealand",1
"political","fascism","Fascism_in_North_America",1
"political","fascism","Fascism_in_South_America",1
"political","fascism","Feudal_fascism",2
"political","fascism","Grand_Council_of_Fascism",1
"political","fascism","Italian_Fascism",13
"political","fascism","Italy_under_fascism",1
"political","fascism","Japanese_fascism",1
"political","fascism","Left-wing_fascism",2
"political","fascism","Refuse_Fascism",14
"political","fascism","Social_fascism",3
"political","fascism","The_Doctrine_of_Fascism",5
"political","fascism","Tropical_fascism",1
"political","fascism","Unite_Against_Fascism",1
"political","left-wing","American_Left",4
"political","left-wing","Anti-Stalinist_left",2
"political","left-wing","Centre-left_politics",2
"political","left-wing","Chinese_New_Left",3
"political","left-wing","Christian_left",7
"political","left-wing","Democratic_Left_Alliance",1
"political","left-wing","Evangelical_left",4
"political","left-wing","Far-left_politics",2
"political","left-wing","Far-left_politics_in_the_United_Kingdom",1
"political","left-wing","French_Left",1
"political","left-wing","Historical_Far_Left",1
"political","left-wing","Historical_Left",1
"political","left-wing","Italian_Left",1
"political","left-wing","Jewish_left",2
"political","left-wing","Left-wing_fascism",2
"political","left-wing","Left-wing_market_anarchism",1
"political","left-wing","Left-wing_nationalism",5
"political","left-wing","Left-wing_politics",1
"political","left-wing","Left-wing_populism",1
"political","left-wing","Left-wing_terrorism",6
"political","left-wing","Left-wing_uprisings_against_the_Bolsheviks",1
"political","left-wing","Left_Bloc",2
"political","left-wing","Left_Opposition",5
"political","left-wing","Left_Shachtmanism",1
"political","left-wing","Left_Socialist-Revolutionaries",1
"political","left-wing","Left_communism",4
"political","left-wing","List_of_left-wing_rebel_groups",1
"political","left-wing","New_Left",38
"political","left-wing","New_Left_in_China",1
"political","left-wing","New_Left_in_Japan",1
"political","left-wing","Old_Left",3
"political","left-wing","Party_of_the_European_Left",1
"political","left-wing","Regressive_left",4
"political","left-wing","Spiritual_left",2
"political","liberalism","Agonistic_liberalism",1
"political","liberalism","Classical_liberalism",6
"political","liberalism","Conservative_liberalism",4
"political","liberalism","Constitutional_liberalism",2
"political","liberalism","Cultural_liberalism",1
"political","liberalism","Democratic_liberalism",2
"political","liberalism","Economic_liberalism",8
"political","liberalism","Gladstonian_liberalism",3
"political","liberalism","Green_liberalism",5
"political","liberalism","Liberalism",21
"political","liberalism","Liberalism_and_conservatism_in_Latin_America",1
"political","liberalism","Liberalism_and_progressivism_within_Islam",1
"political","liberalism","Liberalism_and_radicalism_in_France",1
"political","liberalism","Liberalism_in_Australia",1
"political","liberalism","Liberalism_in_Austria",1
"political","liberalism","Liberalism_in_China",1
