pilot_row_id,entity,label,start_char,end_char,replaced_in_preview
257,2016,DATE,3,7,False
257,the Serena Williams Fund,ORG,9,33,False
257,100,CARDINAL,49,52,False
257,the Youth Engagement Specialists,ORG,134,166,False
257,the 100 Resilience Institute,ORG,170,198,False
258,Jesse Owens,PERSON,0,11,True
258,Tucson,GPE,21,27,False
258,Arizona,GPE,29,36,False
258,"6,000 square feet",QUANTITY,41,58,False
258,30 feet,QUANTITY,78,85,False
258,5,CARDINAL,196,197,False
259,Reynolds,ORG,0,8,False
259,the Butch Reynolds,ORG,31,49,False
259,43-09 Foundation,PERCENT,50,66,False
259,first,ORDINAL,172,177,False
259,Butch Reynolds,PERSON,209,223,True
260,Mark Henry's,PERSON,0,12,True
260,430.0 kg,QUANTITY,13,21,False
260,320.0 kg,QUANTITY,36,44,False
260,706.0 lb,CARDINAL,46,54,False
260,second,ORDINAL,81,87,False
260,second,ORDINAL,121,127,False
261,The Harlem Renaissance,ORG,0,22,False
261,African-American,NORP,54,70,False
261,The Harlem Renaissance,ORG,80,102,False
261,African-American,NORP,133,149,False
262,150 acres,QUANTITY,50,59,False
262,Mississippi Delta,LOC,93,110,False
262,The Emmett Till Interpretive Center,ORG,112,147,False
262,the Tallahatchie River,LOC,175,197,False
263,Denmark Vesey,PERSON,0,13,True
263,5,CARDINAL,40,41,False
263,Denmark Vesey,PERSON,178,191,True
264,William W. “Denmark Vesey’s,PERSON,11,38,True
264,1822,DATE,48,52,False
264,Charleston Uprising,ORG,53,72,False
264,Black Liberation,ORG,87,103,False
264,The Journal of African American History,ORG,106,145,False
264,2,CARDINAL,155,156,False
264,Spring 2007,DATE,158,169,False
264,13,CARDINAL,172,174,False
265,Abigail Schade,PERSON,0,14,True
265,Samuel Murray,PERSON,17,30,True
265,Philadelphia,GPE,33,45,False
265,Three Centuries 1993,DATE,47,67,False
265,http://www.unc.edu/philadelphia,PERSON,69,100,True
265,the early nineteenth century,DATE,105,133,False
265,Philadelphia,GPE,135,147,False
265,the Eastern Seaboard,LOC,172,192,False
265,One-third,CARDINAL,194,203,False
265,half,CARDINAL,221,225,False
266,Raymond Chandler,PERSON,3,19,True
266,Nathanael West,PERSON,24,38,True
266,1930s,DATE,43,48,False
266,The New York Times,ORG,131,149,False
266,New Republic,GPE,166,178,False
267,Maureen Daly's,PERSON,15,29,True
267,20th of October 1920,DATE,37,57,False
267,Ireland,GPE,154,161,False
268,Alan Dugan,PERSON,0,10,True
268,Dorothea Tanning,PERSON,38,54,True
268,1947,DATE,60,64,False
268,2012,DATE,87,91,False
268,the age of ninety,DATE,127,144,False
268,Answer,ORG,147,153,False
269,Marti-Subirana,ORG,0,14,False
269,Alice Fulton's,PERSON,30,44,True
269,90 degrees,QUANTITY,59,69,False
269,Fulton,GPE,212,218,False
270,the Tony Award for Best  Play,WORK_OF_ART,22,51,False
271,The Arthur Rense Prize,ORG,0,22,False
271,1998,DATE,42,46,False
271,5000,MONEY,215,219,False
272,Nora Roberts,PERSON,0,12,True
272,first,ORDINAL,21,26,False
272,Nora Roberts,PERSON,107,119,True
272,J. D. Roberts,PERSON,124,137,True
273,the True News Network,ORG,46,67,False
273,Greg,PERSON,69,73,True
273,CNN,ORG,88,91,False
273,CNN News Core,ORG,112,125,False
273,the Boston Marathon,LAW,198,217,False
274,Martin Dempsey,PERSON,17,31,True
274,Ted,PERSON,41,44,True
274,9:00 a.m. EDT,TIME,45,58,False
274,"September 2, 2013",DATE,59,76,False
274,Martin Dempsey,PERSON,86,100,True
274,the Joint Chiefs of Staff,ORG,114,139,False
274,NPR,ORG,172,175,False
274,Robert Sie,PERSON,178,188,True
275,Matt Hardy,PERSON,26,36,True
275,500,CARDINAL,43,46,False
275,WWE,ORG,63,66,False
275,WWE,ORG,98,101,False
275,2K17,CARDINAL,102,106,False
275,PlayStation 4,PRODUCT,117,130,False
275,WWE,ORG,178,181,False
275,Universe Mobile,ORG,182,197,False
276,Dan Harrington,PERSON,0,14,True
276,3x World Series,MONEY,47,62,False
276,Poker,ORG,66,71,False
276,PokerHall of Fame,ORG,89,106,False
276,the World Series,EVENT,143,159,False
276,Poker,ORG,163,168,False
276,Dan Harrington,PERSON,209,223,True
277,Pia Zadora,PERSON,0,10,True
277,American,NORP,17,25,False
277,2,CARDINAL,38,39,False
277,"December 8, 1973",DATE,110,126,False
277,the International Amphitheatre,FAC,130,160,False
277,Chicago,GPE,164,171,False
277,Zadora,GPE,173,179,False
277,New York,GPE,194,202,False
278,Pia Zadora,PERSON,0,10,True
278,American,NORP,17,25,False
278,2004,DATE,38,42,False
278,Daytime Emmy®,WORK_OF_ART,43,56,False
278,Lois Bridges,PERSON,80,92,True
278,General Hospital,ORG,96,112,False
278,Zadora,GPE,114,120,False
278,first,ORDINAL,121,126,False
278,the late 1970s,DATE,156,170,False
279,Andrew Nagorski,PERSON,0,15,True
279,American,NORP,22,30,False
279,10th,ORDINAL,46,50,False
279,Bloomberg News,ORG,89,103,False
279,Bloomberg News,ORG,122,136,False
279,the Christian Science Monitor,ORG,154,183,False
279,2002,DATE,187,191,False
280,Betty Boop,PERSON,0,10,True
280,Max Fleischer,PERSON,78,91,True
280,Art Davis,PERSON,102,111,True
280,1930s,DATE,124,129,False
280,Betty Boop,PERSON,143,153,True
280,Dizzy Décor,PERSON,161,172,True
280,July,DATE,174,178,False
281,Questel,ORG,0,7,False
281,Betty Boop,PERSON,27,37,True
281,1930,DATE,41,45,False
281,Tom,PERSON,95,98,True
281,Jerry,PERSON,103,108,True
282,Lilly Wachowski,ORG,6,21,False
282,40 Minutes,TIME,47,57,False
282,Lilly,ORG,100,105,False
282,14 years,DATE,151,159,False
282,Lilly Wachowski,ORG,161,176,False
283,Howard Stern,PERSON,0,12,True
283,eleven years,DATE,21,33,False
283,the 1990s,DATE,35,44,False
283,Howard Stern,PERSON,46,58,True
283,Radio One,ORG,64,73,False
283,Howard Stern,PERSON,189,201,True
284,Anja Rubik,PERSON,0,10,True
284,Polish,NORP,16,22,False
284,first,ORDINAL,83,88,False
284,Poland,GPE,124,130,False
284,1995,DATE,134,138,False
284,Polish,NORP,174,180,False
284,Liseberg,GPE,199,207,False
285,The Helena Rubinstein Foundation,ORG,0,32,False
285,50 years,DATE,49,57,False
285,1966,DATE,105,109,False
285,Each year,DATE,239,248,False
286,The Manhattan Jewish Museum's,ORG,0,29,False
286,Helena Rubinstein,ORG,42,59,False
286,100 Years,DATE,61,70,False
286,Helena Rubinstein's,ORG,115,134,False
287,83–108,CARDINAL,0,6,False
287,Michèle Fitoussi,PERSON,8,24,True
287,French,NORP,108,114,False
287,the Musée de l’Elysée,ORG,147,168,False
287,Michel Saint-Denis,PERSON,170,188,True
287,109–12,CARDINAL,193,199,False
288,2in1,DATE,36,40,False
288,30-inch,QUANTITY,56,63,False
288,Martha Stewart,PERSON,204,218,True
289,Robert J. Modrzejewski,PERSON,5,27,True
289,1966,DATE,45,49,False
289,forty-eighth,DATE,68,80,False
289,Medal,PERSON,92,97,True
289,the end of the Second Battle of Huế,DATE,163,198,False
289,Robert Mod,PERSON,200,210,True
290,Ed Derwinski,PERSON,33,45,True
290,Congress - Section: Proceedings - First,ORG,54,93,False
290,132,CARDINAL,111,114,False
290,April 1986 - Page 8396,DATE,128,150,False
291,Lady Kendel Ehrlich,PERSON,13,32,True
291,George Ehrlich,PERSON,93,107,True
291,1st,ORDINAL,128,131,False
291,George John E,PERSON,198,211,True
292,Henryk Arctowski,PERSON,0,16,True
292,Henryk Artzt,PERSON,23,35,True
292,20th-century,DATE,43,55,False
292,Polish,NORP,56,62,False
292,German,NORP,142,148,False
292,Polish,NORP,153,159,False
293,978,CARDINAL,5,8,False
293,Alfred Korzybski,PERSON,23,39,True
293,Manhood of Humanity,ORG,41,60,False
293,1.0,CARDINAL,74,77,False
293,first,ORDINAL,84,89,False
294,Alfred Tarski,PERSON,0,13,True
294,Alfred Teitelbaum,PERSON,20,37,True
294,20th-century,DATE,45,57,False
294,Poland,GPE,163,169,False
294,US,GPE,177,179,False
294,World War II,EVENT,187,199,False
295,Stan Musial,PERSON,0,11,True
295,20th century,DATE,39,51,False
295,St. Louis Cardinals,ORG,52,71,False
295,the St. Louis Cardinals,ORG,106,129,False
295,all-century,DATE,130,141,False
295,Bob Gibson,PERSON,148,158,True
295,Stan Musial,ORG,192,203,False
296,Marcin Gortat,PERSON,0,13,True
296,Polish,NORP,19,25,False
296,"1,82 cm",QUANTITY,46,53,False
296,ASK Radom,ORG,96,105,False
296,Poland,GPE,109,115,False
296,NBA,ORG,132,135,False
296,17th,ORDINAL,143,147,False
296,second,ORDINAL,168,174,False
297,Stanley Poreda,ORG,0,14,False
297,Jersey City,GPE,21,32,False
297,the late 1930s,DATE,43,57,False
297,early 1940s,DATE,62,73,False
297,the Garden State Golden Gloves,FAC,82,112,False
297,160,CARDINAL,143,146,False
297,July,DATE,153,157,False
298,The Len Ceglarski Award for Individual Sportsmanship,PERSON,0,52,True
298,the Boston University Terriers,ORG,70,100,False
298,Boston University Athletics Alumni,ORG,137,171,False
298,First,ORDINAL,217,222,False
298,2007,DATE,236,240,False
298,each week,DATE,265,274,False
299,Elizabeth Copeland,PERSON,0,18,True
299,Beth Phoenix,PERSON,44,56,True
299,American,NORP,65,73,False
299,WWE,ORG,114,117,False
299,Beth Phoenix,PERSON,194,206,True
299,Phoenix,GPE,208,215,False
300,John Wojnowski,PERSON,0,14,True
301,Charles Dellschau,PERSON,17,34,True
301,1919,DATE,62,66,False
301,Houston,GPE,70,77,False
301,the San Quentin State Prison,FAC,107,135,False
301,California,GPE,139,149,False
302,Princeton,GPE,46,55,False
302,2022,DATE,57,61,False
302,"Saturday, September 4, 2021 • 6:30 PM
Saturday, October 2, 2021 • 6:3",DATE,62,131,False
303,Seuss,PERSON,4,9,True
303,100-Year,DATE,30,38,False
303,Gail Gutowski,PERSON,85,98,True
303,Seuss,PERSON,105,110,True
303,Theodor Geisel,ORG,128,142,False
303,October 2,DATE,144,153,False
303,19,CARDINAL,155,157,False
304,Levi Strauss & Co.,ORG,12,30,False
304,thousands,CARDINAL,40,49,False
305,Lynne Koplitz,PERSON,0,13,True
305,American,NORP,20,28,False
305,Law & Order,ORG,139,150,False
305,Family Guy,PERSON,154,164,True
305,Seinfeld,PERSON,166,174,True
305,Curb Your Enthusiasm,ORG,176,196,False
305,Simpsons,ORG,207,215,False
306,1904,DATE,3,7,False
306,Oscar Mayer,PERSON,9,20,True
306,"3,000-pound",QUANTITY,40,51,False
306,The Wiener,WORK_OF_ART,69,79,False
307,Fred Meyer,PERSON,30,40,True
307,Burlington Coat Factory,ORG,73,96,False
307,Calida,ORG,112,118,False
307,Dick,PERSON,120,124,True
307,Sporting Goods,ORG,127,141,False
307,Energizer,PERSON,161,170,True
307,Family Fare,PERSON,172,183,True
308,William Zeckendorf Sr.,PERSON,0,22,True
308,American,NORP,39,47,False
308,today,DATE,159,164,False
308,Zeckendorf,PERSON,174,184,True
308,Zeckendorf,PERSON,195,205,True
309,the Leonardo DiCaprio Foundation,ORG,15,47,False
309,1998,DATE,51,55,False
310,Roger Ebert,PERSON,0,11,True
310,Meryl Streep,PERSON,24,36,True
310,100%,PERCENT,40,44,False
310,Ebert,PERSON,106,111,True
310,Meryl,PERSON,124,129,True
310,The Devil Wears Prada,WORK_OF_ART,148,169,False
310,Meryl Streep,PERSON,187,199,True
311,Eddie Albert,PERSON,2,14,True
311,Vincent Price,PERSON,26,39,True
311,1911 - 1993,DATE,41,52,False
311,Vincent Price,PERSON,54,67,True
312,Hotchner,ORG,0,8,False
312,AE,ORG,10,12,False
312,1997,DATE,40,44,False
312,pp,GPE,46,48,False
312,49-50,CARDINAL,50,55,False
312,Doris,PERSON,63,68,True
312,Doris,PERSON,98,103,True
313,John Malkovich,PERSON,25,39,True
313,2012,DATE,49,53,False
313,John Malk,PERSON,234,243,True
314,Gregory Peck 9270,PERSON,17,34,True
314,9270,DATE,50,54,False
314,Gregory Peck,PERSON,108,120,True
314,Gregory Peck,PERSON,122,134,True
314,British,NORP,141,148,False
315,July,DATE,3,7,False
315,Jeremy Renner,PERSON,9,22,True
315,Clint Barton / Hawkeye,ORG,61,83,False
316,Denise Richards,PERSON,17,32,True
316,27/08/2008,DATE,75,85,False
316,Denise Richards,PERSON,88,103,True
316,33-year-old's,DATE,165,178,False
317,Shirley Temple,PERSON,0,14,True
317,$45 million,MONEY,30,41,False
317,2009,DATE,45,49,False
317,Shirley Temple,PERSON,51,65,True
317,Shirley Temple,PERSON,96,110,True
317,the 1950s,DATE,139,148,False
317,Shirley Temple,PERSON,150,164,True
318,Exit Flapper,PERSON,2,14,True
318,Enter Woman,ORG,16,27,False
318,Lois 1933 - 1939,PERSON,33,49,True
318,Barbara Melendy,PERSON,55,70,True
318,April 2019,DATE,72,82,False
318,Lois Mailman,PERSON,84,96,True
319,"March 4, 1999 to September 16, 1999",DATE,33,68,False
319,The History Channel's,ORG,80,101,False
319,Showtime,ORG,103,111,False
319,Cheers,WORK_OF_ART,161,167,False
320,Walter Bruce Willis,PERSON,0,19,True
320,American,NORP,26,34,False
320,"March 19, 1955",DATE,81,95,False
320,Idaburg,GPE,99,106,False
320,Oklahoma,GPE,108,116,False
320,Betty Jean Petersen,PERSON,120,139,True
320,Walter Willis,PERSON,144,157,True
321,The Other Side of,WORK_OF_ART,0,17,False
321,Henry Winkler,PERSON,18,31,True
321,My 40 Years,DATE,33,44,False
321,America,GPE,48,55,False
322,Giuseppe Galante - George 43º,PERSON,19,48,True
322,fisico-matematica,ORG,61,78,False
322,al lavoro,PERSON,93,102,True
322,200,CARDINAL,125,128,False
322,1º,CARDINAL,136,138,False
323,Daryl Hall,PERSON,13,23,True
323,11111120,DATE,39,47,False
323,Hall & Oates,ORG,107,119,False
323,Oates,NORP,142,147,False
324,Daryl Hall,PERSON,29,39,True
324,2000,DATE,43,47,False
324,Stevie Wright,PERSON,49,62,True
324,Love,WORK_OF_ART,87,91,False
324,Stevie Wright,PERSON,173,186,True
325,Megadeth,PERSON,22,30,True
325,"April 10, 2007",DATE,65,79,False
325,Oslo,GPE,84,88,False
325,2008,DATE,93,97,False
325,Countdown,PERSON,136,145,True
325,the United,GPE,162,172,False
326,Three days later,DATE,0,16,False
326,Megadeth,PERSON,25,33,True
326,1992,DATE,51,55,False
326,Guitar Center Tour,ORG,59,77,False
326,Dave Mustaine,PERSON,79,92,True
327,Megadeth,PERSON,8,16,True
327,2013,DATE,33,37,False
327,year,DATE,63,67,False
327,Guitar Center,ORG,70,83,False
327,year,DATE,117,121,False
327,later this summer,DATE,181,198,False
328,1955,DATE,48,52,False
328,1951,DATE,86,90,False
328,Cole,PRODUCT,91,95,False
328,Lucky Strike,WORK_OF_ART,132,144,False
329,The Lawrence Welk Show,LAW,3,25,False
329,20th century,DATE,35,47,False
329,American,NORP,48,56,False
329,Lawrence Welk,PERSON,115,128,True
329,American,NORP,163,171,False
329,World War II,EVENT,216,228,False
330,William K. Lawrence Welk,PERSON,12,36,True
330,18th,ORDINAL,41,45,False
330,Century Medical and,ORG,46,65,False
330,the Puerperal Fever Epidemics,ORG,84,113,False
330,New York,GPE,115,123,False
330,Cambridge University Press,ORG,129,155,False
330,2000,DATE,157,161,False
330,465pp,FAC,163,168,False
330,Hardcover,ORG,170,179,False
331,"Lawrence Welk Music Arrangements
Lawrence Welk's",ORG,12,60,False
331,1943,DATE,61,65,False
331,In the Mood,WORK_OF_ART,101,112,False
331,Inca Hiawatha,WORK_OF_ART,128,141,False
331,19,CARDINAL,159,161,False
332,Harold Hitz Burton,PERSON,0,18,True
332,American,NORP,26,34,False
332,58th,ORDINAL,50,54,False
332,the Supreme Court,ORG,66,83,False
332,the United States,GPE,87,104,False
332,Justice,ORG,116,123,False
332,"April 10, 1930",DATE,127,141,False
332,Louis D. Brandeis,PERSON,174,191,True
333,Carl Schurz the Diplomat,WORK_OF_ART,1,25,False
333,Wisconsin Magazine,ORG,28,46,False
333,1900,DATE,50,54,False
333,Diplomatic,NORP,92,102,False
333,Galt,PERSON,173,177,True
333,England,GPE,181,188,False
333,Clay,ORG,195,199,False
333,France,GPE,203,209,False
334,A320 Pilot Chesley Sullenberger’s Other Jobs,WORK_OF_ART,1,45,False
334,79 Years,DATE,47,55,False
334,the US Airways,ORG,59,73,False
334,The New York Times,ORG,92,110,False
334,"April 12, 2019",DATE,112,126,False
334,25 April 2021,DATE,138,151,False
335,the 20th century,DATE,6,22,False
335,Every Marching Instrument,ORG,155,180,False
335,Weiser,ORG,184,190,False
336,Anthony Wayne,PERSON,0,13,True
336,United States Army,ORG,20,38,False
336,the American Revolutionary War,ORG,55,85,False
336,later the early years of the Republic,DATE,90,127,False
336,first,ORDINAL,165,170,False
336,American,NORP,171,179,False
336,Native Americans,NORP,197,213,False
336,the 1790s,DATE,217,226,False
337,Law,PERSON,0,3,True
337,Steve King's,PERSON,33,45,True
337,2016,DATE,46,50,False
337,King,PERSON,86,90,True
337,South Korean,NORP,139,151,False
337,US,GPE,250,252,False
338,The Karl E. Mundt Foundation,ORG,0,28,False
338,Capitol,FAC,85,92,False
338,1992,DATE,99,103,False
338,the Senate Veterans Affairs Committee,ORG,189,226,False
338,Karl Mundt,PERSON,228,238,True
339,Horace Porter,PERSON,36,49,True
339,1830-1920,DATE,51,60,False
339,4,CARDINAL,68,69,False
339,Horace,PERSON,81,87,True
339,Ronald D. Simkins,PERSON,125,142,True
340,Harold Edward Stassen,PERSON,0,21,True
340,American,NORP,29,37,False
340,second,ORDINAL,68,74,False
340,the State of Minnesota,GPE,87,109,False
340,first,ORDINAL,133,138,False
340,Sweden,GPE,159,165,False
340,Stassen,PERSON,187,194,True
340,Ed,PERSON,225,227,True
341,United  States,GPE,40,54,False
341,the Main Street and,FAC,91,110,False
341,Elm Street,LOC,111,121,False
341,Columbia,GPE,138,146,False
341,South Carolina,GPE,148,162,False
341,15,CARDINAL,180,182,False
341,Pickering & Tilghman,ORG,211,231,False
341,William,PERSON,237,244,True
342,Barbara Heinemann Landmann Biography,PERSON,0,36,True
342,E. L. Gruber's,PERSON,38,52,True
342,2004,DATE,53,57,False
342,Barbara Heinemann Landmann,PERSON,70,96,True
342,the Graduate Division at,ORG,113,137,False
342,Columbia University,ORG,138,157,False
342,first,ORDINAL,166,171,False
342,Columbia,GPE,196,204,False
342,the Graduate Faculty,ORG,232,252,False
342,2,CARDINAL,254,255,False
343,Sunday,DATE,0,6,False
343,the Ballpark: Billy Sunday's,FAC,10,38,False
343,"May 15, 2014",DATE,57,69,False
343,Today,DATE,85,90,False
343,first,ORDINAL,117,122,False
343,Columbus,GPE,187,195,False
343,Ohio,GPE,197,201,False
344,William H. Gerstenmaier,PERSON,0,23,True
344,NASA,ORG,61,65,False
344,September 2013,DATE,82,96,False
344,Orbital Sciences Corporation,ORG,123,151,False
345,Karen Horney,PERSON,23,35,True
345,Yale 1962,PERSON,37,46,True
345,Carol Cohn,PERSON,50,60,True
345,A few months later,DATE,61,79,False
345,Yale University,ORG,96,111,False
345,first,ORDINAL,121,126,False
345,Karen Horney,PERSON,179,191,True
345,Psychoanalysis,PRODUCT,199,213,False
346,Berthold Laufer,PERSON,0,15,True
346,Laufer,PERSON,64,70,True
346,Vienna,GPE,83,89,False
346,"August 13, 1874",DATE,93,108,False
346,his early years,DATE,119,134,False
346,Austria,GPE,138,145,False
346,Germany,GPE,150,157,False
347,2010,DATE,4,8,False
347,Pro Bowl,EVENT,9,17,False
347,"Sunday, February 4, 2010",DATE,41,65,False
347,Sun Life Stadium,FAC,70,86,False
347,Miami Gardens,GPE,88,101,False
347,Florida,GPE,103,110,False
348,"May 16, 2012",DATE,3,15,False
348,Timothy Chandler,PERSON,17,33,True
348,"June 1, 2012",DATE,111,123,False
348,2008,DATE,131,135,False
349,Evel Knievel,PERSON,1,13,True
349,1970s,DATE,62,67,False
349,Froggie Jump,PERSON,135,147,True
349,"July 31, 1979",DATE,158,171,False
350,One,CARDINAL,0,3,False
350,Winslow Homer,PERSON,19,32,True
350,one,CARDINAL,36,39,False
350,20th century,DATE,43,55,False
350,America,GPE,56,63,False
351,Winslow Homer,PERSON,12,25,True
351,the years 1879–86,DATE,32,49,False
351,Prout’s Neck,ORG,53,65,False
351,first,ORDINAL,71,76,False
351,Frederick Vanderbilt Field,PERSON,130,156,True
351,Henry Blake Stevens,PERSON,161,180,True
352,100th,ORDINAL,4,9,False
352,Grandma Moses  day,WORK_OF_ART,35,53,False
352,New York,GPE,58,66,False
352,April 1,DATE,67,74,False
352,New York,GPE,135,143,False
352,1,CARDINAL,173,174,False
352,2,CARDINAL,183,184,False
353,John Trumbull,PERSON,21,34,True
353,1756-1831,DATE,43,52,False
353,"John Trumbull
An Address",PERSON,54,78,True
353,the Letters of Cadmus,ORG,96,117,False
353,Arsinoe,PERSON,122,129,True
353,Answer,ORG,134,140,False
354,Clyde Barrow,PERSON,0,12,True
354,Bonnie Parker,PERSON,17,30,True
354,2,CARDINAL,36,37,False
354,1932,DATE,99,103,False
354,Arkansas,GPE,111,119,False
354,Clyde Barrow,ORG,156,168,False
355,John Wilkes Booth,PERSON,0,17,True
355,American,NORP,25,33,False
355,16th,ORDINAL,62,66,False
355,the United States,GPE,80,97,False
355,Abraham Lincoln,PERSON,98,113,True
355,"April 14, 1865",DATE,117,131,False
355,Ford,ORG,135,139,False
355,Theatre,ORG,142,149,False
355,Washington D.C.,GPE,153,168,False
355,Lincoln,ORG,170,177,False
355,the following day,DATE,183,200,False
356,"April 3, 1882",DATE,3,16,False
356,Jesse James,PERSON,18,29,True
356,40 years old,DATE,34,46,False
356,20-year,DATE,80,87,False
356,post-Civil War American West,EVENT,168,196,False
357,Sally Payne,PERSON,0,11,True
357,Belle Starr,PERSON,24,35,True
357,1976,DATE,39,43,False
357,Belle Starr,PERSON,49,60,True
357,Belle,GPE,133,138,False
357,Sally Payne,PERSON,141,152,True
357,Arkansas,GPE,165,173,False
357,August 12,DATE,177,186,False
358,Edson,PERSON,0,5,True
358,Belle Starr,PERSON,15,26,True
358,1870s,DATE,41,46,False
358,1876,DATE,68,72,False
358,Belle Starr,PERSON,84,95,True
358,the Grave of Her Husband,FAC,99,123,False
358,John Notary,PERSON,125,136,True
358,Edson,ORG,144,149,False
359,Robert Altman,PERSON,13,26,True
359,England,GPE,30,37,False
359,YouTube,GPE,41,48,False
359,1976,DATE,50,54,False
359,English,NORP,60,67,False
359,Geoffrey Nowell-Smith,PERSON,75,96,True
359,American,NORP,112,120,False
359,Americans,NORP,139,148,False
359,British,NORP,154,161,False
359,British,NORP,189,196,False
359,Altman,ORG,247,253,False
360,Sissy Spacek,ORG,0,12,False
360,16-pound,QUANTITY,42,50,False
360,Sissy,ORG,161,166,False
361,Sissy Spacek,ORG,0,12,False
361,5-foot,QUANTITY,42,48,False
361,Last Summer,DATE,182,193,False
361,the present day,DATE,203,218,False
362,The Long Journey,ORG,0,16,False
362,"Noah Webster
Rollins",PERSON,20,40,True
362,2006,DATE,50,54,False
362,Webster,PERSON,56,63,True
362,the New Nation,ORG,91,105,False
362,46,DATE,132,134,False
362,Issue,GPE,136,141,False
362,4,CARDINAL,143,144,False
362,607,CARDINAL,149,152,False
363,Heywood Broun,PERSON,0,13,True
363,Nerves,ORG,25,31,False
363,Humphrey Bogart,PERSON,41,56,True
364,Glenn Close,PERSON,0,11,True
364,American,NORP,18,26,False
364,Glenn Close,PERSON,61,72,True
364,decades,DATE,110,117,False
364,an Academy Award,ORG,156,172,False
364,Grammy Award,PERSON,199,211,True
364,first,ORDINAL,217,222,False
365,Gary Cooper,PERSON,0,11,True
365,1958,DATE,43,47,False
365,The Defiant Ones,WORK_OF_ART,50,66,False
365,Tony Curtis,PERSON,80,91,True
365,Sidney Poitier,PERSON,96,110,True
365,1,CARDINAL,173,174,False
365,2,CARDINAL,186,187,False
366,Ted Danson,PERSON,1,11,True
366,Zach Galifianakis,ORG,16,33,False
366,Joe Reid,PERSON,67,75,True
366,New York,GPE,97,105,False
366,Broadway,FAC,146,154,False
366,about two,CARDINAL,164,173,False
367,Joseph Wardell,PERSON,0,14,True
367,Joe DeRita,PERSON,40,50,True
367,"November 27, 1914",DATE,54,71,False
367,Brooklyn,GPE,75,83,False
367,New York,GPE,85,93,False
367,"July 23, 1985",DATE,96,109,False
367,Los Angeles,GPE,113,124,False
367,California,GPE,126,136,False
367,American,NORP,145,153,False
368,Hilary Duff,PERSON,8,19,True
368,2002,DATE,42,46,False
368,the United States,GPE,140,157,False
369,American,NORP,19,27,False
369,American,NORP,74,82,False
369,French-Canadian,NORP,87,102,False
369,2016,DATE,147,151,False
369,Divergent in Divergent,ORG,164,186,False
369,2014,DATE,188,192,False
370,American,NORP,19,27,False
370,Elvis,PERSON,114,119,True
370,The Buddy Holly Story,WORK_OF_ART,123,144,False
370,David,PERSON,153,158,True
370,2015,DATE,166,170,False
370,David,PERSON,177,182,True
370,20th,ORDINAL,186,190,False
371,The Dick Enberg Award,PERSON,0,21,True
371,annually,DATE,31,39,False
371,Sportswriters,PERSON,62,75,True
371,the Newhouse School,ORG,80,99,False
371,New York City,GPE,177,190,False
372,The Dick Enberg Award,PERSON,0,21,True
372,annually,DATE,31,39,False
372,the National Sportscasters and Sportswriters Association,ORG,44,100,False
372,American,NORP,108,116,False
372,Enberg,PERSON,258,264,True
373,Rondo Hatton: Beauty Within,WORK_OF_ART,11,38,False
373,the 37 years ago,DATE,39,55,False
373,"Rated R.

",PERSON,57,67,True
374,Bryce Dallas Howard,PERSON,0,19,True
374,American,NORP,26,34,False
374,500 Days of Summer,DATE,47,65,False
374,Howard,PERSON,107,113,True
374,Shield,FAC,155,161,False
374,2007,DATE,213,217,False
375,Jared Leto,PERSON,30,40,True
375,Michael,PERSON,46,53,True
375,two,CARDINAL,71,74,False
376,Steve McQueen,PERSON,0,13,True
376,Tribute,ORG,17,24,False
377,Mary Tyler Moore,PERSON,0,16,True
377,Mary Tyler Moore,PERSON,25,41,True
377,90,CARDINAL,45,47,False
377,Trailblazing TV Show's,WORK_OF_ART,61,83,False
377,Jessica Radcliffe,PERSON,99,116,True
377,Mary Tyler Moore’s,PERSON,119,137,True
377,the age of 90,DATE,147,160,False
377,Tuesday,DATE,175,182,False
378,Edward R. Murrow,PERSON,0,16,True
378,the Birth of Broadcast 19th,GPE,21,48,False
378,Century America,EVENT,49,64,False
378,Edward R. Murrow,PERSON,71,87,True
378,the CBS Evening News,ORG,107,127,False
378,the 1950s,DATE,131,140,False
379,William Peltz,PERSON,0,13,True
379,American,NORP,20,28,False
379,Bobby,PERSON,95,100,True
379,The Big Bounce,ORG,127,141,False
379,Detective Ray Cade,PERSON,149,167,True
379,season 3,DATE,206,214,False
380,William Dennis Weaver,PERSON,0,21,True
380,American,NORP,29,37,False
380,The Mary Tyler Moore Show,ORG,72,97,False
380,1970-1977,DATE,99,108,False
380,1979,DATE,154,158,False
380,1,CARDINAL,160,161,False
381,Raquel,PERSON,16,22,True
381,19th-century,DATE,44,56,False
382,Edgar Rice Burroughs,PERSON,0,20,True
382,American,NORP,28,36,False
382,John Carter,PERSON,101,112,True
382,Barsoom,WORK_OF_ART,121,128,False
382,Tarzan,PERSON,155,161,True
383,James Fenimore Cooper’s Landscapes,PERSON,0,34,True
383,American,NORP,94,102,False
383,James Fenimore Cooper,PERSON,108,129,True
383,first,ORDINAL,137,142,False
383,American,NORP,143,151,False
384,Ralph Waldo Emerson,PERSON,0,19,True
384,American,NORP,27,35,False
384,American,NORP,117,125,False
384,the mid-19th century,DATE,155,175,False
384,Emerson,ORG,177,184,False
385,Samuel Dashiell Hammett,PERSON,0,23,True
385,American,NORP,31,39,False
385,Newark,GPE,53,59,False
385,New Jersey,GPE,61,71,False
