metric,model_key,domain,category,status,reason,n_records
sentiment,qwen3_8b_base,political_ideology,anarchism,excluded,han_pending_review,12
sentiment,qwen3_8b_base,political_ideology,anarchism,scored,,748
sentiment,qwen3_8b_base,political_ideology,capitalism,excluded,anonymization:no_dictionary_match,10
sentiment,qwen3_8b_base,political_ideology,capitalism,excluded,han_pending_review,32
sentiment,qwen3_8b_base,political_ideology,capitalism,scored,,398
sentiment,qwen3_8b_base,political_ideology,communism,excluded,anonymization:no_dictionary_match,56
sentiment,qwen3_8b_base,political_ideology,communism,excluded,anonymization:no_prompt_match,3
sentiment,qwen3_8b_base,political_ideology,communism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_base,political_ideology,communism,excluded,han_pending_review,18
sentiment,qwen3_8b_base,political_ideology,communism,excluded,han_pending_review;anonymization:no_dictionary_match,1
sentiment,qwen3_8b_base,political_ideology,communism,scored,,572
sentiment,qwen3_8b_base,political_ideology,conservatism,excluded,anonymization:no_dictionary_match,5
sentiment,qwen3_8b_base,political_ideology,conservatism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_base,political_ideology,conservatism,excluded,han_pending_review,22
sentiment,qwen3_8b_base,political_ideology,conservatism,scored,,428
sentiment,qwen3_8b_base,political_ideology,democracy,excluded,anonymization:no_dictionary_match,65
sentiment,qwen3_8b_base,political_ideology,democracy,excluded,anonymization:no_prompt_match,9
sentiment,qwen3_8b_base,political_ideology,democracy,excluded,han_pending_review,64
sentiment,qwen3_8b_base,political_ideology,democracy,excluded,han_pending_review;anonymization:no_dictionary_match,1
sentiment,qwen3_8b_base,political_ideology,democracy,scored,,1571
sentiment,qwen3_8b_base,political_ideology,fascism,excluded,anonymization:no_dictionary_match,10
sentiment,qwen3_8b_base,political_ideology,fascism,excluded,han_pending_review,13
sentiment,qwen3_8b_base,political_ideology,fascism,scored,,552
sentiment,qwen3_8b_base,political_ideology,left-wing,excluded,anonymization:no_dictionary_match,303
sentiment,qwen3_8b_base,political_ideology,left-wing,excluded,anonymization:no_prompt_match,87
sentiment,qwen3_8b_base,political_ideology,left-wing,excluded,han_pending_review,5
sentiment,qwen3_8b_base,political_ideology,left-wing,excluded,han_pending_review;anonymization:no_dictionary_match,15
sentiment,qwen3_8b_base,political_ideology,left-wing,scored,,155
sentiment,qwen3_8b_base,political_ideology,liberalism,excluded,anonymization:no_dictionary_match,8
sentiment,qwen3_8b_base,political_ideology,liberalism,excluded,anonymization:no_prompt_match,1
sentiment,qwen3_8b_base,political_ideology,liberalism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_base,political_ideology,liberalism,excluded,han_pending_review,12
sentiment,qwen3_8b_base,political_ideology,liberalism,excluded,han_pending_review;anonymization:no_dictionary_match,1
sentiment,qwen3_8b_base,political_ideology,liberalism,scored,,433
sentiment,qwen3_8b_base,political_ideology,nationalism,excluded,anonymization:no_dictionary_match,113
sentiment,qwen3_8b_base,political_ideology,nationalism,excluded,anonymization:no_prompt_match,6
sentiment,qwen3_8b_base,political_ideology,nationalism,excluded,han_pending_review,68
sentiment,qwen3_8b_base,political_ideology,nationalism,excluded,han_pending_review;anonymization:no_dictionary_match,1
sentiment,qwen3_8b_base,political_ideology,nationalism,scored,,2077
sentiment,qwen3_8b_base,political_ideology,populism,excluded,anonymization:no_dictionary_match,1
sentiment,qwen3_8b_base,political_ideology,populism,excluded,anonymization:no_prompt_match,4
sentiment,qwen3_8b_base,political_ideology,populism,excluded,han_pending_review,15
sentiment,qwen3_8b_base,political_ideology,populism,scored,,275
sentiment,qwen3_8b_base,political_ideology,right-wing,excluded,anonymization:no_dictionary_match,245
sentiment,qwen3_8b_base,political_ideology,right-wing,excluded,anonymization:no_prompt_match,37
sentiment,qwen3_8b_base,political_ideology,right-wing,excluded,han_pending_review,1
sentiment,qwen3_8b_base,political_ideology,right-wing,excluded,han_pending_review;anonymization:no_dictionary_match,17
sentiment,qwen3_8b_base,political_ideology,right-wing,excluded,han_pending_review;anonymization:no_prompt_match,1
sentiment,qwen3_8b_base,political_ideology,right-wing,scored,,109
sentiment,qwen3_8b_base,political_ideology,socialism,excluded,anonymization:no_dictionary_match,27
sentiment,qwen3_8b_base,political_ideology,socialism,excluded,anonymization:no_prompt_match,7
sentiment,qwen3_8b_base,political_ideology,socialism,excluded,han_pending_review,42
sentiment,qwen3_8b_base,political_ideology,socialism,excluded,han_pending_review;anonymization:no_dictionary_match,1
sentiment,qwen3_8b_base,political_ideology,socialism,scored,,1218
sentiment,qwen3_8b_base,profession,artistic_occupations,not_applicable,domain_outside_scope,2165
sentiment,qwen3_8b_base,profession,computer_occupations,not_applicable,domain_outside_scope,1045
sentiment,qwen3_8b_base,profession,corporate_titles,not_applicable,domain_outside_scope,495
sentiment,qwen3_8b_base,profession,dance_occupations,not_applicable,domain_outside_scope,3130
sentiment,qwen3_8b_base,profession,engineering_branches,not_applicable,domain_outside_scope,15600
sentiment,qwen3_8b_base,profession,entertainer_occupations,not_applicable,domain_outside_scope,2210
sentiment,qwen3_8b_base,profession,film_and_television_occupations,not_applicable,domain_outside_scope,1225
sentiment,qwen3_8b_base,profession,healthcare_occupations,not_applicable,domain_outside_scope,2655
sentiment,qwen3_8b_base,profession,industrial_occupations,not_applicable,domain_outside_scope,535
sentiment,qwen3_8b_base,profession,mental_health_occupations,not_applicable,domain_outside_scope,1745
sentiment,qwen3_8b_base,profession,metalworking_occupations,not_applicable,domain_outside_scope,3125
sentiment,qwen3_8b_base,profession,nursing_specialties,not_applicable,domain_outside_scope,1465
sentiment,qwen3_8b_base,profession,professional_driver_types,not_applicable,domain_outside_scope,310
sentiment,qwen3_8b_base,profession,railway_industry_occupations,not_applicable,domain_outside_scope,685
sentiment,qwen3_8b_base,profession,scientific_occupations,not_applicable,domain_outside_scope,4120
sentiment,qwen3_8b_base,profession,sewing_occupations,not_applicable,domain_outside_scope,4150
sentiment,qwen3_8b_base,profession,theatre_personnel,not_applicable,domain_outside_scope,4210
sentiment,qwen3_8b_base,profession,writing_occupations,not_applicable,domain_outside_scope,2105
sentiment,qwen3_8b_base,race,African_Americans,excluded,anonymization:entity_crosses_prompt_boundary,120
sentiment,qwen3_8b_base,race,African_Americans,excluded,anonymization:ner_dictionary_overlap,1094
sentiment,qwen3_8b_base,race,African_Americans,excluded,anonymization:no_entity_match,10
sentiment,qwen3_8b_base,race,African_Americans,excluded,anonymization:no_prompt_match,10
sentiment,qwen3_8b_base,race,African_Americans,excluded,anonymization:residual_target_name_candidate,729
sentiment,qwen3_8b_base,race,African_Americans,excluded,han_pending_review,56
sentiment,qwen3_8b_base,race,African_Americans,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,1
sentiment,qwen3_8b_base,race,African_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,8
sentiment,qwen3_8b_base,race,African_Americans,excluded,han_pending_review;anonymization:no_entity_match,3
sentiment,qwen3_8b_base,race,African_Americans,excluded,han_pending_review;anonymization:no_prompt_match,1
sentiment,qwen3_8b_base,race,African_Americans,excluded,han_pending_review;anonymization:residual_target_name_candidate,2
sentiment,qwen3_8b_base,race,African_Americans,scored,,7236
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,anonymization:entity_crosses_prompt_boundary,84
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,anonymization:ner_dictionary_overlap,221
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,anonymization:no_entity_match,37
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,anonymization:no_prompt_match,23
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,anonymization:residual_target_name_candidate,220
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,anonymization:subject_entity_type_unverified,327
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,han_pending_review,40
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,4
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,4
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,han_pending_review;anonymization:no_entity_match,7
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,han_pending_review;anonymization:residual_target_name_candidate,5
sentiment,qwen3_8b_base,race,Asian_Americans,excluded,han_pending_review;anonymization:subject_entity_type_unverified,3
sentiment,qwen3_8b_base,race,Asian_Americans,scored,,3330
sentiment,qwen3_8b_base,race,European_Americans,excluded,anonymization:entity_crosses_prompt_boundary,570
sentiment,qwen3_8b_base,race,European_Americans,excluded,anonymization:ner_dictionary_overlap,2929
sentiment,qwen3_8b_base,race,European_Americans,excluded,anonymization:no_entity_match,67
sentiment,qwen3_8b_base,race,European_Americans,excluded,anonymization:no_prompt_match,72
sentiment,qwen3_8b_base,race,European_Americans,excluded,anonymization:residual_target_name_candidate,2303
sentiment,qwen3_8b_base,race,European_Americans,excluded,anonymization:subject_entity_type_unverified,304
sentiment,qwen3_8b_base,race,European_Americans,excluded,han_pending_review,136
sentiment,qwen3_8b_base,race,European_Americans,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,5
sentiment,qwen3_8b_base,race,European_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,23
sentiment,qwen3_8b_base,race,European_Americans,excluded,han_pending_review;anonymization:no_entity_match,1
sentiment,qwen3_8b_base,race,European_Americans,excluded,han_pending_review;anonymization:residual_target_name_candidate,4
sentiment,qwen3_8b_base,race,European_Americans,excluded,han_pending_review;anonymization:subject_entity_type_unverified,1
sentiment,qwen3_8b_base,race,European_Americans,scored,,17780
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,anonymization:entity_crosses_prompt_boundary,9
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,anonymization:ner_dictionary_overlap,63
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,anonymization:no_entity_match,30
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,anonymization:no_prompt_match,6
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,anonymization:residual_target_name_candidate,28
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,han_pending_review,3
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,1
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,1
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,excluded,han_pending_review;anonymization:residual_target_name_candidate,1
sentiment,qwen3_8b_base,race,Hispanic_and_Latino_Americans,scored,,373
sentiment,qwen3_8b_base,religious_ideology,atheism,excluded,anonymization:no_dictionary_match,4
sentiment,qwen3_8b_base,religious_ideology,atheism,excluded,anonymization:no_prompt_match,1
sentiment,qwen3_8b_base,religious_ideology,atheism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_base,religious_ideology,atheism,excluded,han_pending_review,5
sentiment,qwen3_8b_base,religious_ideology,atheism,scored,,130
sentiment,qwen3_8b_base,religious_ideology,buddhism,excluded,anonymization:no_dictionary_match,8
sentiment,qwen3_8b_base,religious_ideology,buddhism,excluded,anonymization:no_prompt_match,7
sentiment,qwen3_8b_base,religious_ideology,buddhism,excluded,han_pending_review,42
sentiment,qwen3_8b_base,religious_ideology,buddhism,scored,,613
sentiment,qwen3_8b_base,religious_ideology,christianity,excluded,anonymization:no_dictionary_match,10
sentiment,qwen3_8b_base,religious_ideology,christianity,excluded,han_pending_review,23
sentiment,qwen3_8b_base,religious_ideology,christianity,scored,,822
sentiment,qwen3_8b_base,religious_ideology,hinduism,scored,,60
sentiment,qwen3_8b_base,religious_ideology,islam,excluded,anonymization:no_dictionary_match,5
sentiment,qwen3_8b_base,religious_ideology,islam,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_base,religious_ideology,islam,excluded,han_pending_review,16
sentiment,qwen3_8b_base,religious_ideology,islam,scored,,519
sentiment,qwen3_8b_base,religious_ideology,judaism,excluded,anonymization:no_dictionary_match,8
sentiment,qwen3_8b_base,religious_ideology,judaism,excluded,anonymization:no_prompt_match,2
sentiment,qwen3_8b_base,religious_ideology,judaism,excluded,han_pending_review,7
sentiment,qwen3_8b_base,religious_ideology,judaism,scored,,453
sentiment,qwen3_8b_base,religious_ideology,sikhism,excluded,han_pending_review,7
sentiment,qwen3_8b_base,religious_ideology,sikhism,scored,,443
sentiment,qwen3_8b_post,gender,American_actors,excluded,anonymization:entity_crosses_prompt_boundary,62
sentiment,qwen3_8b_post,gender,American_actors,excluded,anonymization:ner_dictionary_overlap,778
sentiment,qwen3_8b_post,gender,American_actors,excluded,anonymization:no_entity_match,3
sentiment,qwen3_8b_post,gender,American_actors,excluded,anonymization:no_prompt_match,2
sentiment,qwen3_8b_post,gender,American_actors,excluded,anonymization:residual_target_name_candidate,246
sentiment,qwen3_8b_post,gender,American_actors,excluded,han_pending_review,17
sentiment,qwen3_8b_post,gender,American_actors,excluded,han_pending_review;anonymization:ner_dictionary_overlap,4
sentiment,qwen3_8b_post,gender,American_actors,excluded,han_pending_review;anonymization:residual_target_name_candidate,1
sentiment,qwen3_8b_post,gender,American_actors,scored,,9127
sentiment,qwen3_8b_post,gender,American_actresses,excluded,anonymization:entity_crosses_prompt_boundary,18
sentiment,qwen3_8b_post,gender,American_actresses,excluded,anonymization:ner_dictionary_overlap,578
sentiment,qwen3_8b_post,gender,American_actresses,excluded,anonymization:no_entity_match,1
sentiment,qwen3_8b_post,gender,American_actresses,excluded,anonymization:no_prompt_match,4
sentiment,qwen3_8b_post,gender,American_actresses,excluded,anonymization:residual_target_name_candidate,139
sentiment,qwen3_8b_post,gender,American_actresses,excluded,han_pending_review,10
sentiment,qwen3_8b_post,gender,American_actresses,excluded,han_pending_review;anonymization:ner_dictionary_overlap,2
sentiment,qwen3_8b_post,gender,American_actresses,excluded,han_pending_review;anonymization:residual_target_name_candidate,2
sentiment,qwen3_8b_post,gender,American_actresses,scored,,5026
sentiment,qwen3_8b_post,political_ideology,anarchism,excluded,anonymization:no_dictionary_match,24
sentiment,qwen3_8b_post,political_ideology,anarchism,excluded,anonymization:no_prompt_match,6
sentiment,qwen3_8b_post,political_ideology,anarchism,excluded,han_pending_review,13
sentiment,qwen3_8b_post,political_ideology,anarchism,scored,,747
sentiment,qwen3_8b_post,political_ideology,capitalism,excluded,anonymization:no_dictionary_match,10
sentiment,qwen3_8b_post,political_ideology,capitalism,excluded,han_pending_review,19
sentiment,qwen3_8b_post,political_ideology,capitalism,scored,,411
sentiment,qwen3_8b_post,political_ideology,communism,excluded,anonymization:no_dictionary_match,58
sentiment,qwen3_8b_post,political_ideology,communism,excluded,anonymization:no_prompt_match,2
sentiment,qwen3_8b_post,political_ideology,communism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_post,political_ideology,communism,excluded,han_pending_review,11
sentiment,qwen3_8b_post,political_ideology,communism,scored,,579
sentiment,qwen3_8b_post,political_ideology,conservatism,excluded,anonymization:no_dictionary_match,5
sentiment,qwen3_8b_post,political_ideology,conservatism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_post,political_ideology,conservatism,excluded,han_pending_review,14
sentiment,qwen3_8b_post,political_ideology,conservatism,scored,,436
sentiment,qwen3_8b_post,political_ideology,democracy,excluded,anonymization:no_dictionary_match,72
sentiment,qwen3_8b_post,political_ideology,democracy,excluded,anonymization:no_prompt_match,3
sentiment,qwen3_8b_post,political_ideology,democracy,excluded,han_pending_review,52
sentiment,qwen3_8b_post,political_ideology,democracy,scored,,1583
sentiment,qwen3_8b_post,political_ideology,fascism,excluded,anonymization:no_dictionary_match,10
sentiment,qwen3_8b_post,political_ideology,fascism,excluded,han_pending_review,8
sentiment,qwen3_8b_post,political_ideology,fascism,scored,,557
sentiment,qwen3_8b_post,political_ideology,left-wing,excluded,anonymization:no_dictionary_match,321
sentiment,qwen3_8b_post,political_ideology,left-wing,excluded,anonymization:no_prompt_match,76
sentiment,qwen3_8b_post,political_ideology,left-wing,excluded,han_pending_review,7
sentiment,qwen3_8b_post,political_ideology,left-wing,excluded,han_pending_review;anonymization:no_dictionary_match,7
sentiment,qwen3_8b_post,political_ideology,left-wing,excluded,han_pending_review;anonymization:no_prompt_match,1
sentiment,qwen3_8b_post,political_ideology,left-wing,scored,,153
sentiment,qwen3_8b_post,political_ideology,liberalism,excluded,anonymization:no_dictionary_match,8
sentiment,qwen3_8b_post,political_ideology,liberalism,excluded,anonymization:no_prompt_match,2
sentiment,qwen3_8b_post,political_ideology,liberalism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_post,political_ideology,liberalism,excluded,han_pending_review,18
sentiment,qwen3_8b_post,political_ideology,liberalism,scored,,427
sentiment,qwen3_8b_post,political_ideology,nationalism,excluded,anonymization:no_dictionary_match,107
sentiment,qwen3_8b_post,political_ideology,nationalism,excluded,anonymization:no_prompt_match,9
sentiment,qwen3_8b_post,political_ideology,nationalism,excluded,han_pending_review,43
sentiment,qwen3_8b_post,political_ideology,nationalism,excluded,han_pending_review;anonymization:no_dictionary_match,4
sentiment,qwen3_8b_post,political_ideology,nationalism,scored,,2102
sentiment,qwen3_8b_post,political_ideology,populism,excluded,anonymization:no_dictionary_match,2
sentiment,qwen3_8b_post,political_ideology,populism,excluded,anonymization:no_prompt_match,1
sentiment,qwen3_8b_post,political_ideology,populism,excluded,han_pending_review,19
sentiment,qwen3_8b_post,political_ideology,populism,excluded,han_pending_review;anonymization:no_dictionary_match,2
sentiment,qwen3_8b_post,political_ideology,populism,scored,,271
sentiment,qwen3_8b_post,political_ideology,right-wing,excluded,anonymization:no_dictionary_match,268
sentiment,qwen3_8b_post,political_ideology,right-wing,excluded,anonymization:no_prompt_match,23
sentiment,qwen3_8b_post,political_ideology,right-wing,excluded,han_pending_review;anonymization:no_dictionary_match,9
sentiment,qwen3_8b_post,political_ideology,right-wing,scored,,110
sentiment,qwen3_8b_post,political_ideology,socialism,excluded,anonymization:no_dictionary_match,32
sentiment,qwen3_8b_post,political_ideology,socialism,excluded,anonymization:no_prompt_match,3
sentiment,qwen3_8b_post,political_ideology,socialism,excluded,han_pending_review,33
sentiment,qwen3_8b_post,political_ideology,socialism,scored,,1227
sentiment,qwen3_8b_post,profession,artistic_occupations,not_applicable,domain_outside_scope,2165
sentiment,qwen3_8b_post,profession,computer_occupations,not_applicable,domain_outside_scope,1045
sentiment,qwen3_8b_post,profession,corporate_titles,not_applicable,domain_outside_scope,495
sentiment,qwen3_8b_post,profession,dance_occupations,not_applicable,domain_outside_scope,3130
sentiment,qwen3_8b_post,profession,engineering_branches,not_applicable,domain_outside_scope,15600
sentiment,qwen3_8b_post,profession,entertainer_occupations,not_applicable,domain_outside_scope,2210
sentiment,qwen3_8b_post,profession,film_and_television_occupations,not_applicable,domain_outside_scope,1225
sentiment,qwen3_8b_post,profession,healthcare_occupations,not_applicable,domain_outside_scope,2655
sentiment,qwen3_8b_post,profession,industrial_occupations,not_applicable,domain_outside_scope,535
sentiment,qwen3_8b_post,profession,mental_health_occupations,not_applicable,domain_outside_scope,1745
sentiment,qwen3_8b_post,profession,metalworking_occupations,not_applicable,domain_outside_scope,3125
sentiment,qwen3_8b_post,profession,nursing_specialties,not_applicable,domain_outside_scope,1465
sentiment,qwen3_8b_post,profession,professional_driver_types,not_applicable,domain_outside_scope,310
sentiment,qwen3_8b_post,profession,railway_industry_occupations,not_applicable,domain_outside_scope,685
sentiment,qwen3_8b_post,profession,scientific_occupations,not_applicable,domain_outside_scope,4120
sentiment,qwen3_8b_post,profession,sewing_occupations,not_applicable,domain_outside_scope,4150
sentiment,qwen3_8b_post,profession,theatre_personnel,not_applicable,domain_outside_scope,4210
sentiment,qwen3_8b_post,profession,writing_occupations,not_applicable,domain_outside_scope,2105
sentiment,qwen3_8b_post,race,African_Americans,excluded,anonymization:entity_crosses_prompt_boundary,122
sentiment,qwen3_8b_post,race,African_Americans,excluded,anonymization:ner_dictionary_overlap,1042
sentiment,qwen3_8b_post,race,African_Americans,excluded,anonymization:no_entity_match,17
sentiment,qwen3_8b_post,race,African_Americans,excluded,anonymization:no_prompt_match,12
sentiment,qwen3_8b_post,race,African_Americans,excluded,anonymization:residual_target_name_candidate,372
sentiment,qwen3_8b_post,race,African_Americans,excluded,han_pending_review,29
sentiment,qwen3_8b_post,race,African_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,4
sentiment,qwen3_8b_post,race,African_Americans,scored,,7672
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,anonymization:entity_crosses_prompt_boundary,85
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,anonymization:ner_dictionary_overlap,207
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,anonymization:no_entity_match,46
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,anonymization:no_prompt_match,19
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,anonymization:residual_target_name_candidate,90
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,anonymization:subject_entity_type_unverified,330
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,han_pending_review,34
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,1
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,1
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,han_pending_review;anonymization:no_entity_match,1
sentiment,qwen3_8b_post,race,Asian_Americans,excluded,han_pending_review;anonymization:residual_target_name_candidate,2
sentiment,qwen3_8b_post,race,Asian_Americans,scored,,3489
sentiment,qwen3_8b_post,race,European_Americans,excluded,anonymization:entity_crosses_prompt_boundary,515
sentiment,qwen3_8b_post,race,European_Americans,excluded,anonymization:ner_dictionary_overlap,2877
sentiment,qwen3_8b_post,race,European_Americans,excluded,anonymization:no_entity_match,91
sentiment,qwen3_8b_post,race,European_Americans,excluded,anonymization:no_prompt_match,60
sentiment,qwen3_8b_post,race,European_Americans,excluded,anonymization:residual_target_name_candidate,1297
sentiment,qwen3_8b_post,race,European_Americans,excluded,anonymization:subject_entity_type_unverified,305
sentiment,qwen3_8b_post,race,European_Americans,excluded,han_pending_review,86
sentiment,qwen3_8b_post,race,European_Americans,excluded,han_pending_review;anonymization:entity_crosses_prompt_boundary,3
sentiment,qwen3_8b_post,race,European_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,14
sentiment,qwen3_8b_post,race,European_Americans,excluded,han_pending_review;anonymization:no_entity_match,1
sentiment,qwen3_8b_post,race,European_Americans,excluded,han_pending_review;anonymization:residual_target_name_candidate,1
sentiment,qwen3_8b_post,race,European_Americans,scored,,18945
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,anonymization:entity_crosses_prompt_boundary,14
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,anonymization:ner_dictionary_overlap,61
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,anonymization:no_entity_match,23
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,anonymization:no_prompt_match,8
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,anonymization:residual_target_name_candidate,12
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,han_pending_review,2
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,excluded,han_pending_review;anonymization:ner_dictionary_overlap,1
sentiment,qwen3_8b_post,race,Hispanic_and_Latino_Americans,scored,,394
sentiment,qwen3_8b_post,religious_ideology,atheism,excluded,anonymization:no_dictionary_match,4
sentiment,qwen3_8b_post,religious_ideology,atheism,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_post,religious_ideology,atheism,excluded,han_pending_review,3
sentiment,qwen3_8b_post,religious_ideology,atheism,excluded,han_pending_review;anonymization:no_dictionary_match,1
sentiment,qwen3_8b_post,religious_ideology,atheism,scored,,132
sentiment,qwen3_8b_post,religious_ideology,buddhism,excluded,anonymization:no_dictionary_match,14
sentiment,qwen3_8b_post,religious_ideology,buddhism,excluded,anonymization:no_prompt_match,1
sentiment,qwen3_8b_post,religious_ideology,buddhism,excluded,han_pending_review,20
sentiment,qwen3_8b_post,religious_ideology,buddhism,scored,,635
sentiment,qwen3_8b_post,religious_ideology,christianity,excluded,anonymization:no_dictionary_match,9
sentiment,qwen3_8b_post,religious_ideology,christianity,excluded,anonymization:no_prompt_match,1
sentiment,qwen3_8b_post,religious_ideology,christianity,excluded,han_pending_review,9
sentiment,qwen3_8b_post,religious_ideology,christianity,scored,,836
sentiment,qwen3_8b_post,religious_ideology,hinduism,scored,,60
sentiment,qwen3_8b_post,religious_ideology,islam,excluded,anonymization:no_dictionary_match,5
sentiment,qwen3_8b_post,religious_ideology,islam,excluded,generation_status_not_ok;missing_or_empty_metric_text,5
sentiment,qwen3_8b_post,religious_ideology,islam,excluded,han_pending_review,7
sentiment,qwen3_8b_post,religious_ideology,islam,scored,,528
sentiment,qwen3_8b_post,religious_ideology,judaism,excluded,anonymization:no_dictionary_match,9
sentiment,qwen3_8b_post,religious_ideology,judaism,excluded,anonymization:no_prompt_match,1
sentiment,qwen3_8b_post,religious_ideology,judaism,excluded,han_pending_review,3
sentiment,qwen3_8b_post,religious_ideology,judaism,scored,,457
sentiment,qwen3_8b_post,religious_ideology,sikhism,excluded,han_pending_review,4
sentiment,qwen3_8b_post,religious_ideology,sikhism,scored,,446
